category,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Supermarkets ,Back to School Boost,3242270.00,1175,2759.38,501.48,4999.33
Sports & Outdoors,Supermarkets ,Birthday Bash Sale,3331258.52,1203,2769.13,501.50,4990.08
Sports & Outdoors,Supermarkets ,Black Friday Blowout,3359651.55,1220,2753.81,500.60,4998.42
Sports & Outdoors,Supermarkets ,Cart Crasher Campaign,3126053.37,1116,2801.12,519.31,4995.24
Sports & Outdoors,Supermarkets ,Cashback Carnival,3232998.13,1184,2730.57,502.87,4996.22
Sports & Outdoors,Supermarkets ,Clearance Countdown,3133831.91,1163,2694.61,501.31,4998.56
Sports & Outdoors,Supermarkets ,Countdown to Savings,3047513.28,1125,2708.90,500.09,4997.94
Sports & Outdoors,Supermarkets ,Customer Appreciation Week,3334426.05,1194,2792.65,502.81,4999.02
Sports & Outdoors,Supermarkets ,Cyber Monday Mania,3279528.02,1201,2730.66,504.92,4998.69
Sports & Outdoors,Supermarkets ,Deal of the Month,2966386.04,1094,2711.50,511.82,4999.89
Sports & Outdoors,Supermarkets ,Double Points Bonanza,3246768.07,1163,2791.72,502.14,4985.88
Sports & Outdoors,Supermarkets ,Early Bird Specials,3175609.93,1167,2721.17,505.26,4996.32
Sports & Outdoors,Supermarkets ,End of Season Sale,3235401.40,1167,2772.41,503.46,4999.05
Sports & Outdoors,Supermarkets ,Exclusive Insider Offers,3335799.86,1180,2826.95,506.05,4999.97
Sports & Outdoors,Supermarkets ,Festive Fever Promo,3161571.91,1177,2686.13,503.81,4997.72
Sports & Outdoors,Supermarkets ,Final Call Frenzy,3001825.24,1100,2728.93,501.90,4999.33
Sports & Outdoors,Supermarkets ,Flash Frenzy Friday,3222918.58,1183,2724.36,502.29,4997.00
Sports & Outdoors,Supermarkets ,"Gift More, Spend Less",3317319.82,1216,2728.06,500.46,4996.60
Sports & Outdoors,Supermarkets ,Golden Hour Bargains,3159216.18,1150,2747.14,506.96,4995.89
Sports & Outdoors,Supermarkets ,Green Weekend Deals,3210357.31,1189,2700.05,503.13,4999.53
Sports & Outdoors,Supermarkets ,Happy Hour Discounts,3198718.42,1150,2781.49,500.42,4995.06
Sports & Outdoors,Supermarkets ,Holiday Shopping Rush,3083461.51,1152,2676.62,501.14,4998.76
Sports & Outdoors,Supermarkets ,Hot Picks Promo,3263628.24,1179,2768.13,504.54,4994.34
Sports & Outdoors,Supermarkets ,Instant Gratification Sale,3181285.10,1164,2733.06,500.89,4987.32
Sports & Outdoors,Supermarkets ,Limited Time Treasures,3117056.06,1172,2659.60,501.18,4998.98
Sports & Outdoors,Supermarkets ,Loyalty Rewards Blast,3088752.86,1119,2760.28,500.80,4987.16
Sports & Outdoors,Supermarkets ,Mega Weekend Bonanza,3141987.80,1160,2708.61,501.48,4998.00
Sports & Outdoors,Supermarkets ,Mid-Year Madness,3237252.09,1173,2759.81,502.53,4999.49
Sports & Outdoors,Supermarkets ,Midnight Madness,3144966.56,1130,2783.16,500.45,4996.42
Sports & Outdoors,Supermarkets ,Mystery Discount Days,3092070.42,1101,2808.42,500.04,4999.55
Sports & Outdoors,Supermarkets ,New Arrival Showcase,3185118.33,1132,2813.71,503.53,4997.59
Sports & Outdoors,Supermarkets ,New Product Launch Promo,3023119.81,1096,2758.32,501.61,4998.60
Sports & Outdoors,Supermarkets ,New Year Kickoff,3098424.56,1117,2773.88,501.31,4988.03
Sports & Outdoors,Supermarkets ,Price Drop Parade,3167940.91,1152,2749.95,505.89,4992.13
Sports & Outdoors,Supermarkets ,Red Tag Clearance,3300770.45,1163,2838.15,500.15,4999.05
Sports & Outdoors,Supermarkets ,Seasonal Surprise Box,3064660.46,1136,2697.76,500.31,4995.90
Sports & Outdoors,Supermarkets ,Shop & Save Spectacular,3031288.33,1134,2673.09,505.73,4997.56
Sports & Outdoors,Supermarkets ,Smart Shopper Week,3222063.00,1179,2732.88,511.12,4998.20
Sports & Outdoors,Supermarkets ,Spring Refresh Event,3360691.25,1193,2817.01,502.50,4992.74
Sports & Outdoors,Supermarkets ,Spring Splash Discounts,3032123.00,1114,2721.83,502.55,4991.41
Sports & Outdoors,Supermarkets ,Summer Sizzle Promo,3459246.48,1239,2791.97,500.81,4995.91
Sports & Outdoors,Supermarkets ,Super Savings Week,3234898.89,1154,2803.21,506.36,4981.53
Sports & Outdoors,Supermarkets ,Ultimate Value Event,3194547.61,1175,2718.76,501.61,4996.78
Sports & Outdoors,Supermarkets ,VIP Access Sale,3206971.65,1140,2813.13,506.74,4995.80
Sports & Outdoors,Supermarkets ,Weekend Warrior Specials,3068150.32,1159,2647.24,501.48,4998.83
Sports & Outdoors,Supermarkets ,Winter Clearance Carnival,3244471.98,1169,2775.43,503.08,4999.77
Sports & Outdoors,Supermarkets ,Winter Wonders Sale,3281926.47,1164,2819.52,506.23,4993.77
