category,brand,customer_segment,store_type,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Nike,Deal Seeker,Supermarkets ,3465365.62,1243,2787.90,502.29,4993.27
Sports & Outdoors,Nike,First-time Buyer,Large Malls / Complexes,2985290.29,1085,2751.42,504.23,4997.70
Sports & Outdoors,Nike,First-time Buyer,Small Stores / Shops,3223226.90,1169,2757.25,500.01,4996.20
Sports & Outdoors,Nike,First-time Buyer,Supermarkets ,3206925.94,1181,2715.43,505.40,4999.02
Sports & Outdoors,Nike,High Value,Large Malls / Complexes,2933977.14,1054,2783.66,505.34,4998.95
Sports & Outdoors,Nike,High Value,Small Stores / Shops,3223925.30,1158,2784.05,500.14,4996.00
Sports & Outdoors,Nike,High Value,Supermarkets ,3079606.52,1135,2713.31,505.18,4997.19
Sports & Outdoors,Nike,In-Store Regular,Large Malls / Complexes,2909186.98,1072,2713.79,501.97,4992.75
Sports & Outdoors,Nike,In-Store Regular,Small Stores / Shops,3168846.46,1136,2789.48,502.42,4998.83
Sports & Outdoors,Nike,In-Store Regular,Supermarkets ,3227003.81,1194,2702.68,504.68,4997.94
Sports & Outdoors,Nike,Loyal Customer,Large Malls / Complexes,2917350.69,1073,2718.87,501.80,4994.05
Sports & Outdoors,Nike,Loyal Customer,Small Stores / Shops,3047332.01,1123,2713.56,501.07,4999.83
Sports & Outdoors,Nike,Loyal Customer,Supermarkets ,3094163.78,1155,2678.93,501.50,4992.09
Sports & Outdoors,Nike,Occasional Shopper,Large Malls / Complexes,2897298.68,1074,2697.67,503.69,4995.14
Sports & Outdoors,Nike,Occasional Shopper,Small Stores / Shops,3189385.17,1146,2783.06,506.38,4998.50
Sports & Outdoors,Nike,Occasional Shopper,Supermarkets ,3228096.06,1188,2717.25,503.65,4998.21
Sports & Outdoors,Nike,Online Shopper,Large Malls / Complexes,2823384.75,1029,2743.81,509.61,4989.88
Sports & Outdoors,Nike,Online Shopper,Small Stores / Shops,3034813.28,1097,2766.47,508.30,4998.38
Sports & Outdoors,Nike,Online Shopper,Supermarkets ,3345054.89,1213,2757.67,503.08,4996.32
Sports & Outdoors,Nike,Premium Shopper,Large Malls / Complexes,2833596.78,1009,2808.32,513.82,4999.19
Sports & Outdoors,Nike,Premium Shopper,Small Stores / Shops,3144891.96,1125,2795.46,500.79,4999.67
Sports & Outdoors,Nike,Premium Shopper,Supermarkets ,3207003.10,1140,2813.16,500.31,4998.76
Sports & Outdoors,Puma,Budget Shopper,Large Malls / Complexes,3010331.62,1100,2736.67,506.68,4985.94
Sports & Outdoors,Puma,Budget Shopper,Small Stores / Shops,3050973.32,1098,2778.66,511.55,4991.44
Sports & Outdoors,Puma,Budget Shopper,Supermarkets ,3155602.50,1144,2758.39,501.48,4997.46
Sports & Outdoors,Puma,Churn Risk,Large Malls / Complexes,2954565.98,1048,2819.24,501.93,4998.60
Sports & Outdoors,Puma,Churn Risk,Small Stores / Shops,3091795.46,1139,2714.48,502.11,4996.88
Sports & Outdoors,Puma,Churn Risk,Supermarkets ,3282409.51,1197,2742.20,506.78,4993.59
Sports & Outdoors,Puma,Deal Seeker,Large Malls / Complexes,3048671.75,1094,2786.72,501.96,4998.69
Sports & Outdoors,Puma,Deal Seeker,Small Stores / Shops,3255862.65,1181,2756.87,502.43,4997.71
Sports & Outdoors,Puma,Deal Seeker,Supermarkets ,3180459.28,1144,2780.12,500.66,4997.56
Sports & Outdoors,Puma,First-time Buyer,Large Malls / Complexes,2920567.34,1038,2813.65,504.07,4994.88
Sports & Outdoors,Puma,First-time Buyer,Small Stores / Shops,3162653.70,1160,2726.43,500.04,4996.42
Sports & Outdoors,Puma,First-time Buyer,Supermarkets ,3149320.30,1163,2707.93,512.46,4993.79
Sports & Outdoors,Puma,High Value,Large Malls / Complexes,3032216.51,1093,2774.21,500.10,4999.61
Sports & Outdoors,Puma,High Value,Small Stores / Shops,3363047.12,1206,2788.60,500.03,4991.35
Sports & Outdoors,Puma,High Value,Supermarkets ,3297556.43,1191,2768.73,502.72,4996.51
Sports & Outdoors,Puma,In-Store Regular,Large Malls / Complexes,2905985.47,1053,2759.72,509.15,4995.46
Sports & Outdoors,Puma,In-Store Regular,Small Stores / Shops,3209988.57,1204,2666.10,502.54,4995.13
Sports & Outdoors,Puma,In-Store Regular,Supermarkets ,3054216.27,1114,2741.67,516.28,4999.89
Sports & Outdoors,Puma,Loyal Customer,Large Malls / Complexes,2720856.20,1008,2699.26,507.72,4990.43
Sports & Outdoors,Puma,Loyal Customer,Small Stores / Shops,3228703.91,1165,2771.42,503.10,4997.04
Sports & Outdoors,Puma,Loyal Customer,Supermarkets ,3115393.48,1133,2749.69,503.60,4996.09
Sports & Outdoors,Puma,Occasional Shopper,Large Malls / Complexes,2814457.87,1035,2719.28,502.29,4995.89
Sports & Outdoors,Puma,Occasional Shopper,Small Stores / Shops,3105084.85,1144,2714.24,500.41,4998.46
Sports & Outdoors,Puma,Occasional Shopper,Supermarkets ,3257859.56,1181,2758.56,503.81,4993.05
Sports & Outdoors,Puma,Online Shopper,Large Malls / Complexes,2926105.23,1084,2699.36,502.74,4999.78
Sports & Outdoors,Puma,Online Shopper,Small Stores / Shops,2939718.20,1065,2760.30,503.49,4994.48
Sports & Outdoors,Puma,Online Shopper,Supermarkets ,3291829.19,1181,2787.32,500.04,4992.50
Sports & Outdoors,Puma,Premium Shopper,Large Malls / Complexes,2758458.20,1020,2704.37,508.13,4993.01
Sports & Outdoors,Puma,Premium Shopper,Small Stores / Shops,3105637.83,1145,2712.35,501.13,4997.06
Sports & Outdoors,Puma,Premium Shopper,Supermarkets ,3016430.27,1087,2775.00,500.81,4995.80
Sports & Outdoors,Reebok,Budget Shopper,Large Malls / Complexes,2877231.49,1048,2745.45,500.26,4991.74
Sports & Outdoors,Reebok,Budget Shopper,Small Stores / Shops,2917205.48,1072,2721.27,500.78,4998.61
Sports & Outdoors,Reebok,Budget Shopper,Supermarkets ,3241748.62,1172,2766.00,500.04,4996.39
Sports & Outdoors,Reebok,Churn Risk,Large Malls / Complexes,3185278.12,1146,2779.47,506.24,4989.13
Sports & Outdoors,Reebok,Churn Risk,Small Stores / Shops,3211802.79,1165,2756.91,506.11,4998.24
Sports & Outdoors,Reebok,Churn Risk,Supermarkets ,3280600.68,1196,2742.98,506.58,4997.68
Sports & Outdoors,Reebok,Deal Seeker,Large Malls / Complexes,3135607.01,1149,2728.99,502.11,4989.91
Sports & Outdoors,Reebok,Deal Seeker,Small Stores / Shops,3002380.25,1101,2726.96,505.03,4999.30
Sports & Outdoors,Reebok,Deal Seeker,Supermarkets ,3055089.28,1139,2682.26,504.14,4999.33
Sports & Outdoors,Reebok,First-time Buyer,Large Malls / Complexes,3008282.56,1065,2824.68,504.45,4996.59
Sports & Outdoors,Reebok,First-time Buyer,Small Stores / Shops,2950188.12,1084,2721.58,500.37,4996.44
Sports & Outdoors,Reebok,First-time Buyer,Supermarkets ,3240389.09,1174,2760.13,502.16,4995.89
Sports & Outdoors,Reebok,High Value,Large Malls / Complexes,3020495.92,1101,2743.41,503.56,4998.53
Sports & Outdoors,Reebok,High Value,Small Stores / Shops,3007294.96,1078,2789.70,502.36,4996.75
Sports & Outdoors,Reebok,High Value,Supermarkets ,3211485.91,1168,2749.56,505.89,4989.29
Sports & Outdoors,Reebok,In-Store Regular,Large Malls / Complexes,3111371.83,1118,2782.98,502.76,4997.25
Sports & Outdoors,Reebok,In-Store Regular,Small Stores / Shops,3273842.78,1163,2815.00,504.23,4996.77
Sports & Outdoors,Reebok,In-Store Regular,Supermarkets ,3127781.59,1098,2848.62,502.90,4999.53
Sports & Outdoors,Reebok,Loyal Customer,Large Malls / Complexes,2903326.57,1073,2705.80,500.76,4999.34
Sports & Outdoors,Reebok,Loyal Customer,Small Stores / Shops,3122866.33,1129,2766.05,500.50,4998.56
Sports & Outdoors,Reebok,Loyal Customer,Supermarkets ,3198703.52,1163,2750.39,505.95,4998.20
Sports & Outdoors,Reebok,Occasional Shopper,Large Malls / Complexes,2852657.34,1030,2769.57,508.41,4998.87
Sports & Outdoors,Reebok,Occasional Shopper,Small Stores / Shops,3170635.17,1164,2723.91,501.32,4999.65
Sports & Outdoors,Reebok,Occasional Shopper,Supermarkets ,3091071.12,1158,2669.32,501.14,4997.81
Sports & Outdoors,Reebok,Online Shopper,Large Malls / Complexes,2993512.48,1096,2731.31,508.07,4996.40
Sports & Outdoors,Reebok,Online Shopper,Small Stores / Shops,3203142.86,1158,2766.10,501.32,4994.96
Sports & Outdoors,Reebok,Online Shopper,Supermarkets ,3315842.77,1181,2807.66,504.92,4998.98
Sports & Outdoors,Reebok,Premium Shopper,Large Malls / Complexes,2937993.21,1067,2753.51,500.30,4991.13
Sports & Outdoors,Reebok,Premium Shopper,Small Stores / Shops,3021055.91,1094,2761.48,500.78,4998.61
Sports & Outdoors,Reebok,Premium Shopper,Supermarkets ,3018774.70,1098,2749.34,502.70,4999.55
