customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Online Shopper,Small Stores / Shops,Salesperson,Weekend Warrior Specials,453283.20,176,2575.47,500.62,4979.27
Online Shopper,Small Stores / Shops,Salesperson,Winter Clearance Carnival,416332.40,142,2931.92,524.71,4962.29
Online Shopper,Small Stores / Shops,Salesperson,Winter Wonders Sale,468029.58,172,2721.10,506.83,4970.45
Online Shopper,Small Stores / Shops,Senior Salesperson,12 Days of Deals,390239.63,146,2672.87,537.72,4998.57
Online Shopper,Small Stores / Shops,Senior Salesperson,Autumn Deals Drive,384564.90,142,2708.20,513.05,4972.91
Online Shopper,Small Stores / Shops,Senior Salesperson,BOGO Blitz,398827.70,141,2828.57,507.76,4936.20
Online Shopper,Small Stores / Shops,Senior Salesperson,Back to School Boost,402147.54,154,2611.35,530.81,4956.11
Online Shopper,Small Stores / Shops,Senior Salesperson,Birthday Bash Sale,387862.99,142,2731.43,515.93,4961.79
Online Shopper,Small Stores / Shops,Senior Salesperson,Black Friday Blowout,471086.34,171,2754.89,559.94,4963.78
Online Shopper,Small Stores / Shops,Senior Salesperson,Cart Crasher Campaign,465700.58,171,2723.40,599.16,4983.68
Online Shopper,Small Stores / Shops,Senior Salesperson,Cashback Carnival,352176.03,130,2709.05,531.51,4813.25
Online Shopper,Small Stores / Shops,Senior Salesperson,Clearance Countdown,381927.21,140,2728.05,556.22,4944.80
Online Shopper,Small Stores / Shops,Senior Salesperson,Countdown to Savings,400936.05,147,2727.46,534.00,4993.48
Online Shopper,Small Stores / Shops,Senior Salesperson,Customer Appreciation Week,402292.40,148,2718.19,520.44,4982.70
Online Shopper,Small Stores / Shops,Senior Salesperson,Cyber Monday Mania,450923.11,156,2890.53,504.38,4975.74
Online Shopper,Small Stores / Shops,Senior Salesperson,Deal of the Month,477528.96,175,2728.74,544.52,4967.62
Online Shopper,Small Stores / Shops,Senior Salesperson,Double Points Bonanza,481226.76,165,2916.53,536.85,4993.64
Online Shopper,Small Stores / Shops,Senior Salesperson,Early Bird Specials,443476.84,169,2624.12,538.92,4966.63
Online Shopper,Small Stores / Shops,Senior Salesperson,End of Season Sale,449827.71,158,2847.01,505.76,4995.06
Online Shopper,Small Stores / Shops,Senior Salesperson,Exclusive Insider Offers,399627.02,138,2895.85,525.98,4954.76
Online Shopper,Small Stores / Shops,Senior Salesperson,Festive Fever Promo,409851.09,153,2678.77,503.50,4996.28
Online Shopper,Small Stores / Shops,Senior Salesperson,Final Call Frenzy,460650.25,170,2709.71,519.91,4957.06
Online Shopper,Small Stores / Shops,Senior Salesperson,Flash Frenzy Friday,525241.03,180,2918.01,505.21,4996.44
Online Shopper,Small Stores / Shops,Senior Salesperson,"Gift More, Spend Less",420733.23,156,2697.01,524.16,4934.51
Online Shopper,Small Stores / Shops,Senior Salesperson,Golden Hour Bargains,429194.87,154,2786.98,507.56,4952.54
Online Shopper,Small Stores / Shops,Senior Salesperson,Green Weekend Deals,430757.06,149,2890.99,508.30,4990.27
Online Shopper,Small Stores / Shops,Senior Salesperson,Happy Hour Discounts,432247.06,157,2753.17,546.51,4946.10
Online Shopper,Small Stores / Shops,Senior Salesperson,Holiday Shopping Rush,402053.68,148,2716.58,507.39,4944.95
Online Shopper,Small Stores / Shops,Senior Salesperson,Hot Picks Promo,471173.16,165,2855.59,522.77,4955.02
Online Shopper,Small Stores / Shops,Senior Salesperson,Instant Gratification Sale,412400.88,152,2713.16,528.04,4925.60
Online Shopper,Small Stores / Shops,Senior Salesperson,Limited Time Treasures,415871.53,146,2848.44,505.48,4971.76
Online Shopper,Small Stores / Shops,Senior Salesperson,Loyalty Rewards Blast,405784.29,153,2652.18,526.69,4983.03
Online Shopper,Small Stores / Shops,Senior Salesperson,Mega Weekend Bonanza,415385.59,147,2825.75,523.21,4984.93
Online Shopper,Small Stores / Shops,Senior Salesperson,Mid-Year Madness,474019.78,178,2663.03,509.74,4915.44
Online Shopper,Small Stores / Shops,Senior Salesperson,Midnight Madness,395505.58,144,2746.57,511.51,4998.12
Online Shopper,Small Stores / Shops,Senior Salesperson,Mystery Discount Days,373159.86,138,2704.06,525.96,4879.26
Online Shopper,Small Stores / Shops,Senior Salesperson,New Arrival Showcase,443340.99,157,2823.83,537.41,4994.48
Online Shopper,Small Stores / Shops,Senior Salesperson,New Product Launch Promo,406239.14,141,2881.13,534.95,4996.35
Online Shopper,Small Stores / Shops,Senior Salesperson,New Year Kickoff,487976.69,176,2772.59,550.62,4940.67
Online Shopper,Small Stores / Shops,Senior Salesperson,Price Drop Parade,417537.25,145,2879.57,513.99,4984.55
Online Shopper,Small Stores / Shops,Senior Salesperson,Red Tag Clearance,476190.32,162,2939.45,620.50,4978.98
Online Shopper,Small Stores / Shops,Senior Salesperson,Seasonal Surprise Box,460502.48,165,2790.92,525.69,4990.01
Online Shopper,Small Stores / Shops,Senior Salesperson,Shop & Save Spectacular,426352.32,156,2733.03,544.59,4995.87
Online Shopper,Small Stores / Shops,Senior Salesperson,Smart Shopper Week,425148.19,160,2657.18,512.44,4944.21
Online Shopper,Small Stores / Shops,Senior Salesperson,Spring Refresh Event,371174.71,138,2689.67,511.37,4938.85
Online Shopper,Small Stores / Shops,Senior Salesperson,Spring Splash Discounts,442261.82,157,2816.95,518.18,4979.57
Online Shopper,Small Stores / Shops,Senior Salesperson,Summer Sizzle Promo,431867.76,163,2649.50,537.78,4999.26
Online Shopper,Small Stores / Shops,Senior Salesperson,Super Savings Week,383292.03,136,2818.32,568.18,4994.88
Online Shopper,Small Stores / Shops,Senior Salesperson,Ultimate Value Event,421484.06,158,2667.62,528.65,4995.88
Online Shopper,Small Stores / Shops,Senior Salesperson,VIP Access Sale,467019.20,167,2796.52,561.44,4986.31
Online Shopper,Small Stores / Shops,Senior Salesperson,Weekend Warrior Specials,380857.19,144,2644.84,508.70,4980.03
Online Shopper,Small Stores / Shops,Senior Salesperson,Winter Clearance Carnival,409441.69,144,2843.35,543.65,4998.41
Online Shopper,Small Stores / Shops,Senior Salesperson,Winter Wonders Sale,395830.43,145,2729.87,533.02,4976.93
Online Shopper,Supermarkets ,Manager,12 Days of Deals,490419.70,178,2755.17,560.63,4994.90
Online Shopper,Supermarkets ,Manager,Autumn Deals Drive,468943.70,164,2859.41,502.62,4988.82
Online Shopper,Supermarkets ,Manager,BOGO Blitz,491257.06,183,2684.46,539.04,4996.52
Online Shopper,Supermarkets ,Manager,Back to School Boost,501569.48,187,2682.19,503.72,4966.93
Online Shopper,Supermarkets ,Manager,Birthday Bash Sale,394416.08,138,2858.09,559.72,4984.92
Online Shopper,Supermarkets ,Manager,Black Friday Blowout,510917.94,182,2807.24,531.54,4919.07
Online Shopper,Supermarkets ,Manager,Cart Crasher Campaign,512905.53,176,2914.24,511.77,4984.24
Online Shopper,Supermarkets ,Manager,Cashback Carnival,484376.28,179,2706.01,505.40,4979.04
Online Shopper,Supermarkets ,Manager,Clearance Countdown,512267.45,193,2654.24,520.55,4933.24
Online Shopper,Supermarkets ,Manager,Countdown to Savings,540459.46,194,2785.87,501.71,4989.47
Online Shopper,Supermarkets ,Manager,Customer Appreciation Week,458026.58,166,2759.20,528.76,4927.43
Online Shopper,Supermarkets ,Manager,Cyber Monday Mania,436123.46,158,2760.28,535.60,4998.53
Online Shopper,Supermarkets ,Manager,Deal of the Month,478698.06,182,2630.21,515.03,4986.31
Online Shopper,Supermarkets ,Manager,Double Points Bonanza,541747.80,196,2764.02,521.21,4973.29
Online Shopper,Supermarkets ,Manager,Early Bird Specials,436548.20,165,2645.75,527.53,4996.32
Online Shopper,Supermarkets ,Manager,End of Season Sale,516150.44,184,2805.17,581.61,4910.21
Online Shopper,Supermarkets ,Manager,Exclusive Insider Offers,458111.39,165,2776.43,531.06,4999.97
Online Shopper,Supermarkets ,Manager,Festive Fever Promo,466954.21,170,2746.79,505.72,4954.59
Online Shopper,Supermarkets ,Manager,Final Call Frenzy,529191.91,189,2799.96,519.45,4928.18
Online Shopper,Supermarkets ,Manager,Flash Frenzy Friday,421431.27,157,2684.28,520.77,4976.92
Online Shopper,Supermarkets ,Manager,"Gift More, Spend Less",466348.03,163,2861.03,594.48,4971.36
Online Shopper,Supermarkets ,Manager,Golden Hour Bargains,445573.11,156,2856.24,561.99,4980.41
Online Shopper,Supermarkets ,Manager,Green Weekend Deals,431658.78,149,2897.04,575.74,4944.92
Online Shopper,Supermarkets ,Manager,Happy Hour Discounts,483328.43,173,2793.81,510.62,4963.52
Online Shopper,Supermarkets ,Manager,Holiday Shopping Rush,467776.38,173,2703.91,528.74,4962.35
Online Shopper,Supermarkets ,Manager,Hot Picks Promo,483255.44,168,2876.52,522.86,4979.54
Online Shopper,Supermarkets ,Manager,Instant Gratification Sale,475964.28,175,2719.80,503.33,4992.46
Online Shopper,Supermarkets ,Manager,Limited Time Treasures,476286.55,186,2560.68,511.01,4987.04
Online Shopper,Supermarkets ,Manager,Loyalty Rewards Blast,483868.71,185,2615.51,503.58,4962.37
Online Shopper,Supermarkets ,Manager,Mega Weekend Bonanza,528232.62,187,2824.77,509.28,4964.16
Online Shopper,Supermarkets ,Manager,Mid-Year Madness,450109.07,155,2903.93,544.21,4962.45
Online Shopper,Supermarkets ,Manager,Midnight Madness,519668.43,181,2871.10,510.82,4991.77
Online Shopper,Supermarkets ,Manager,Mystery Discount Days,433913.68,167,2598.29,500.04,4939.79
Online Shopper,Supermarkets ,Manager,New Arrival Showcase,505916.91,181,2795.12,551.98,4985.57
Online Shopper,Supermarkets ,Manager,New Product Launch Promo,524181.98,188,2788.20,508.03,4943.16
Online Shopper,Supermarkets ,Manager,New Year Kickoff,537427.57,200,2687.14,500.12,4967.47
Online Shopper,Supermarkets ,Manager,Price Drop Parade,440369.60,163,2701.65,505.80,4991.24
Online Shopper,Supermarkets ,Manager,Red Tag Clearance,524907.46,188,2792.06,513.93,4966.80
Online Shopper,Supermarkets ,Manager,Seasonal Surprise Box,453518.77,170,2667.76,528.03,4939.97
Online Shopper,Supermarkets ,Manager,Shop & Save Spectacular,519538.62,188,2763.50,510.47,4965.39
Online Shopper,Supermarkets ,Manager,Smart Shopper Week,514442.38,184,2795.88,528.74,4996.33
Online Shopper,Supermarkets ,Manager,Spring Refresh Event,512382.50,180,2846.57,511.76,4977.82
Online Shopper,Supermarkets ,Manager,Spring Splash Discounts,500325.95,184,2719.16,515.99,4940.95
Online Shopper,Supermarkets ,Manager,Summer Sizzle Promo,565773.13,190,2977.75,533.83,4988.81
Online Shopper,Supermarkets ,Manager,Super Savings Week,574726.59,188,3057.06,524.17,4988.24
Online Shopper,Supermarkets ,Manager,Ultimate Value Event,521142.51,191,2728.49,509.98,4987.19
Online Shopper,Supermarkets ,Manager,VIP Access Sale,415338.89,159,2612.19,506.74,4959.80
Online Shopper,Supermarkets ,Manager,Weekend Warrior Specials,458664.22,159,2884.68,537.87,4987.77
Online Shopper,Supermarkets ,Manager,Winter Clearance Carnival,453100.14,160,2831.88,504.20,4965.55
Online Shopper,Supermarkets ,Manager,Winter Wonders Sale,502241.18,188,2671.50,502.39,4975.48
Online Shopper,Supermarkets ,Sales Associate,12 Days of Deals,499456.19,184,2714.44,518.98,4971.39
Online Shopper,Supermarkets ,Sales Associate,Autumn Deals Drive,550911.36,204,2700.55,507.41,4927.86
Online Shopper,Supermarkets ,Sales Associate,BOGO Blitz,483399.83,181,2670.72,509.20,4984.74
Online Shopper,Supermarkets ,Sales Associate,Back to School Boost,509590.00,180,2831.06,522.41,4959.06
Online Shopper,Supermarkets ,Sales Associate,Birthday Bash Sale,497925.47,173,2878.18,527.82,4966.48
Online Shopper,Supermarkets ,Sales Associate,Black Friday Blowout,527064.67,183,2880.13,530.95,4992.25
Online Shopper,Supermarkets ,Sales Associate,Cart Crasher Campaign,505158.15,192,2631.03,522.03,4978.75
Online Shopper,Supermarkets ,Sales Associate,Cashback Carnival,566003.70,207,2734.32,522.42,4978.78
Online Shopper,Supermarkets ,Sales Associate,Clearance Countdown,597290.74,212,2817.41,501.02,4990.25
Online Shopper,Supermarkets ,Sales Associate,Countdown to Savings,599288.12,217,2761.70,518.11,4958.65
Online Shopper,Supermarkets ,Sales Associate,Customer Appreciation Week,476090.73,172,2767.97,521.08,4987.89
Online Shopper,Supermarkets ,Sales Associate,Cyber Monday Mania,590918.74,214,2761.30,556.32,4989.43
Online Shopper,Supermarkets ,Sales Associate,Deal of the Month,430110.29,159,2705.10,520.18,4985.95
Online Shopper,Supermarkets ,Sales Associate,Double Points Bonanza,515808.62,182,2834.11,556.56,4999.14
Online Shopper,Supermarkets ,Sales Associate,Early Bird Specials,510781.05,197,2592.80,501.24,4988.51
Online Shopper,Supermarkets ,Sales Associate,End of Season Sale,465887.55,178,2617.35,527.68,4996.71
Online Shopper,Supermarkets ,Sales Associate,Exclusive Insider Offers,437094.03,158,2766.42,550.37,4983.53
Online Shopper,Supermarkets ,Sales Associate,Festive Fever Promo,481280.05,173,2781.97,530.60,4991.31
Online Shopper,Supermarkets ,Sales Associate,Final Call Frenzy,454666.35,163,2789.36,503.34,4932.08
Online Shopper,Supermarkets ,Sales Associate,Flash Frenzy Friday,509536.23,180,2830.76,510.30,4961.15
Online Shopper,Supermarkets ,Sales Associate,"Gift More, Spend Less",533527.66,205,2602.57,507.96,4984.47
Online Shopper,Supermarkets ,Sales Associate,Golden Hour Bargains,438455.12,160,2740.34,517.29,4950.08
Online Shopper,Supermarkets ,Sales Associate,Green Weekend Deals,449737.47,166,2709.26,500.74,4991.70
Online Shopper,Supermarkets ,Sales Associate,Happy Hour Discounts,535828.17,190,2820.15,503.61,4846.39
Online Shopper,Supermarkets ,Sales Associate,Holiday Shopping Rush,485028.48,180,2694.60,503.97,4971.34
Online Shopper,Supermarkets ,Sales Associate,Hot Picks Promo,508424.82,186,2733.47,500.12,4995.24
Online Shopper,Supermarkets ,Sales Associate,Instant Gratification Sale,549239.98,196,2802.24,513.67,4996.98
Online Shopper,Supermarkets ,Sales Associate,Limited Time Treasures,532591.62,198,2689.86,525.80,4964.27
Online Shopper,Supermarkets ,Sales Associate,Loyalty Rewards Blast,533413.72,198,2694.01,533.70,4969.97
Online Shopper,Supermarkets ,Sales Associate,Mega Weekend Bonanza,521466.54,196,2660.54,514.88,4977.25
Online Shopper,Supermarkets ,Sales Associate,Mid-Year Madness,479753.72,179,2680.19,541.79,4967.52
Online Shopper,Supermarkets ,Sales Associate,Midnight Madness,485295.80,177,2741.78,515.89,4978.39
Online Shopper,Supermarkets ,Sales Associate,Mystery Discount Days,472050.05,172,2744.48,526.64,4961.54
Online Shopper,Supermarkets ,Sales Associate,New Arrival Showcase,539072.66,195,2764.48,504.11,4997.59
Online Shopper,Supermarkets ,Sales Associate,New Product Launch Promo,424142.92,160,2650.89,501.50,4995.68
Online Shopper,Supermarkets ,Sales Associate,New Year Kickoff,461573.22,170,2715.14,503.50,4970.01
Online Shopper,Supermarkets ,Sales Associate,Price Drop Parade,457198.63,164,2787.80,538.12,4940.53
Online Shopper,Supermarkets ,Sales Associate,Red Tag Clearance,459025.87,175,2623.00,504.13,4990.99
Online Shopper,Supermarkets ,Sales Associate,Seasonal Surprise Box,574059.44,201,2856.02,500.70,4975.98
Online Shopper,Supermarkets ,Sales Associate,Shop & Save Spectacular,567674.41,191,2972.12,500.33,4997.78
Online Shopper,Supermarkets ,Sales Associate,Smart Shopper Week,533640.42,190,2808.63,502.89,4983.19
Online Shopper,Supermarkets ,Sales Associate,Spring Refresh Event,500326.13,181,2764.23,530.62,4962.63
Online Shopper,Supermarkets ,Sales Associate,Spring Splash Discounts,557717.54,202,2760.98,565.28,4991.03
Online Shopper,Supermarkets ,Sales Associate,Summer Sizzle Promo,518129.25,190,2727.00,505.27,4986.22
Online Shopper,Supermarkets ,Sales Associate,Super Savings Week,534332.32,179,2985.10,500.36,4960.86
Online Shopper,Supermarkets ,Sales Associate,Ultimate Value Event,503508.85,188,2678.24,535.77,4985.99
Online Shopper,Supermarkets ,Sales Associate,VIP Access Sale,537412.13,201,2673.69,503.46,4956.38
Online Shopper,Supermarkets ,Sales Associate,Weekend Warrior Specials,481530.66,183,2631.32,510.23,4994.27
Online Shopper,Supermarkets ,Sales Associate,Winter Clearance Carnival,496802.63,172,2888.39,535.82,4997.93
Online Shopper,Supermarkets ,Sales Associate,Winter Wonders Sale,539200.19,187,2883.42,518.73,4993.77
Online Shopper,Supermarkets ,Salesperson,12 Days of Deals,539192.13,191,2823.00,565.96,4887.91
Online Shopper,Supermarkets ,Salesperson,Autumn Deals Drive,500980.87,182,2752.64,549.97,4955.46
Online Shopper,Supermarkets ,Salesperson,BOGO Blitz,569534.99,207,2751.38,527.12,4944.58
Online Shopper,Supermarkets ,Salesperson,Back to School Boost,520157.37,199,2613.86,522.52,4992.25
Online Shopper,Supermarkets ,Salesperson,Birthday Bash Sale,500784.13,176,2845.36,512.93,4994.05
Online Shopper,Supermarkets ,Salesperson,Black Friday Blowout,496664.20,175,2838.08,514.53,4997.53
Online Shopper,Supermarkets ,Salesperson,Cart Crasher Campaign,482586.00,175,2757.63,509.43,4998.84
Online Shopper,Supermarkets ,Salesperson,Cashback Carnival,482731.42,173,2790.36,656.15,4995.11
Online Shopper,Supermarkets ,Salesperson,Clearance Countdown,515274.89,183,2815.71,510.87,4988.20
Online Shopper,Supermarkets ,Salesperson,Countdown to Savings,500414.57,192,2606.33,532.67,4993.28
Online Shopper,Supermarkets ,Salesperson,Customer Appreciation Week,545100.89,192,2839.07,551.87,4970.33
Online Shopper,Supermarkets ,Salesperson,Cyber Monday Mania,486624.11,177,2749.29,504.92,4992.50
Online Shopper,Supermarkets ,Salesperson,Deal of the Month,440198.53,172,2559.29,505.18,4994.87
Online Shopper,Supermarkets ,Salesperson,Double Points Bonanza,471939.73,176,2681.48,517.96,4974.96
Online Shopper,Supermarkets ,Salesperson,Early Bird Specials,508753.64,178,2858.17,534.87,4989.29
Online Shopper,Supermarkets ,Salesperson,End of Season Sale,486915.14,170,2864.21,557.56,4998.80
Online Shopper,Supermarkets ,Salesperson,Exclusive Insider Offers,456102.59,168,2714.90,501.83,4995.54
Online Shopper,Supermarkets ,Salesperson,Festive Fever Promo,465410.00,177,2629.44,501.00,4984.89
Online Shopper,Supermarkets ,Salesperson,Final Call Frenzy,497262.12,178,2793.61,511.22,4980.26
Online Shopper,Supermarkets ,Salesperson,Flash Frenzy Friday,538315.65,196,2746.51,592.89,4929.56
Online Shopper,Supermarkets ,Salesperson,"Gift More, Spend Less",576761.98,208,2772.89,534.94,4959.16
Online Shopper,Supermarkets ,Salesperson,Golden Hour Bargains,532865.57,194,2746.73,527.68,4968.40
Online Shopper,Supermarkets ,Salesperson,Green Weekend Deals,529418.19,186,2846.33,555.21,4985.83
Online Shopper,Supermarkets ,Salesperson,Happy Hour Discounts,469084.42,169,2775.65,521.58,4980.24
Online Shopper,Supermarkets ,Salesperson,Holiday Shopping Rush,454073.83,172,2639.96,505.64,4995.74
Online Shopper,Supermarkets ,Salesperson,Hot Picks Promo,541672.82,190,2850.91,530.57,4994.34
Online Shopper,Supermarkets ,Salesperson,Instant Gratification Sale,489622.50,174,2813.92,500.89,4969.46
Online Shopper,Supermarkets ,Salesperson,Limited Time Treasures,449300.78,169,2658.58,507.04,4984.06
Online Shopper,Supermarkets ,Salesperson,Loyalty Rewards Blast,443129.17,159,2786.98,622.24,4912.73
Online Shopper,Supermarkets ,Salesperson,Mega Weekend Bonanza,381210.10,157,2428.09,501.48,4944.33
Online Shopper,Supermarkets ,Salesperson,Mid-Year Madness,439831.05,172,2557.16,515.95,4904.54
Online Shopper,Supermarkets ,Salesperson,Midnight Madness,444813.90,167,2663.56,500.93,4984.00
Online Shopper,Supermarkets ,Salesperson,Mystery Discount Days,487126.89,166,2934.50,519.59,4998.62
Online Shopper,Supermarkets ,Salesperson,New Arrival Showcase,487444.13,174,2801.40,555.69,4994.65
Online Shopper,Supermarkets ,Salesperson,New Product Launch Promo,493709.81,171,2887.19,565.24,4968.14
Online Shopper,Supermarkets ,Salesperson,New Year Kickoff,514489.52,190,2707.84,579.16,4993.25
Online Shopper,Supermarkets ,Salesperson,Price Drop Parade,494996.65,168,2946.41,507.80,4937.39
Online Shopper,Supermarkets ,Salesperson,Red Tag Clearance,454586.00,170,2674.04,518.85,4955.73
Online Shopper,Supermarkets ,Salesperson,Seasonal Surprise Box,561777.73,219,2565.20,535.78,4948.15
Online Shopper,Supermarkets ,Salesperson,Shop & Save Spectacular,467279.90,179,2610.50,500.09,4951.29
Online Shopper,Supermarkets ,Salesperson,Smart Shopper Week,537615.52,205,2622.51,568.27,4995.81
Online Shopper,Supermarkets ,Salesperson,Spring Refresh Event,523721.85,171,3062.70,500.43,4973.11
Online Shopper,Supermarkets ,Salesperson,Spring Splash Discounts,519314.20,196,2649.56,502.65,4968.42
Online Shopper,Supermarkets ,Salesperson,Summer Sizzle Promo,480340.39,181,2653.81,512.78,4964.58
Online Shopper,Supermarkets ,Salesperson,Super Savings Week,455991.48,162,2814.76,533.06,4987.38
Online Shopper,Supermarkets ,Salesperson,Ultimate Value Event,448637.59,167,2686.45,534.15,4991.47
Online Shopper,Supermarkets ,Salesperson,VIP Access Sale,487660.73,179,2724.36,510.75,4966.73
Online Shopper,Supermarkets ,Salesperson,Weekend Warrior Specials,507786.83,181,2805.45,537.70,4960.74
Online Shopper,Supermarkets ,Salesperson,Winter Clearance Carnival,571922.80,205,2789.87,531.94,4995.16
Online Shopper,Supermarkets ,Salesperson,Winter Wonders Sale,535801.65,191,2805.24,517.98,4989.27
Online Shopper,Supermarkets ,Senior Salesperson,12 Days of Deals,414450.79,151,2744.71,539.82,4943.61
Online Shopper,Supermarkets ,Senior Salesperson,Autumn Deals Drive,430406.38,158,2724.09,547.15,4975.49
Online Shopper,Supermarkets ,Senior Salesperson,BOGO Blitz,450781.76,175,2575.90,509.59,4962.79
Online Shopper,Supermarkets ,Senior Salesperson,Back to School Boost,456242.31,168,2715.73,510.27,4987.19
Online Shopper,Supermarkets ,Senior Salesperson,Birthday Bash Sale,461169.34,167,2761.49,582.28,4969.68
Online Shopper,Supermarkets ,Senior Salesperson,Black Friday Blowout,478974.23,164,2920.57,551.12,4998.72
Online Shopper,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,498151.64,182,2737.10,502.78,4999.82
Online Shopper,Supermarkets ,Senior Salesperson,Cashback Carnival,467489.13,165,2833.27,538.49,4973.33
Online Shopper,Supermarkets ,Senior Salesperson,Clearance Countdown,402134.48,154,2611.26,555.63,4992.50
Online Shopper,Supermarkets ,Senior Salesperson,Countdown to Savings,476817.17,174,2740.33,519.55,4984.69
Online Shopper,Supermarkets ,Senior Salesperson,Customer Appreciation Week,433554.66,159,2726.76,502.24,4967.44
Online Shopper,Supermarkets ,Senior Salesperson,Cyber Monday Mania,386584.88,139,2781.19,530.81,4978.36
Online Shopper,Supermarkets ,Senior Salesperson,Deal of the Month,438209.96,158,2773.48,650.22,4986.94
Online Shopper,Supermarkets ,Senior Salesperson,Double Points Bonanza,452437.94,162,2792.83,506.58,4975.59
Online Shopper,Supermarkets ,Senior Salesperson,Early Bird Specials,447453.55,162,2762.06,543.61,4985.95
Online Shopper,Supermarkets ,Senior Salesperson,End of Season Sale,497155.26,177,2808.79,512.22,4990.21
Online Shopper,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,361262.25,139,2599.01,527.67,4992.73
Online Shopper,Supermarkets ,Senior Salesperson,Festive Fever Promo,439392.74,160,2746.20,522.18,4963.04
Online Shopper,Supermarkets ,Senior Salesperson,Final Call Frenzy,425715.57,156,2728.95,536.40,4930.83
Online Shopper,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,422597.17,152,2780.24,513.94,4997.21
Online Shopper,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",451517.43,162,2787.14,525.22,4986.38
Online Shopper,Supermarkets ,Senior Salesperson,Golden Hour Bargains,465178.81,170,2736.35,520.68,4960.01
Online Shopper,Supermarkets ,Senior Salesperson,Green Weekend Deals,469445.36,166,2827.98,516.99,4960.82
Online Shopper,Supermarkets ,Senior Salesperson,Happy Hour Discounts,424491.51,154,2756.44,513.67,4985.65
Online Shopper,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,390105.19,143,2728.01,503.23,4992.47
Online Shopper,Supermarkets ,Senior Salesperson,Hot Picks Promo,404141.46,142,2846.07,611.72,4986.12
Online Shopper,Supermarkets ,Senior Salesperson,Instant Gratification Sale,408134.49,153,2667.55,524.42,4934.16
Online Shopper,Supermarkets ,Senior Salesperson,Limited Time Treasures,426323.61,162,2631.63,502.15,4998.98
Online Shopper,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,473291.83,171,2767.79,502.59,4977.09
Online Shopper,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,472806.96,163,2900.66,515.94,4970.99
Online Shopper,Supermarkets ,Senior Salesperson,Mid-Year Madness,444910.75,166,2680.19,503.75,4904.48
Online Shopper,Supermarkets ,Senior Salesperson,Midnight Madness,409695.70,154,2660.36,619.39,4953.20
Online Shopper,Supermarkets ,Senior Salesperson,Mystery Discount Days,476113.32,170,2800.67,511.46,4938.55
Online Shopper,Supermarkets ,Senior Salesperson,New Arrival Showcase,486586.78,175,2780.50,534.44,4941.32
Online Shopper,Supermarkets ,Senior Salesperson,New Product Launch Promo,457286.84,178,2569.03,507.14,4996.38
Online Shopper,Supermarkets ,Senior Salesperson,New Year Kickoff,406569.95,148,2747.09,514.40,4972.26
Online Shopper,Supermarkets ,Senior Salesperson,Price Drop Parade,458550.72,161,2848.14,559.26,4997.91
Online Shopper,Supermarkets ,Senior Salesperson,Red Tag Clearance,399404.79,148,2698.68,554.91,4963.71
Online Shopper,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,400851.52,144,2783.69,523.89,4991.25
Online Shopper,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,335940.97,129,2604.19,520.00,4990.08
Online Shopper,Supermarkets ,Senior Salesperson,Smart Shopper Week,389134.69,145,2683.69,511.12,4988.34
Online Shopper,Supermarkets ,Senior Salesperson,Spring Refresh Event,517456.21,186,2782.02,517.46,4997.20
Online Shopper,Supermarkets ,Senior Salesperson,Spring Splash Discounts,433248.53,153,2831.69,586.65,4990.37
Online Shopper,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,503991.00,178,2831.41,567.66,4995.91
Online Shopper,Supermarkets ,Senior Salesperson,Super Savings Week,493397.40,176,2803.39,518.20,4990.19
Online Shopper,Supermarkets ,Senior Salesperson,Ultimate Value Event,405521.80,151,2685.57,518.12,4975.68
Online Shopper,Supermarkets ,Senior Salesperson,VIP Access Sale,434144.42,149,2913.72,512.39,4967.20
Online Shopper,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,414716.81,146,2840.53,540.60,4998.52
Online Shopper,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,418158.98,152,2751.05,503.08,4954.66
Online Shopper,Supermarkets ,Senior Salesperson,Winter Wonders Sale,400832.11,153,2619.82,529.75,4975.47
Premium Shopper,Large Malls / Complexes,Manager,12 Days of Deals,402704.61,140,2876.46,542.30,4974.13
Premium Shopper,Large Malls / Complexes,Manager,Autumn Deals Drive,424038.40,164,2585.60,518.61,4996.51
Premium Shopper,Large Malls / Complexes,Manager,BOGO Blitz,482769.92,161,2998.57,518.35,4979.64
Premium Shopper,Large Malls / Complexes,Manager,Back to School Boost,447503.79,159,2814.49,501.66,4992.15
Premium Shopper,Large Malls / Complexes,Manager,Birthday Bash Sale,451556.28,159,2839.98,531.52,4992.41
Premium Shopper,Large Malls / Complexes,Manager,Black Friday Blowout,422085.40,155,2723.13,505.64,4952.35
