category,brand,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Adidas,In-Store Regular,Large Malls / Complexes,Salesperson,793479.88,284,2793.94,521.88,4987.83
Sports & Outdoors,Adidas,In-Store Regular,Large Malls / Complexes,Senior Salesperson,642008.64,235,2731.95,507.77,4998.24
Sports & Outdoors,Adidas,In-Store Regular,Small Stores / Shops,Manager,769776.30,276,2789.04,520.18,4965.49
Sports & Outdoors,Adidas,In-Store Regular,Small Stores / Shops,Sales Associate,734914.84,264,2783.77,516.02,4969.93
Sports & Outdoors,Adidas,In-Store Regular,Small Stores / Shops,Salesperson,749718.71,274,2736.20,506.04,4992.09
Sports & Outdoors,Adidas,In-Store Regular,Small Stores / Shops,Senior Salesperson,708569.24,252,2811.78,532.08,4984.56
Sports & Outdoors,Adidas,In-Store Regular,Supermarkets ,Manager,792889.14,280,2831.75,500.45,4989.45
Sports & Outdoors,Adidas,In-Store Regular,Supermarkets ,Sales Associate,786331.70,285,2759.06,503.76,4999.33
Sports & Outdoors,Adidas,In-Store Regular,Supermarkets ,Salesperson,709862.36,245,2897.40,503.94,4990.23
Sports & Outdoors,Adidas,In-Store Regular,Supermarkets ,Senior Salesperson,787094.82,288,2732.97,501.44,4990.51
Sports & Outdoors,Adidas,Loyal Customer,Large Malls / Complexes,Manager,701461.84,257,2729.42,504.41,4996.96
Sports & Outdoors,Adidas,Loyal Customer,Large Malls / Complexes,Sales Associate,836360.46,302,2769.41,503.34,4991.54
Sports & Outdoors,Adidas,Loyal Customer,Large Malls / Complexes,Salesperson,730612.08,267,2736.37,514.99,4957.13
Sports & Outdoors,Adidas,Loyal Customer,Large Malls / Complexes,Senior Salesperson,774179.63,276,2805.00,568.76,4995.53
Sports & Outdoors,Adidas,Loyal Customer,Small Stores / Shops,Manager,812075.30,284,2859.42,514.83,4966.51
Sports & Outdoors,Adidas,Loyal Customer,Small Stores / Shops,Sales Associate,781056.84,282,2769.71,538.03,4998.00
Sports & Outdoors,Adidas,Loyal Customer,Small Stores / Shops,Salesperson,881306.52,307,2870.71,504.12,4991.84
Sports & Outdoors,Adidas,Loyal Customer,Small Stores / Shops,Senior Salesperson,814369.92,289,2817.89,501.65,4987.94
Sports & Outdoors,Adidas,Loyal Customer,Supermarkets ,Manager,796395.95,278,2864.73,501.61,4998.83
Sports & Outdoors,Adidas,Loyal Customer,Supermarkets ,Sales Associate,816289.69,292,2795.51,531.33,4987.32
Sports & Outdoors,Adidas,Loyal Customer,Supermarkets ,Salesperson,852504.35,318,2680.83,512.50,4966.28
Sports & Outdoors,Adidas,Loyal Customer,Supermarkets ,Senior Salesperson,724552.11,275,2634.73,510.44,4987.45
Sports & Outdoors,Adidas,Occasional Shopper,Large Malls / Complexes,Manager,812466.60,280,2901.67,545.27,4969.52
Sports & Outdoors,Adidas,Occasional Shopper,Large Malls / Complexes,Sales Associate,772420.97,275,2808.80,507.72,4944.81
Sports & Outdoors,Adidas,Occasional Shopper,Large Malls / Complexes,Salesperson,768505.71,280,2744.66,501.08,4994.22
Sports & Outdoors,Adidas,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,771279.01,272,2835.58,522.93,4971.14
Sports & Outdoors,Adidas,Occasional Shopper,Small Stores / Shops,Manager,836030.15,293,2853.35,531.87,4999.05
Sports & Outdoors,Adidas,Occasional Shopper,Small Stores / Shops,Sales Associate,859987.18,302,2847.64,502.59,4996.09
Sports & Outdoors,Adidas,Occasional Shopper,Small Stores / Shops,Salesperson,782859.05,282,2776.10,505.00,4989.94
Sports & Outdoors,Adidas,Occasional Shopper,Small Stores / Shops,Senior Salesperson,746701.97,260,2871.93,506.81,4993.38
Sports & Outdoors,Adidas,Occasional Shopper,Supermarkets ,Manager,801255.97,299,2679.79,500.33,4988.66
Sports & Outdoors,Adidas,Occasional Shopper,Supermarkets ,Sales Associate,752947.74,277,2718.22,524.61,4991.94
Sports & Outdoors,Adidas,Occasional Shopper,Supermarkets ,Salesperson,839170.27,308,2724.58,519.11,4995.70
Sports & Outdoors,Adidas,Occasional Shopper,Supermarkets ,Senior Salesperson,864754.87,298,2901.86,502.86,4981.52
Sports & Outdoors,Adidas,Online Shopper,Large Malls / Complexes,Manager,803472.40,284,2829.13,552.68,4983.39
Sports & Outdoors,Adidas,Online Shopper,Large Malls / Complexes,Sales Associate,768216.49,292,2630.88,531.11,4985.37
Sports & Outdoors,Adidas,Online Shopper,Large Malls / Complexes,Salesperson,725085.95,271,2675.59,524.61,4993.50
Sports & Outdoors,Adidas,Online Shopper,Large Malls / Complexes,Senior Salesperson,649602.99,231,2812.13,500.23,4987.87
Sports & Outdoors,Adidas,Online Shopper,Small Stores / Shops,Manager,775457.76,273,2840.50,528.38,4984.10
Sports & Outdoors,Adidas,Online Shopper,Small Stores / Shops,Sales Associate,757115.40,285,2656.55,509.05,4970.71
Sports & Outdoors,Adidas,Online Shopper,Small Stores / Shops,Salesperson,790876.58,281,2814.51,516.00,4970.45
Sports & Outdoors,Adidas,Online Shopper,Small Stores / Shops,Senior Salesperson,640954.40,239,2681.82,534.24,4983.68
Sports & Outdoors,Adidas,Online Shopper,Supermarkets ,Manager,814801.37,292,2790.42,502.62,4990.14
Sports & Outdoors,Adidas,Online Shopper,Supermarkets ,Sales Associate,834508.80,314,2657.67,504.13,4997.59
Sports & Outdoors,Adidas,Online Shopper,Supermarkets ,Salesperson,712374.67,269,2648.23,500.89,4991.47
Sports & Outdoors,Adidas,Online Shopper,Supermarkets ,Senior Salesperson,761879.89,284,2682.68,509.59,4990.37
Sports & Outdoors,Adidas,Premium Shopper,Large Malls / Complexes,Manager,699814.19,254,2755.17,526.99,4987.84
Sports & Outdoors,Adidas,Premium Shopper,Large Malls / Complexes,Sales Associate,719189.87,270,2663.67,521.17,4960.33
Sports & Outdoors,Adidas,Premium Shopper,Large Malls / Complexes,Salesperson,777161.34,279,2785.52,509.31,4939.82
Sports & Outdoors,Adidas,Premium Shopper,Large Malls / Complexes,Senior Salesperson,677393.35,244,2776.20,548.41,4995.60
Sports & Outdoors,Adidas,Premium Shopper,Small Stores / Shops,Manager,704433.30,265,2658.24,531.91,4993.50
Sports & Outdoors,Adidas,Premium Shopper,Small Stores / Shops,Sales Associate,757016.43,290,2610.40,513.20,4980.91
Sports & Outdoors,Adidas,Premium Shopper,Small Stores / Shops,Salesperson,783238.09,274,2858.53,507.17,4911.87
Sports & Outdoors,Adidas,Premium Shopper,Small Stores / Shops,Senior Salesperson,766964.19,280,2739.16,516.35,4962.98
Sports & Outdoors,Adidas,Premium Shopper,Supermarkets ,Manager,729563.62,264,2763.50,502.53,4998.07
Sports & Outdoors,Adidas,Premium Shopper,Supermarkets ,Sales Associate,858984.47,308,2788.91,530.77,4970.33
Sports & Outdoors,Adidas,Premium Shopper,Supermarkets ,Salesperson,803640.96,292,2752.20,502.87,4993.87
Sports & Outdoors,Adidas,Premium Shopper,Supermarkets ,Senior Salesperson,706417.04,271,2606.70,505.42,4973.62
Sports & Outdoors,Decathlon,Budget Shopper,Large Malls / Complexes,Manager,737484.55,252,2926.53,506.66,4995.72
Sports & Outdoors,Decathlon,Budget Shopper,Large Malls / Complexes,Sales Associate,757879.01,275,2755.92,500.42,4957.95
Sports & Outdoors,Decathlon,Budget Shopper,Large Malls / Complexes,Salesperson,783987.94,289,2712.76,508.66,4969.94
Sports & Outdoors,Decathlon,Budget Shopper,Large Malls / Complexes,Senior Salesperson,626131.39,241,2598.06,505.64,4984.03
Sports & Outdoors,Decathlon,Budget Shopper,Small Stores / Shops,Manager,701707.76,274,2560.98,524.69,4990.77
Sports & Outdoors,Decathlon,Budget Shopper,Small Stores / Shops,Sales Associate,854713.05,313,2730.71,508.67,4972.15
Sports & Outdoors,Decathlon,Budget Shopper,Small Stores / Shops,Salesperson,773058.40,285,2712.49,500.51,4989.89
Sports & Outdoors,Decathlon,Budget Shopper,Small Stores / Shops,Senior Salesperson,653016.58,241,2709.61,507.15,4983.97
Sports & Outdoors,Decathlon,Budget Shopper,Supermarkets ,Manager,859719.84,316,2720.63,532.14,4992.08
Sports & Outdoors,Decathlon,Budget Shopper,Supermarkets ,Sales Associate,820019.82,293,2798.70,500.42,4995.42
Sports & Outdoors,Decathlon,Budget Shopper,Supermarkets ,Salesperson,849120.81,311,2730.29,550.12,4995.51
Sports & Outdoors,Decathlon,Budget Shopper,Supermarkets ,Senior Salesperson,682610.04,256,2666.45,513.60,4991.41
Sports & Outdoors,Decathlon,Churn Risk,Large Malls / Complexes,Manager,724307.91,252,2874.24,524.53,4958.19
Sports & Outdoors,Decathlon,Churn Risk,Large Malls / Complexes,Sales Associate,789057.43,283,2788.19,500.56,4967.33
Sports & Outdoors,Decathlon,Churn Risk,Large Malls / Complexes,Salesperson,734462.13,260,2824.85,528.40,4974.64
Sports & Outdoors,Decathlon,Churn Risk,Large Malls / Complexes,Senior Salesperson,641669.57,232,2765.82,544.67,4995.47
Sports & Outdoors,Decathlon,Churn Risk,Small Stores / Shops,Manager,851607.26,303,2810.59,534.98,4950.73
Sports & Outdoors,Decathlon,Churn Risk,Small Stores / Shops,Sales Associate,813057.83,293,2774.94,509.96,4984.46
Sports & Outdoors,Decathlon,Churn Risk,Small Stores / Shops,Salesperson,799541.05,299,2674.05,505.17,4997.07
Sports & Outdoors,Decathlon,Churn Risk,Small Stores / Shops,Senior Salesperson,674397.09,238,2833.60,503.63,4944.64
Sports & Outdoors,Decathlon,Churn Risk,Supermarkets ,Manager,761654.17,277,2749.65,517.78,4974.34
Sports & Outdoors,Decathlon,Churn Risk,Supermarkets ,Sales Associate,905103.50,327,2767.90,509.28,4980.69
Sports & Outdoors,Decathlon,Churn Risk,Supermarkets ,Salesperson,806129.91,293,2751.30,504.21,4992.77
Sports & Outdoors,Decathlon,Churn Risk,Supermarkets ,Senior Salesperson,727303.69,269,2703.73,505.32,4950.43
Sports & Outdoors,Decathlon,Deal Seeker,Large Malls / Complexes,Manager,747164.91,264,2830.17,501.01,4995.74
Sports & Outdoors,Decathlon,Deal Seeker,Large Malls / Complexes,Sales Associate,684160.68,248,2758.71,506.02,4972.98
Sports & Outdoors,Decathlon,Deal Seeker,Large Malls / Complexes,Salesperson,821367.27,306,2684.21,514.26,4977.46
Sports & Outdoors,Decathlon,Deal Seeker,Large Malls / Complexes,Senior Salesperson,562050.72,222,2531.76,517.64,4954.41
Sports & Outdoors,Decathlon,Deal Seeker,Small Stores / Shops,Manager,736650.35,275,2678.73,505.31,4991.22
Sports & Outdoors,Decathlon,Deal Seeker,Small Stores / Shops,Sales Associate,875860.84,311,2816.27,540.70,4981.58
Sports & Outdoors,Decathlon,Deal Seeker,Small Stores / Shops,Salesperson,784614.10,282,2782.32,502.58,4990.60
Sports & Outdoors,Decathlon,Deal Seeker,Small Stores / Shops,Senior Salesperson,684483.53,258,2653.04,506.71,4977.47
Sports & Outdoors,Decathlon,Deal Seeker,Supermarkets ,Manager,706144.16,263,2684.96,517.42,4977.69
Sports & Outdoors,Decathlon,Deal Seeker,Supermarkets ,Sales Associate,790179.88,288,2743.68,500.46,4996.78
Sports & Outdoors,Decathlon,Deal Seeker,Supermarkets ,Salesperson,833311.59,306,2723.24,506.47,4990.46
Sports & Outdoors,Decathlon,Deal Seeker,Supermarkets ,Senior Salesperson,685646.57,247,2775.90,514.31,4999.49
Sports & Outdoors,Decathlon,First-time Buyer,Large Malls / Complexes,Manager,703024.79,255,2756.96,508.99,4971.21
Sports & Outdoors,Decathlon,First-time Buyer,Large Malls / Complexes,Sales Associate,704271.50,259,2719.19,527.31,4986.97
Sports & Outdoors,Decathlon,First-time Buyer,Large Malls / Complexes,Salesperson,739206.32,267,2768.56,502.57,4997.18
Sports & Outdoors,Decathlon,First-time Buyer,Large Malls / Complexes,Senior Salesperson,599583.92,226,2653.03,501.68,4948.55
Sports & Outdoors,Decathlon,First-time Buyer,Small Stores / Shops,Manager,782652.91,271,2888.02,517.33,4996.23
Sports & Outdoors,Decathlon,First-time Buyer,Small Stores / Shops,Sales Associate,785538.96,285,2756.28,508.58,4967.05
Sports & Outdoors,Decathlon,First-time Buyer,Small Stores / Shops,Salesperson,789505.08,296,2667.25,503.51,4999.25
Sports & Outdoors,Decathlon,First-time Buyer,Small Stores / Shops,Senior Salesperson,701721.42,251,2795.70,502.80,4990.97
Sports & Outdoors,Decathlon,First-time Buyer,Supermarkets ,Manager,795285.21,294,2705.05,505.25,4990.55
Sports & Outdoors,Decathlon,First-time Buyer,Supermarkets ,Sales Associate,871155.06,316,2756.82,500.09,4959.07
Sports & Outdoors,Decathlon,First-time Buyer,Supermarkets ,Salesperson,861912.01,314,2744.94,523.64,4963.66
Sports & Outdoors,Decathlon,First-time Buyer,Supermarkets ,Senior Salesperson,722915.44,260,2780.44,502.21,4981.94
Sports & Outdoors,Decathlon,High Value,Large Malls / Complexes,Manager,666986.27,246,2711.33,514.08,4964.65
Sports & Outdoors,Decathlon,High Value,Large Malls / Complexes,Sales Associate,732273.38,270,2712.12,519.40,4965.80
Sports & Outdoors,Decathlon,High Value,Large Malls / Complexes,Salesperson,835406.47,290,2880.71,535.89,4985.56
Sports & Outdoors,Decathlon,High Value,Large Malls / Complexes,Senior Salesperson,614126.29,226,2717.37,516.27,4985.05
Sports & Outdoors,Decathlon,High Value,Small Stores / Shops,Manager,769070.50,274,2806.83,500.22,4968.78
Sports & Outdoors,Decathlon,High Value,Small Stores / Shops,Sales Associate,912057.76,329,2772.21,534.19,4998.94
Sports & Outdoors,Decathlon,High Value,Small Stores / Shops,Salesperson,854269.22,309,2764.63,519.56,4990.32
Sports & Outdoors,Decathlon,High Value,Small Stores / Shops,Senior Salesperson,685456.22,242,2832.46,546.77,4994.72
Sports & Outdoors,Decathlon,High Value,Supermarkets ,Manager,804319.56,295,2726.51,524.71,4980.83
Sports & Outdoors,Decathlon,High Value,Supermarkets ,Sales Associate,968256.83,347,2790.37,500.15,4998.08
Sports & Outdoors,Decathlon,High Value,Supermarkets ,Salesperson,872595.01,320,2726.86,501.31,4999.05
Sports & Outdoors,Decathlon,High Value,Supermarkets ,Senior Salesperson,764799.74,278,2751.08,524.07,4987.53
Sports & Outdoors,Decathlon,In-Store Regular,Large Malls / Complexes,Manager,737775.40,268,2752.89,508.18,4992.34
Sports & Outdoors,Decathlon,In-Store Regular,Large Malls / Complexes,Sales Associate,753895.32,269,2802.58,526.70,4992.97
Sports & Outdoors,Decathlon,In-Store Regular,Large Malls / Complexes,Salesperson,707924.30,257,2754.57,501.50,4989.80
Sports & Outdoors,Decathlon,In-Store Regular,Large Malls / Complexes,Senior Salesperson,659598.40,232,2843.10,527.14,4997.59
Sports & Outdoors,Decathlon,In-Store Regular,Small Stores / Shops,Manager,825462.29,293,2817.28,529.79,4978.05
Sports & Outdoors,Decathlon,In-Store Regular,Small Stores / Shops,Sales Associate,798338.57,282,2830.99,551.46,4985.23
Sports & Outdoors,Decathlon,In-Store Regular,Small Stores / Shops,Salesperson,862934.82,302,2857.40,504.84,4997.58
Sports & Outdoors,Decathlon,In-Store Regular,Small Stores / Shops,Senior Salesperson,732062.91,256,2859.62,518.96,4959.24
Sports & Outdoors,Decathlon,In-Store Regular,Supermarkets ,Manager,840414.43,304,2764.52,509.28,4979.21
Sports & Outdoors,Decathlon,In-Store Regular,Supermarkets ,Sales Associate,739728.59,279,2651.36,536.36,4999.17
Sports & Outdoors,Decathlon,In-Store Regular,Supermarkets ,Salesperson,773387.42,284,2723.20,513.24,4999.77
Sports & Outdoors,Decathlon,In-Store Regular,Supermarkets ,Senior Salesperson,721033.91,251,2872.65,509.56,4996.22
Sports & Outdoors,Decathlon,Loyal Customer,Large Malls / Complexes,Manager,729750.10,258,2828.49,508.37,4989.93
Sports & Outdoors,Decathlon,Loyal Customer,Large Malls / Complexes,Sales Associate,801274.03,285,2811.49,504.68,4979.33
Sports & Outdoors,Decathlon,Loyal Customer,Large Malls / Complexes,Salesperson,665046.59,258,2577.70,503.70,4990.35
Sports & Outdoors,Decathlon,Loyal Customer,Large Malls / Complexes,Senior Salesperson,673813.42,250,2695.25,501.43,4996.95
Sports & Outdoors,Decathlon,Loyal Customer,Small Stores / Shops,Manager,779599.24,288,2706.94,507.87,4969.81
Sports & Outdoors,Decathlon,Loyal Customer,Small Stores / Shops,Sales Associate,855486.66,311,2750.76,515.62,4957.51
Sports & Outdoors,Decathlon,Loyal Customer,Small Stores / Shops,Salesperson,893538.55,309,2891.71,508.25,4993.65
Sports & Outdoors,Decathlon,Loyal Customer,Small Stores / Shops,Senior Salesperson,657739.07,235,2798.89,530.60,4912.76
Sports & Outdoors,Decathlon,Loyal Customer,Supermarkets ,Manager,691929.82,255,2713.45,523.66,4946.16
Sports & Outdoors,Decathlon,Loyal Customer,Supermarkets ,Sales Associate,863809.29,320,2699.40,516.00,4938.53
Sports & Outdoors,Decathlon,Loyal Customer,Supermarkets ,Salesperson,834940.40,302,2764.70,506.01,4980.79
Sports & Outdoors,Decathlon,Loyal Customer,Supermarkets ,Senior Salesperson,704236.77,250,2816.95,535.21,4988.23
Sports & Outdoors,Decathlon,Occasional Shopper,Large Malls / Complexes,Manager,668840.71,248,2696.94,500.07,4962.79
Sports & Outdoors,Decathlon,Occasional Shopper,Large Malls / Complexes,Sales Associate,773549.91,276,2802.72,511.83,4986.55
Sports & Outdoors,Decathlon,Occasional Shopper,Large Malls / Complexes,Salesperson,762590.85,284,2685.18,523.68,4931.12
Sports & Outdoors,Decathlon,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,642468.24,238,2699.45,515.06,4982.65
Sports & Outdoors,Decathlon,Occasional Shopper,Small Stores / Shops,Manager,751237.18,284,2645.20,501.38,4986.81
Sports & Outdoors,Decathlon,Occasional Shopper,Small Stores / Shops,Sales Associate,865059.83,309,2799.55,500.39,4989.97
Sports & Outdoors,Decathlon,Occasional Shopper,Small Stores / Shops,Salesperson,752323.15,274,2745.70,548.21,4968.98
Sports & Outdoors,Decathlon,Occasional Shopper,Small Stores / Shops,Senior Salesperson,728628.01,260,2802.42,527.06,4997.17
Sports & Outdoors,Decathlon,Occasional Shopper,Supermarkets ,Manager,842464.30,322,2616.35,512.52,4989.89
Sports & Outdoors,Decathlon,Occasional Shopper,Supermarkets ,Sales Associate,843312.21,300,2811.04,501.49,4986.08
Sports & Outdoors,Decathlon,Occasional Shopper,Supermarkets ,Salesperson,837934.53,306,2738.35,508.28,4987.28
Sports & Outdoors,Decathlon,Occasional Shopper,Supermarkets ,Senior Salesperson,822483.27,295,2788.08,515.62,4996.60
Sports & Outdoors,Decathlon,Online Shopper,Large Malls / Complexes,Manager,761058.05,280,2718.06,517.40,4955.64
Sports & Outdoors,Decathlon,Online Shopper,Large Malls / Complexes,Sales Associate,750965.64,274,2740.75,510.72,4998.97
Sports & Outdoors,Decathlon,Online Shopper,Large Malls / Complexes,Salesperson,847364.58,291,2911.91,502.34,4995.91
Sports & Outdoors,Decathlon,Online Shopper,Large Malls / Complexes,Senior Salesperson,732514.11,267,2743.50,521.23,4994.89
Sports & Outdoors,Decathlon,Online Shopper,Small Stores / Shops,Manager,714159.82,255,2800.63,515.94,4996.10
Sports & Outdoors,Decathlon,Online Shopper,Small Stores / Shops,Sales Associate,789652.71,301,2623.43,542.83,4978.89
Sports & Outdoors,Decathlon,Online Shopper,Small Stores / Shops,Salesperson,787037.28,285,2761.53,500.15,4997.16
Sports & Outdoors,Decathlon,Online Shopper,Small Stores / Shops,Senior Salesperson,767209.99,287,2673.21,509.74,4979.57
Sports & Outdoors,Decathlon,Online Shopper,Supermarkets ,Manager,776723.20,273,2845.14,505.40,4999.97
Sports & Outdoors,Decathlon,Online Shopper,Supermarkets ,Sales Associate,829157.12,310,2674.70,529.61,4993.77
Sports & Outdoors,Decathlon,Online Shopper,Supermarkets ,Salesperson,758907.11,275,2759.66,501.48,4994.34
Sports & Outdoors,Decathlon,Online Shopper,Supermarkets ,Senior Salesperson,763099.47,277,2754.87,511.12,4987.19
Sports & Outdoors,Decathlon,Premium Shopper,Large Malls / Complexes,Manager,691494.34,258,2680.21,517.65,4982.99
Sports & Outdoors,Decathlon,Premium Shopper,Large Malls / Complexes,Sales Associate,694058.23,254,2732.51,520.94,4964.73
Sports & Outdoors,Decathlon,Premium Shopper,Large Malls / Complexes,Salesperson,773303.23,277,2791.71,516.63,4976.77
Sports & Outdoors,Decathlon,Premium Shopper,Large Malls / Complexes,Senior Salesperson,561507.95,215,2611.66,532.84,4994.28
Sports & Outdoors,Decathlon,Premium Shopper,Small Stores / Shops,Manager,790453.84,293,2697.79,508.38,4995.64
Sports & Outdoors,Decathlon,Premium Shopper,Small Stores / Shops,Sales Associate,754060.60,285,2645.83,500.23,4985.18
Sports & Outdoors,Decathlon,Premium Shopper,Small Stores / Shops,Salesperson,896960.88,326,2751.41,507.35,4994.09
Sports & Outdoors,Decathlon,Premium Shopper,Small Stores / Shops,Senior Salesperson,710605.27,243,2924.30,521.60,4990.38
Sports & Outdoors,Decathlon,Premium Shopper,Supermarkets ,Manager,833129.13,308,2704.96,513.29,4997.72
Sports & Outdoors,Decathlon,Premium Shopper,Supermarkets ,Sales Associate,810424.17,303,2674.67,501.16,4979.54
Sports & Outdoors,Decathlon,Premium Shopper,Supermarkets ,Salesperson,754121.51,281,2683.71,500.60,4988.03
Sports & Outdoors,Decathlon,Premium Shopper,Supermarkets ,Senior Salesperson,733073.11,275,2665.72,538.21,4988.20
Sports & Outdoors,Nike,Budget Shopper,Large Malls / Complexes,Manager,735724.06,262,2808.11,509.54,4992.94
Sports & Outdoors,Nike,Budget Shopper,Large Malls / Complexes,Sales Associate,756723.76,282,2683.42,520.83,4992.54
Sports & Outdoors,Nike,Budget Shopper,Large Malls / Complexes,Salesperson,713377.83,261,2733.25,503.37,4989.53
Sports & Outdoors,Nike,Budget Shopper,Large Malls / Complexes,Senior Salesperson,652545.37,234,2788.66,514.21,4986.27
Sports & Outdoors,Nike,Budget Shopper,Small Stores / Shops,Manager,814835.13,285,2859.07,515.64,4979.03
Sports & Outdoors,Nike,Budget Shopper,Small Stores / Shops,Sales Associate,773427.09,288,2685.51,503.94,4965.04
Sports & Outdoors,Nike,Budget Shopper,Small Stores / Shops,Salesperson,759660.56,281,2703.42,506.99,4996.03
Sports & Outdoors,Nike,Budget Shopper,Small Stores / Shops,Senior Salesperson,758187.37,263,2882.84,509.10,4992.44
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Manager,810278.89,294,2756.05,513.58,4975.11
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Sales Associate,810134.35,295,2746.22,509.07,4967.83
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Salesperson,888104.61,317,2801.59,515.94,4987.26
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Senior Salesperson,783402.85,286,2739.17,500.80,4994.02
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Manager,713735.07,254,2809.98,520.19,4987.42
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Sales Associate,746931.74,263,2840.04,535.51,4998.73
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Salesperson,737479.23,271,2721.33,540.61,4901.24
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Senior Salesperson,717916.67,266,2698.93,530.12,4990.73
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Manager,863794.52,311,2777.47,509.96,4996.07
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Sales Associate,899311.33,309,2910.39,512.71,4991.78
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Salesperson,768842.53,282,2726.39,503.06,4928.40
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Senior Salesperson,768566.90,269,2857.13,500.07,4971.14
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Manager,821287.57,302,2719.50,501.18,4996.57
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Sales Associate,927204.04,344,2695.36,502.55,4998.00
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Salesperson,811383.53,291,2788.26,517.75,4987.00
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Senior Salesperson,697757.33,245,2847.99,503.15,4999.05
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Manager,749250.69,275,2724.55,513.61,4982.43
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Sales Associate,752146.06,268,2806.52,515.68,4997.60
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Salesperson,843950.00,287,2940.59,515.16,4999.02
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Senior Salesperson,651050.64,240,2712.71,521.48,4968.73
Sports & Outdoors,Nike,Deal Seeker,Small Stores / Shops,Manager,713574.26,262,2723.57,535.98,4995.72
Sports & Outdoors,Nike,Deal Seeker,Small Stores / Shops,Sales Associate,834633.38,299,2791.42,521.61,4985.25
Sports & Outdoors,Nike,Deal Seeker,Small Stores / Shops,Salesperson,755750.82,271,2788.75,501.05,4990.54
Sports & Outdoors,Nike,Deal Seeker,Small Stores / Shops,Senior Salesperson,712891.68,257,2773.90,515.22,4999.44
Sports & Outdoors,Nike,Deal Seeker,Supermarkets ,Manager,894163.34,328,2726.11,512.09,4993.16
Sports & Outdoors,Nike,Deal Seeker,Supermarkets ,Sales Associate,997813.83,342,2917.58,502.29,4993.27
Sports & Outdoors,Nike,Deal Seeker,Supermarkets ,Salesperson,807219.69,298,2708.79,517.14,4990.87
Sports & Outdoors,Nike,Deal Seeker,Supermarkets ,Senior Salesperson,766168.76,275,2786.07,502.99,4988.95
Sports & Outdoors,Nike,First-time Buyer,Large Malls / Complexes,Manager,757918.61,284,2668.73,504.23,4963.60
Sports & Outdoors,Nike,First-time Buyer,Large Malls / Complexes,Sales Associate,745995.67,276,2702.88,531.06,4995.28
Sports & Outdoors,Nike,First-time Buyer,Large Malls / Complexes,Salesperson,787786.37,280,2813.52,536.67,4997.70
Sports & Outdoors,Nike,First-time Buyer,Large Malls / Complexes,Senior Salesperson,693589.63,245,2830.98,561.15,4971.00
Sports & Outdoors,Nike,First-time Buyer,Small Stores / Shops,Manager,752594.73,277,2716.95,504.53,4987.64
Sports & Outdoors,Nike,First-time Buyer,Small Stores / Shops,Sales Associate,888176.11,313,2837.62,507.57,4996.20
Sports & Outdoors,Nike,First-time Buyer,Small Stores / Shops,Salesperson,810019.32,300,2700.06,500.01,4943.53
Sports & Outdoors,Nike,First-time Buyer,Small Stores / Shops,Senior Salesperson,772436.74,279,2768.59,555.50,4992.33
Sports & Outdoors,Nike,First-time Buyer,Supermarkets ,Manager,812447.68,305,2663.76,511.02,4931.63
Sports & Outdoors,Nike,First-time Buyer,Supermarkets ,Sales Associate,835309.95,310,2694.55,563.36,4999.02
Sports & Outdoors,Nike,First-time Buyer,Supermarkets ,Salesperson,809521.33,300,2698.40,505.40,4998.69
Sports & Outdoors,Nike,First-time Buyer,Supermarkets ,Senior Salesperson,749646.98,266,2818.22,516.57,4992.74
Sports & Outdoors,Nike,High Value,Large Malls / Complexes,Manager,737463.45,273,2701.33,508.78,4995.45
Sports & Outdoors,Nike,High Value,Large Malls / Complexes,Sales Associate,761454.58,275,2768.93,505.34,4979.55
Sports & Outdoors,Nike,High Value,Large Malls / Complexes,Salesperson,809410.34,281,2880.46,509.93,4998.95
Sports & Outdoors,Nike,High Value,Large Malls / Complexes,Senior Salesperson,625648.77,225,2780.66,511.53,4997.66
Sports & Outdoors,Nike,High Value,Small Stores / Shops,Manager,770711.56,293,2630.41,500.14,4950.71
Sports & Outdoors,Nike,High Value,Small Stores / Shops,Sales Associate,811983.44,290,2799.94,510.74,4996.00
