category,brand,customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Cashback Carnival,65859.73,21,3136.18,1156.40,4996.22
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Clearance Countdown,38271.13,13,2943.93,657.27,4417.06
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Countdown to Savings,30921.04,13,2378.54,920.31,4807.12
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Customer Appreciation Week,21598.38,8,2699.80,710.59,4902.51
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Cyber Monday Mania,40629.42,15,2708.63,557.86,4677.50
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Deal of the Month,42490.42,11,3862.77,1397.97,4992.29
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Double Points Bonanza,63130.16,22,2869.55,769.51,4850.43
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Early Bird Specials,57189.33,20,2859.47,527.14,4902.47
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,End of Season Sale,44211.49,13,3400.88,1095.55,4869.44
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Exclusive Insider Offers,38199.24,14,2728.52,549.21,4928.16
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Festive Fever Promo,45260.96,15,3017.40,627.48,4990.56
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Final Call Frenzy,48238.97,13,3710.69,624.42,4906.97
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Flash Frenzy Friday,57282.32,21,2727.73,565.53,4927.99
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,"Gift More, Spend Less",39153.30,16,2447.08,545.08,4647.64
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Golden Hour Bargains,24687.18,12,2057.27,509.56,4862.97
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Green Weekend Deals,32838.21,10,3283.82,2196.54,4542.17
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Happy Hour Discounts,36439.75,13,2803.06,982.44,4696.64
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Holiday Shopping Rush,33781.96,15,2252.13,590.16,4604.46
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Hot Picks Promo,48546.92,16,3034.18,622.68,4903.95
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Instant Gratification Sale,40382.14,14,2884.44,603.05,4886.83
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Limited Time Treasures,45002.95,15,3000.20,934.33,4876.37
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Loyalty Rewards Blast,64704.31,20,3235.22,528.39,4605.49
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Mega Weekend Bonanza,52594.77,20,2629.74,518.96,4959.24
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Mid-Year Madness,53610.73,16,3350.67,1160.87,4997.59
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Midnight Madness,33150.35,10,3315.04,1717.64,4821.77
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Mystery Discount Days,63724.37,20,3186.22,771.60,4948.81
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,New Arrival Showcase,46319.17,16,2894.95,907.84,4353.22
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,New Product Launch Promo,11845.72,7,1692.25,743.32,2667.02
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,New Year Kickoff,32450.95,13,2496.23,636.90,4960.98
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Price Drop Parade,23638.59,10,2363.86,695.99,4398.76
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Red Tag Clearance,31476.62,11,2861.51,684.49,4731.76
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Seasonal Surprise Box,54176.48,19,2851.39,647.58,4964.31
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Shop & Save Spectacular,40183.34,13,3091.03,686.16,4748.45
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Smart Shopper Week,44457.90,15,2963.86,999.60,4844.88
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Spring Refresh Event,63166.93,22,2871.22,521.35,4849.45
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Spring Splash Discounts,48898.27,20,2444.91,537.91,4414.86
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Summer Sizzle Promo,33142.32,13,2549.41,691.44,4400.52
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Super Savings Week,31912.94,12,2659.41,532.17,4344.87
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Ultimate Value Event,48986.01,18,2721.44,974.90,4790.74
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,VIP Access Sale,20051.71,8,2506.46,1703.26,4769.91
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Weekend Warrior Specials,53446.67,18,2969.26,1022.84,4703.95
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Winter Clearance Carnival,36721.29,13,2824.71,1212.84,4704.81
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,Winter Wonders Sale,30212.28,13,2324.02,903.46,3585.52
Sports & Outdoors,Decathlon,Loyal Customer,Manager,12 Days of Deals,40230.49,15,2682.03,508.37,4726.73
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Autumn Deals Drive,48579.06,18,2698.84,681.93,4491.46
Sports & Outdoors,Decathlon,Loyal Customer,Manager,BOGO Blitz,78537.87,28,2804.92,662.49,4936.08
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Back to School Boost,71028.49,28,2536.73,858.16,4736.52
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Birthday Bash Sale,41643.34,15,2776.22,557.93,4986.88
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Black Friday Blowout,33070.26,14,2362.16,525.54,4804.65
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Cart Crasher Campaign,43722.24,16,2732.64,932.43,4917.60
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Cashback Carnival,25428.95,9,2825.44,1127.53,4367.55
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Clearance Countdown,50677.76,23,2203.38,639.29,4989.93
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Countdown to Savings,40928.77,15,2728.58,557.62,4916.41
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Customer Appreciation Week,34738.62,13,2672.20,845.47,4939.54
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Cyber Monday Mania,38203.02,11,3473.00,1214.32,4692.15
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Deal of the Month,55581.91,21,2646.76,547.51,4782.64
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Double Points Bonanza,55053.61,20,2752.68,694.96,4850.16
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Early Bird Specials,53821.09,21,2562.91,906.58,4950.16
Sports & Outdoors,Decathlon,Loyal Customer,Manager,End of Season Sale,42233.13,18,2346.29,928.48,4745.45
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Exclusive Insider Offers,38108.83,15,2540.59,578.64,4843.72
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Festive Fever Promo,33944.98,10,3394.50,1170.54,4697.49
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Final Call Frenzy,52471.85,19,2761.68,541.55,4969.81
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Flash Frenzy Friday,35105.06,15,2340.34,536.60,4250.67
Sports & Outdoors,Decathlon,Loyal Customer,Manager,"Gift More, Spend Less",32766.95,13,2520.53,659.55,4452.65
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Golden Hour Bargains,32442.76,12,2703.56,820.33,4732.23
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Green Weekend Deals,27127.29,11,2466.12,703.52,4709.49
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Happy Hour Discounts,53701.11,17,3158.89,856.78,4826.49
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Holiday Shopping Rush,30389.28,11,2762.66,806.05,4674.30
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Hot Picks Promo,46275.10,16,2892.19,908.17,4948.28
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Instant Gratification Sale,24959.81,11,2269.07,560.96,4533.90
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Limited Time Treasures,55118.66,23,2396.46,732.41,4700.64
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Loyalty Rewards Blast,50440.19,18,2802.23,635.37,4700.64
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Mega Weekend Bonanza,31605.20,10,3160.52,1032.95,4508.84
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Mid-Year Madness,61865.64,18,3436.98,1275.64,4963.29
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Midnight Madness,47860.13,19,2518.95,1050.18,4577.28
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Mystery Discount Days,57702.56,18,3205.70,995.54,4729.80
Sports & Outdoors,Decathlon,Loyal Customer,Manager,New Arrival Showcase,39928.21,13,3071.40,993.87,4590.32
Sports & Outdoors,Decathlon,Loyal Customer,Manager,New Product Launch Promo,37331.92,13,2871.69,989.86,4606.47
Sports & Outdoors,Decathlon,Loyal Customer,Manager,New Year Kickoff,56721.36,16,3545.09,1473.04,4894.47
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Price Drop Parade,32156.25,12,2679.69,729.37,4935.62
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Red Tag Clearance,50523.08,20,2526.15,638.38,4807.38
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Seasonal Surprise Box,56304.20,20,2815.21,625.40,4842.32
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Shop & Save Spectacular,51684.65,18,2871.37,507.87,4865.54
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Smart Shopper Week,36219.01,14,2587.07,621.09,4756.73
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Spring Refresh Event,48060.66,17,2827.10,732.06,4946.16
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Spring Splash Discounts,54215.55,19,2853.45,751.68,4930.59
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Summer Sizzle Promo,37084.09,14,2648.86,688.73,4913.06
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Super Savings Week,43430.35,16,2714.40,633.16,4891.56
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Ultimate Value Event,56961.12,21,2712.43,840.18,4710.56
Sports & Outdoors,Decathlon,Loyal Customer,Manager,VIP Access Sale,27696.37,10,2769.64,1157.87,4648.54
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Weekend Warrior Specials,23006.58,9,2556.29,1102.83,4127.95
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Winter Clearance Carnival,47060.75,14,3361.48,1259.35,4986.85
Sports & Outdoors,Decathlon,Loyal Customer,Manager,Winter Wonders Sale,37531.00,14,2680.79,691.59,4782.37
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,12 Days of Deals,48973.74,21,2332.08,515.62,4841.91
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Autumn Deals Drive,32863.55,12,2738.63,1299.39,4952.53
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,BOGO Blitz,46681.19,19,2456.90,729.24,4856.58
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Back to School Boost,49491.66,20,2474.58,983.74,4354.99
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Birthday Bash Sale,43406.95,16,2712.93,779.83,4965.21
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Black Friday Blowout,37564.31,15,2504.29,990.75,4823.32
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Cart Crasher Campaign,33183.64,12,2765.30,562.12,4830.94
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Cashback Carnival,42736.57,17,2513.92,719.67,4635.70
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Clearance Countdown,59444.96,20,2972.25,1109.72,4929.27
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Countdown to Savings,66333.83,23,2884.08,610.21,4831.09
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Customer Appreciation Week,29348.42,11,2668.04,605.53,4361.73
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Cyber Monday Mania,55449.13,20,2772.46,581.47,4938.53
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Deal of the Month,70188.09,23,3051.66,1142.75,4633.60
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Double Points Bonanza,70293.98,26,2703.61,759.62,4436.24
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Early Bird Specials,45637.45,16,2852.34,727.63,4979.33
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,End of Season Sale,71350.10,26,2744.23,523.49,4943.49
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Exclusive Insider Offers,39327.10,16,2457.94,766.78,4927.94
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Festive Fever Promo,58202.53,21,2771.55,560.68,4679.33
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Final Call Frenzy,48723.52,19,2564.40,516.00,4607.18
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Flash Frenzy Friday,56979.88,22,2589.99,535.90,4791.42
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,"Gift More, Spend Less",38600.53,16,2412.53,587.56,4915.92
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Golden Hour Bargains,63356.46,23,2754.63,652.32,4779.82
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Green Weekend Deals,40900.03,16,2556.25,552.36,4945.58
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Happy Hour Discounts,53835.56,17,3166.80,1282.59,4968.28
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Holiday Shopping Rush,78668.77,24,3277.87,1350.84,4689.47
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Hot Picks Promo,74622.87,29,2573.20,785.06,4799.91
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Instant Gratification Sale,52917.41,21,2519.88,598.79,4876.25
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Limited Time Treasures,41185.60,16,2574.10,684.59,4710.66
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Loyalty Rewards Blast,43035.79,14,3073.99,1665.26,4503.93
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Mega Weekend Bonanza,50461.10,16,3153.82,956.17,4762.46
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Mid-Year Madness,43736.44,15,2915.76,544.04,4973.89
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Midnight Madness,29674.45,10,2967.45,849.21,4710.23
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Mystery Discount Days,29554.80,12,2462.90,619.15,4663.81
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,New Arrival Showcase,53487.58,19,2815.14,621.03,4961.38
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,New Product Launch Promo,32701.33,12,2725.11,616.93,4909.18
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,New Year Kickoff,58234.81,22,2647.04,504.68,4862.57
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Price Drop Parade,49201.42,17,2894.20,568.90,4903.08
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Red Tag Clearance,64840.62,20,3242.03,1352.14,4832.89
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Seasonal Surprise Box,34708.74,12,2892.40,620.04,4882.07
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Shop & Save Spectacular,49268.62,18,2737.15,634.45,4582.96
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Smart Shopper Week,40588.80,16,2536.80,611.68,4957.51
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Spring Refresh Event,44952.23,18,2497.35,640.87,4613.78
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Spring Splash Discounts,70393.40,26,2707.44,684.27,4936.29
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Summer Sizzle Promo,61146.47,21,2911.74,785.63,4610.99
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Super Savings Week,46743.17,15,3116.21,970.56,4735.29
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Ultimate Value Event,53791.56,21,2561.50,825.05,4642.33
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,VIP Access Sale,39723.34,15,2648.22,553.88,4698.95
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Weekend Warrior Specials,50297.25,18,2794.29,551.03,4825.12
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Winter Clearance Carnival,66004.21,22,3000.19,602.58,4755.06
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,Winter Wonders Sale,57756.02,20,2887.80,826.63,4583.62
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,12 Days of Deals,47996.18,18,2666.45,572.62,4909.92
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Autumn Deals Drive,39731.86,18,2207.33,529.90,4776.12
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,BOGO Blitz,35121.73,15,2341.45,921.49,3881.64
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Back to School Boost,63704.99,20,3185.25,721.04,4877.53
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Birthday Bash Sale,51955.58,17,3056.21,508.25,4980.85
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Black Friday Blowout,51885.17,20,2594.26,579.74,4644.48
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Cart Crasher Campaign,78327.73,25,3133.11,512.77,4793.60
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Cashback Carnival,25197.46,10,2519.75,540.11,3649.02
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Clearance Countdown,44437.99,17,2614.00,1009.78,4528.80
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Countdown to Savings,44932.71,17,2643.10,599.91,4646.28
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Customer Appreciation Week,45001.00,19,2368.47,725.65,4435.71
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Cyber Monday Mania,53295.30,16,3330.96,1655.27,4909.64
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Deal of the Month,46716.64,19,2458.77,503.70,4559.26
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Double Points Bonanza,39032.20,16,2439.51,587.63,4219.75
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Early Bird Specials,24726.94,11,2247.90,943.61,3577.84
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,End of Season Sale,34296.69,14,2449.76,527.57,4466.41
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Exclusive Insider Offers,55929.47,20,2796.47,581.06,4883.95
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Festive Fever Promo,52532.53,22,2387.84,506.01,4844.52
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Final Call Frenzy,63165.93,19,3324.52,651.47,4980.79
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Flash Frenzy Friday,46716.95,14,3336.92,932.84,4747.53
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,"Gift More, Spend Less",52273.28,21,2489.20,617.98,4112.66
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Golden Hour Bargains,64190.47,26,2468.86,506.18,4785.52
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Green Weekend Deals,33696.15,14,2406.87,601.28,4232.57
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Happy Hour Discounts,57928.46,20,2896.42,659.88,4784.40
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Holiday Shopping Rush,38633.40,15,2575.56,635.90,4750.87
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Hot Picks Promo,37289.10,13,2868.39,600.21,4791.57
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Instant Gratification Sale,43610.04,16,2725.63,567.08,4379.70
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Limited Time Treasures,52268.46,20,2613.42,1134.79,4867.32
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Loyalty Rewards Blast,48462.78,19,2550.67,545.58,4791.40
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Mega Weekend Bonanza,41610.86,13,3200.84,725.70,4857.57
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Mid-Year Madness,42825.95,14,3059.00,1501.45,4889.09
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Midnight Madness,38811.03,14,2772.22,996.32,4946.22
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Mystery Discount Days,33963.80,13,2612.60,558.45,4897.18
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,New Arrival Showcase,69985.28,24,2916.05,1161.07,4943.25
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,New Product Launch Promo,70226.98,24,2926.12,548.53,4695.87
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,New Year Kickoff,32110.61,13,2470.05,645.55,4585.89
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Price Drop Parade,51813.79,19,2727.04,889.78,4677.14
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Red Tag Clearance,78390.80,29,2703.13,522.56,4643.79
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Seasonal Surprise Box,37330.41,13,2871.57,1032.43,4156.86
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Shop & Save Spectacular,14099.54,6,2349.92,866.20,3966.45
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Smart Shopper Week,23343.45,8,2917.93,679.24,4914.37
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Spring Refresh Event,45248.34,14,3232.02,1766.15,4861.69
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Spring Splash Discounts,70725.61,24,2946.90,775.10,4786.04
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Summer Sizzle Promo,42653.35,17,2509.02,561.24,4902.56
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Super Savings Week,43555.54,18,2419.75,622.88,4990.35
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Ultimate Value Event,67458.44,23,2932.98,686.20,4970.94
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,VIP Access Sale,62314.96,18,3461.94,695.48,4993.65
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Weekend Warrior Specials,50022.05,19,2632.74,578.78,4505.68
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Winter Clearance Carnival,54028.04,18,3001.56,906.35,4711.22
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,Winter Wonders Sale,49949.52,17,2938.21,1337.13,4486.37
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,12 Days of Deals,57048.92,21,2716.62,1025.92,4554.80
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Autumn Deals Drive,27565.16,10,2756.52,668.04,4585.44
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,BOGO Blitz,36589.96,13,2814.61,720.48,4672.69
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Back to School Boost,32790.76,14,2342.20,537.41,4988.23
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Birthday Bash Sale,60396.90,21,2876.04,830.23,4629.35
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Black Friday Blowout,53579.14,18,2976.62,529.23,4896.93
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Cart Crasher Campaign,50984.05,17,2999.06,624.29,4901.58
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Cashback Carnival,29470.25,11,2679.11,767.01,4653.60
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Clearance Countdown,26079.45,13,2006.11,578.15,4477.16
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Countdown to Savings,39219.68,15,2614.65,569.72,4690.73
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Customer Appreciation Week,63485.75,22,2885.72,789.33,4773.15
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Cyber Monday Mania,21007.06,10,2100.71,501.43,3463.85
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Deal of the Month,54265.88,18,3014.77,558.56,4985.37
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Double Points Bonanza,29917.59,11,2719.78,530.60,4996.95
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Early Bird Specials,29266.85,12,2438.90,583.87,4181.16
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,End of Season Sale,37541.74,13,2887.83,1020.25,4540.44
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Exclusive Insider Offers,44182.74,13,3398.67,1054.57,4690.37
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Festive Fever Promo,54483.05,18,3026.84,972.29,4965.78
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Final Call Frenzy,26679.99,8,3335.00,535.21,4739.07
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Flash Frenzy Friday,39750.03,11,3613.64,1996.23,4908.29
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,"Gift More, Spend Less",50684.56,16,3167.78,1071.59,4868.51
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Golden Hour Bargains,61407.60,22,2791.25,784.99,4926.67
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Green Weekend Deals,57876.44,22,2630.75,852.19,4855.05
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Happy Hour Discounts,34291.60,11,3117.42,731.82,4663.26
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Holiday Shopping Rush,39247.93,16,2453.00,779.97,4574.30
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Hot Picks Promo,33736.19,14,2409.73,672.48,4380.81
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Instant Gratification Sale,54227.60,19,2854.08,612.86,4989.24
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Limited Time Treasures,31089.18,14,2220.66,590.00,4665.08
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Loyalty Rewards Blast,48074.25,18,2670.79,543.66,4869.51
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Mega Weekend Bonanza,26651.01,11,2422.82,680.71,4604.44
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,Mid-Year Madness,40848.02,11,3713.46,1897.54,4744.28
