category,brand,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Home Appliances,Haier,Senior Salesperson,Deal of the Month,468881.70,161,2912.31,534.84,4981.03
Home Appliances,Haier,Senior Salesperson,Double Points Bonanza,451312.62,164,2751.91,551.95,4977.78
Home Appliances,Haier,Senior Salesperson,Early Bird Specials,438043.45,153,2863.03,538.49,4974.01
Home Appliances,Haier,Senior Salesperson,End of Season Sale,481256.94,179,2688.59,512.52,4935.35
Home Appliances,Haier,Senior Salesperson,Exclusive Insider Offers,406922.22,147,2768.18,502.55,4994.72
Home Appliances,Haier,Senior Salesperson,Festive Fever Promo,434171.20,164,2647.39,521.22,4956.26
Home Appliances,Haier,Senior Salesperson,Final Call Frenzy,420462.33,154,2730.27,521.41,4980.67
Home Appliances,Haier,Senior Salesperson,Flash Frenzy Friday,517107.68,181,2856.95,506.15,4990.20
Home Appliances,Haier,Senior Salesperson,"Gift More, Spend Less",416152.46,150,2774.35,531.27,4985.21
Home Appliances,Haier,Senior Salesperson,Golden Hour Bargains,361276.41,136,2656.44,569.50,4924.36
Home Appliances,Haier,Senior Salesperson,Green Weekend Deals,413426.68,143,2891.10,590.03,4958.34
Home Appliances,Haier,Senior Salesperson,Happy Hour Discounts,356066.12,135,2637.53,501.43,4972.57
Home Appliances,Haier,Senior Salesperson,Holiday Shopping Rush,392341.74,142,2762.97,517.12,4991.90
Home Appliances,Haier,Senior Salesperson,Hot Picks Promo,519708.51,191,2720.99,500.05,4968.49
Home Appliances,Haier,Senior Salesperson,Instant Gratification Sale,445465.17,161,2766.86,533.81,4982.10
Home Appliances,Haier,Senior Salesperson,Limited Time Treasures,367287.74,133,2761.56,580.93,4906.26
Home Appliances,Haier,Senior Salesperson,Loyalty Rewards Blast,456868.48,156,2928.64,530.00,4978.86
Home Appliances,Haier,Senior Salesperson,Mega Weekend Bonanza,394142.79,145,2718.23,537.24,4928.75
Home Appliances,Haier,Senior Salesperson,Mid-Year Madness,408433.18,154,2652.16,500.33,4968.35
Home Appliances,Haier,Senior Salesperson,Midnight Madness,377423.81,138,2734.96,555.03,4923.27
Home Appliances,Haier,Senior Salesperson,Mystery Discount Days,381527.97,136,2805.35,554.94,4948.74
Home Appliances,Haier,Senior Salesperson,New Arrival Showcase,417060.55,157,2656.44,566.85,4858.50
Home Appliances,Haier,Senior Salesperson,New Product Launch Promo,409068.57,154,2656.29,531.53,4997.06
Home Appliances,Haier,Senior Salesperson,New Year Kickoff,392573.44,138,2844.74,551.15,4952.67
Home Appliances,Haier,Senior Salesperson,Price Drop Parade,322663.54,134,2407.94,513.99,4950.05
Home Appliances,Haier,Senior Salesperson,Red Tag Clearance,421222.73,160,2632.64,563.68,4996.14
Home Appliances,Haier,Senior Salesperson,Seasonal Surprise Box,440617.92,152,2898.80,535.25,4974.92
Home Appliances,Haier,Senior Salesperson,Shop & Save Spectacular,461484.91,168,2746.93,532.46,4910.42
Home Appliances,Haier,Senior Salesperson,Smart Shopper Week,402675.60,149,2702.52,528.55,4918.23
Home Appliances,Haier,Senior Salesperson,Spring Refresh Event,383030.95,143,2678.54,570.19,4973.57
Home Appliances,Haier,Senior Salesperson,Spring Splash Discounts,436613.28,159,2746.00,563.92,4981.11
Home Appliances,Haier,Senior Salesperson,Summer Sizzle Promo,391539.44,138,2837.24,586.50,4989.20
Home Appliances,Haier,Senior Salesperson,Super Savings Week,343509.76,130,2642.38,501.03,4913.38
Home Appliances,Haier,Senior Salesperson,Ultimate Value Event,346140.72,132,2622.28,529.28,4999.84
Home Appliances,Haier,Senior Salesperson,VIP Access Sale,395392.08,139,2844.55,501.55,4959.01
Home Appliances,Haier,Senior Salesperson,Weekend Warrior Specials,389445.95,146,2667.44,536.36,4995.52
Home Appliances,Haier,Senior Salesperson,Winter Clearance Carnival,462783.54,161,2874.43,505.24,4956.50
Home Appliances,Haier,Senior Salesperson,Winter Wonders Sale,492356.99,181,2720.20,529.75,4985.21
Home Appliances,LG,Manager,12 Days of Deals,424726.93,151,2812.76,523.09,4994.82
Home Appliances,LG,Manager,Autumn Deals Drive,497614.86,182,2734.15,565.48,4978.61
Home Appliances,LG,Manager,BOGO Blitz,387256.49,142,2727.16,502.79,4903.32
Home Appliances,LG,Manager,Back to School Boost,466521.91,170,2744.25,505.89,4997.76
Home Appliances,LG,Manager,Birthday Bash Sale,489221.26,177,2763.96,569.80,4927.04
Home Appliances,LG,Manager,Black Friday Blowout,495805.90,170,2916.51,566.46,4986.53
Home Appliances,LG,Manager,Cart Crasher Campaign,435110.93,158,2753.87,511.50,4980.94
Home Appliances,LG,Manager,Cashback Carnival,466888.92,161,2899.93,524.39,4887.03
Home Appliances,LG,Manager,Clearance Countdown,464696.19,170,2733.51,602.59,4920.93
Home Appliances,LG,Manager,Countdown to Savings,472703.86,174,2716.69,509.56,4950.82
Home Appliances,LG,Manager,Customer Appreciation Week,466779.11,167,2795.08,512.13,4997.34
Home Appliances,LG,Manager,Cyber Monday Mania,450500.13,169,2665.68,502.61,4915.83
Home Appliances,LG,Manager,Deal of the Month,484190.84,168,2882.09,503.34,4996.40
Home Appliances,LG,Manager,Double Points Bonanza,489289.34,183,2673.71,521.21,4996.88
Home Appliances,LG,Manager,Early Bird Specials,457380.16,163,2806.01,550.91,4982.85
Home Appliances,LG,Manager,End of Season Sale,440125.60,161,2733.70,543.39,4974.81
Home Appliances,LG,Manager,Exclusive Insider Offers,439818.47,161,2731.79,511.95,4970.00
Home Appliances,LG,Manager,Festive Fever Promo,455877.58,166,2746.25,521.67,4982.26
Home Appliances,LG,Manager,Final Call Frenzy,424424.23,159,2669.33,511.25,4954.81
Home Appliances,LG,Manager,Flash Frenzy Friday,458831.91,176,2607.00,512.08,4983.45
Home Appliances,LG,Manager,"Gift More, Spend Less",484844.37,186,2606.69,503.59,4985.02
Home Appliances,LG,Manager,Golden Hour Bargains,491691.75,181,2716.53,537.86,4992.88
Home Appliances,LG,Manager,Green Weekend Deals,433602.87,163,2660.14,520.03,4944.47
Home Appliances,LG,Manager,Happy Hour Discounts,460233.31,165,2789.29,503.25,4985.88
Home Appliances,LG,Manager,Holiday Shopping Rush,433148.50,160,2707.18,534.28,4967.90
Home Appliances,LG,Manager,Hot Picks Promo,511844.20,179,2859.46,502.00,4903.48
Home Appliances,LG,Manager,Instant Gratification Sale,473179.59,171,2767.13,561.73,4941.64
Home Appliances,LG,Manager,Limited Time Treasures,397012.55,150,2646.75,572.01,4969.59
Home Appliances,LG,Manager,Loyalty Rewards Blast,441184.46,162,2723.36,503.07,4980.61
Home Appliances,LG,Manager,Mega Weekend Bonanza,465954.33,177,2632.51,503.69,4991.27
Home Appliances,LG,Manager,Mid-Year Madness,467079.34,161,2901.11,510.03,4981.59
Home Appliances,LG,Manager,Midnight Madness,457432.49,166,2755.62,523.55,4941.67
Home Appliances,LG,Manager,Mystery Discount Days,493905.54,184,2684.27,508.14,4980.25
Home Appliances,LG,Manager,New Arrival Showcase,496875.08,177,2807.20,521.82,4990.42
Home Appliances,LG,Manager,New Product Launch Promo,488768.72,178,2745.89,506.73,4995.22
Home Appliances,LG,Manager,New Year Kickoff,485175.07,174,2788.36,577.10,4950.31
Home Appliances,LG,Manager,Price Drop Parade,401297.05,155,2589.01,518.40,4972.04
Home Appliances,LG,Manager,Red Tag Clearance,544759.84,192,2837.29,525.53,4992.58
Home Appliances,LG,Manager,Seasonal Surprise Box,455886.39,163,2796.85,520.96,4961.12
Home Appliances,LG,Manager,Shop & Save Spectacular,438113.79,159,2755.43,527.66,4968.01
Home Appliances,LG,Manager,Smart Shopper Week,402322.17,149,2700.15,536.43,4974.00
Home Appliances,LG,Manager,Spring Refresh Event,439367.81,158,2780.81,533.11,4987.43
Home Appliances,LG,Manager,Spring Splash Discounts,457094.85,160,2856.84,522.44,4972.65
Home Appliances,LG,Manager,Summer Sizzle Promo,476417.72,169,2819.04,513.01,4971.71
Home Appliances,LG,Manager,Super Savings Week,543489.46,197,2758.83,500.28,4996.22
Home Appliances,LG,Manager,Ultimate Value Event,490906.13,191,2570.19,530.32,4999.91
Home Appliances,LG,Manager,VIP Access Sale,452062.35,164,2756.48,530.96,4999.15
Home Appliances,LG,Manager,Weekend Warrior Specials,421015.44,150,2806.77,530.49,4995.08
Home Appliances,LG,Manager,Winter Clearance Carnival,424919.09,161,2639.25,521.04,4993.03
Home Appliances,LG,Manager,Winter Wonders Sale,425378.28,152,2798.54,514.98,4977.14
Home Appliances,LG,Sales Associate,12 Days of Deals,509598.00,185,2754.58,528.40,4991.58
Home Appliances,LG,Sales Associate,Autumn Deals Drive,445768.66,163,2734.78,509.65,4989.91
Home Appliances,LG,Sales Associate,BOGO Blitz,560736.94,202,2775.93,534.16,4992.34
Home Appliances,LG,Sales Associate,Back to School Boost,487174.78,174,2799.86,506.56,4962.46
Home Appliances,LG,Sales Associate,Birthday Bash Sale,479815.09,175,2741.80,518.23,4962.81
Home Appliances,LG,Sales Associate,Black Friday Blowout,489633.22,177,2766.29,524.32,4949.76
Home Appliances,LG,Sales Associate,Cart Crasher Campaign,465219.63,167,2785.75,512.18,4952.81
Home Appliances,LG,Sales Associate,Cashback Carnival,489150.58,178,2748.04,500.98,4990.25
Home Appliances,LG,Sales Associate,Clearance Countdown,553478.21,198,2795.34,511.35,4982.16
Home Appliances,LG,Sales Associate,Countdown to Savings,528264.61,193,2737.12,517.34,4998.01
Home Appliances,LG,Sales Associate,Customer Appreciation Week,450100.37,170,2647.65,502.70,4996.86
Home Appliances,LG,Sales Associate,Cyber Monday Mania,488204.17,174,2805.77,503.24,4992.62
Home Appliances,LG,Sales Associate,Deal of the Month,456032.69,173,2636.03,505.17,4983.08
Home Appliances,LG,Sales Associate,Double Points Bonanza,442626.65,166,2666.43,524.67,4996.08
Home Appliances,LG,Sales Associate,Early Bird Specials,439749.64,164,2681.40,509.48,4991.59
Home Appliances,LG,Sales Associate,End of Season Sale,531047.31,187,2839.83,590.63,4965.51
Home Appliances,LG,Sales Associate,Exclusive Insider Offers,505986.57,182,2780.15,530.03,4988.31
Home Appliances,LG,Sales Associate,Festive Fever Promo,463105.03,167,2773.08,510.16,4993.32
Home Appliances,LG,Sales Associate,Final Call Frenzy,403168.42,153,2635.09,507.00,4951.46
Home Appliances,LG,Sales Associate,Flash Frenzy Friday,499645.90,182,2745.31,508.78,4981.93
Home Appliances,LG,Sales Associate,"Gift More, Spend Less",551798.42,187,2950.79,516.81,4987.76
Home Appliances,LG,Sales Associate,Golden Hour Bargains,437554.33,163,2684.38,517.84,4997.61
Home Appliances,LG,Sales Associate,Green Weekend Deals,468603.40,172,2724.44,502.66,4967.02
Home Appliances,LG,Sales Associate,Happy Hour Discounts,427452.63,147,2907.84,606.36,4944.68
Home Appliances,LG,Sales Associate,Holiday Shopping Rush,476236.43,180,2645.76,511.58,4987.27
Home Appliances,LG,Sales Associate,Hot Picks Promo,478137.32,165,2897.80,537.78,4997.12
Home Appliances,LG,Sales Associate,Instant Gratification Sale,532473.08,188,2832.30,507.74,4962.08
Home Appliances,LG,Sales Associate,Limited Time Treasures,486623.88,187,2602.27,507.19,4977.99
Home Appliances,LG,Sales Associate,Loyalty Rewards Blast,397016.92,145,2738.05,507.95,4985.68
Home Appliances,LG,Sales Associate,Mega Weekend Bonanza,522892.98,194,2695.32,504.08,4992.00
Home Appliances,LG,Sales Associate,Mid-Year Madness,445335.00,165,2699.00,512.74,4984.17
Home Appliances,LG,Sales Associate,Midnight Madness,471421.31,177,2663.40,500.72,4967.49
Home Appliances,LG,Sales Associate,Mystery Discount Days,449978.51,177,2542.25,506.37,4989.29
Home Appliances,LG,Sales Associate,New Arrival Showcase,425552.00,147,2894.91,512.30,4960.81
Home Appliances,LG,Sales Associate,New Product Launch Promo,468709.78,171,2740.99,502.50,4999.48
Home Appliances,LG,Sales Associate,New Year Kickoff,481523.40,175,2751.56,507.36,4994.13
Home Appliances,LG,Sales Associate,Price Drop Parade,405182.47,136,2979.28,686.72,4971.92
Home Appliances,LG,Sales Associate,Red Tag Clearance,480531.66,177,2714.87,513.32,4959.62
Home Appliances,LG,Sales Associate,Seasonal Surprise Box,512373.42,195,2627.56,516.69,4989.51
Home Appliances,LG,Sales Associate,Shop & Save Spectacular,515091.02,183,2814.71,517.55,4989.59
Home Appliances,LG,Sales Associate,Smart Shopper Week,551348.71,187,2948.39,509.77,4975.40
Home Appliances,LG,Sales Associate,Spring Refresh Event,490235.91,178,2754.13,506.82,4977.61
Home Appliances,LG,Sales Associate,Spring Splash Discounts,433979.91,162,2678.89,519.21,4996.52
Home Appliances,LG,Sales Associate,Summer Sizzle Promo,453330.23,160,2833.31,510.83,4967.18
Home Appliances,LG,Sales Associate,Super Savings Week,461576.49,166,2780.58,500.36,4977.16
Home Appliances,LG,Sales Associate,Ultimate Value Event,475747.17,172,2765.97,520.63,4991.35
Home Appliances,LG,Sales Associate,VIP Access Sale,496618.48,174,2854.13,500.93,4968.65
Home Appliances,LG,Sales Associate,Weekend Warrior Specials,451960.33,164,2755.86,591.00,4955.06
Home Appliances,LG,Sales Associate,Winter Clearance Carnival,553264.21,205,2698.85,527.13,4968.49
Home Appliances,LG,Sales Associate,Winter Wonders Sale,512180.65,184,2783.59,545.62,4968.81
Home Appliances,LG,Salesperson,12 Days of Deals,556720.98,195,2854.98,528.71,4966.68
Home Appliances,LG,Salesperson,Autumn Deals Drive,498071.67,182,2736.66,524.24,4973.44
Home Appliances,LG,Salesperson,BOGO Blitz,488354.14,173,2822.86,521.72,4912.89
Home Appliances,LG,Salesperson,Back to School Boost,424360.36,159,2668.93,523.52,4979.77
Home Appliances,LG,Salesperson,Birthday Bash Sale,468210.63,171,2738.07,505.08,4990.75
Home Appliances,LG,Salesperson,Black Friday Blowout,513739.10,181,2838.34,511.75,4965.51
Home Appliances,LG,Salesperson,Cart Crasher Campaign,462630.73,179,2584.53,509.43,4959.11
Home Appliances,LG,Salesperson,Cashback Carnival,445389.49,168,2651.13,502.35,4990.80
Home Appliances,LG,Salesperson,Clearance Countdown,486860.83,173,2814.22,533.90,4989.20
Home Appliances,LG,Salesperson,Countdown to Savings,457444.96,177,2584.43,567.72,4998.03
Home Appliances,LG,Salesperson,Customer Appreciation Week,490834.47,183,2682.16,525.18,4999.25
Home Appliances,LG,Salesperson,Cyber Monday Mania,469100.20,172,2727.33,518.85,4998.54
Home Appliances,LG,Salesperson,Deal of the Month,454760.95,173,2628.68,522.24,4992.33
Home Appliances,LG,Salesperson,Double Points Bonanza,426134.88,164,2598.38,529.19,4994.58
Home Appliances,LG,Salesperson,Early Bird Specials,490774.66,178,2757.16,500.92,4955.60
Home Appliances,LG,Salesperson,End of Season Sale,533131.55,192,2776.73,536.17,4991.36
Home Appliances,LG,Salesperson,Exclusive Insider Offers,483053.77,179,2698.62,533.62,4988.90
Home Appliances,LG,Salesperson,Festive Fever Promo,478965.63,170,2817.44,502.80,4989.90
Home Appliances,LG,Salesperson,Final Call Frenzy,444985.07,164,2713.32,535.55,4999.75
Home Appliances,LG,Salesperson,Flash Frenzy Friday,494461.79,177,2793.57,503.50,4998.72
Home Appliances,LG,Salesperson,"Gift More, Spend Less",352325.11,130,2710.19,547.42,4985.90
Home Appliances,LG,Salesperson,Golden Hour Bargains,484955.16,178,2724.47,544.19,4993.31
Home Appliances,LG,Salesperson,Green Weekend Deals,519484.54,189,2748.60,503.35,4985.83
Home Appliances,LG,Salesperson,Happy Hour Discounts,476981.95,173,2757.12,615.86,4980.26
Home Appliances,LG,Salesperson,Holiday Shopping Rush,528103.23,186,2839.26,600.14,4976.71
Home Appliances,LG,Salesperson,Hot Picks Promo,518536.77,184,2818.13,532.58,4990.18
Home Appliances,LG,Salesperson,Instant Gratification Sale,428893.51,161,2663.93,504.58,4982.48
Home Appliances,LG,Salesperson,Limited Time Treasures,521479.67,178,2929.66,559.60,4994.16
Home Appliances,LG,Salesperson,Loyalty Rewards Blast,479004.09,171,2801.19,522.58,4980.59
Home Appliances,LG,Salesperson,Mega Weekend Bonanza,493251.48,179,2755.59,503.23,4998.42
Home Appliances,LG,Salesperson,Mid-Year Madness,501620.54,182,2756.16,509.20,4997.94
Home Appliances,LG,Salesperson,Midnight Madness,453085.37,167,2713.09,567.59,4998.30
Home Appliances,LG,Salesperson,Mystery Discount Days,524452.17,181,2897.53,579.72,4998.62
Home Appliances,LG,Salesperson,New Arrival Showcase,470473.23,166,2834.18,504.80,4985.41
Home Appliances,LG,Salesperson,New Product Launch Promo,414303.94,154,2690.29,506.25,4962.22
Home Appliances,LG,Salesperson,New Year Kickoff,451961.38,177,2553.45,505.19,4977.78
Home Appliances,LG,Salesperson,Price Drop Parade,543084.99,202,2688.54,541.94,4956.27
Home Appliances,LG,Salesperson,Red Tag Clearance,446332.49,157,2842.88,524.81,4940.52
Home Appliances,LG,Salesperson,Seasonal Surprise Box,465090.03,166,2801.75,503.22,4998.13
Home Appliances,LG,Salesperson,Shop & Save Spectacular,522296.71,185,2823.23,570.00,4941.53
Home Appliances,LG,Salesperson,Smart Shopper Week,463876.20,165,2811.37,502.77,4991.28
Home Appliances,LG,Salesperson,Spring Refresh Event,502195.54,176,2853.38,511.23,4967.96
Home Appliances,LG,Salesperson,Spring Splash Discounts,541810.65,184,2944.62,505.95,4974.54
Home Appliances,LG,Salesperson,Summer Sizzle Promo,494528.83,190,2602.78,510.56,4984.22
Home Appliances,LG,Salesperson,Super Savings Week,457415.55,163,2806.23,508.76,4983.99
Home Appliances,LG,Salesperson,Ultimate Value Event,531074.86,198,2682.20,590.64,4979.82
Home Appliances,LG,Salesperson,VIP Access Sale,410906.07,157,2617.24,506.41,4959.80
Home Appliances,LG,Salesperson,Weekend Warrior Specials,485883.95,178,2729.69,542.72,4999.43
Home Appliances,LG,Salesperson,Winter Clearance Carnival,439739.25,165,2665.09,519.01,4931.31
Home Appliances,LG,Salesperson,Winter Wonders Sale,470933.53,170,2770.20,551.92,4995.52
Home Appliances,LG,Senior Salesperson,12 Days of Deals,447516.34,159,2814.57,524.29,4982.45
Home Appliances,LG,Senior Salesperson,Autumn Deals Drive,430545.46,162,2657.69,541.96,4961.68
Home Appliances,LG,Senior Salesperson,BOGO Blitz,347103.43,132,2629.57,525.80,4997.96
Home Appliances,LG,Senior Salesperson,Back to School Boost,418233.62,155,2698.28,508.32,4990.55
Home Appliances,LG,Senior Salesperson,Birthday Bash Sale,342002.97,123,2780.51,558.17,4932.02
Home Appliances,LG,Senior Salesperson,Black Friday Blowout,370030.19,142,2605.85,525.85,4971.61
Home Appliances,LG,Senior Salesperson,Cart Crasher Campaign,448987.74,154,2915.50,572.57,4986.92
Home Appliances,LG,Senior Salesperson,Cashback Carnival,405960.44,149,2724.57,510.00,4956.60
Home Appliances,LG,Senior Salesperson,Clearance Countdown,379427.39,149,2546.49,510.91,4909.57
Home Appliances,LG,Senior Salesperson,Countdown to Savings,420061.33,154,2727.67,544.57,4974.02
Home Appliances,LG,Senior Salesperson,Customer Appreciation Week,429113.12,149,2879.95,508.83,4972.23
Home Appliances,LG,Senior Salesperson,Cyber Monday Mania,411237.49,143,2875.79,505.30,4995.91
Home Appliances,LG,Senior Salesperson,Deal of the Month,406499.30,144,2822.91,502.44,4976.14
Home Appliances,LG,Senior Salesperson,Double Points Bonanza,437057.71,157,2783.81,543.52,4957.22
Home Appliances,LG,Senior Salesperson,Early Bird Specials,429020.38,156,2750.13,531.48,4994.19
Home Appliances,LG,Senior Salesperson,End of Season Sale,446774.51,165,2707.72,509.35,4940.10
Home Appliances,LG,Senior Salesperson,Exclusive Insider Offers,411925.89,156,2640.55,513.19,4884.51
Home Appliances,LG,Senior Salesperson,Festive Fever Promo,396257.49,147,2695.63,581.93,4963.16
Home Appliances,LG,Senior Salesperson,Final Call Frenzy,483491.08,166,2912.60,513.59,4998.16
Home Appliances,LG,Senior Salesperson,Flash Frenzy Friday,419381.40,150,2795.88,512.53,4997.21
Home Appliances,LG,Senior Salesperson,"Gift More, Spend Less",459809.75,169,2720.77,516.96,4986.38
Home Appliances,LG,Senior Salesperson,Golden Hour Bargains,432571.07,155,2790.78,591.29,4982.43
Home Appliances,LG,Senior Salesperson,Green Weekend Deals,424220.70,163,2602.58,547.59,4986.31
Home Appliances,LG,Senior Salesperson,Happy Hour Discounts,393271.93,145,2712.22,522.09,4989.69
Home Appliances,LG,Senior Salesperson,Holiday Shopping Rush,463360.76,168,2758.10,501.38,4994.25
Home Appliances,LG,Senior Salesperson,Hot Picks Promo,377638.17,145,2604.40,501.49,4997.89
Home Appliances,LG,Senior Salesperson,Instant Gratification Sale,365343.62,140,2609.60,531.09,4990.00
Home Appliances,LG,Senior Salesperson,Limited Time Treasures,397589.17,138,2881.08,576.02,4993.71
Home Appliances,LG,Senior Salesperson,Loyalty Rewards Blast,474667.41,177,2681.74,559.96,4998.29
Home Appliances,LG,Senior Salesperson,Mega Weekend Bonanza,378963.03,138,2746.11,525.07,4967.35
Home Appliances,LG,Senior Salesperson,Mid-Year Madness,403645.20,148,2727.33,640.52,4930.02
Home Appliances,LG,Senior Salesperson,Midnight Madness,346595.31,133,2605.98,506.51,4903.10
Home Appliances,LG,Senior Salesperson,Mystery Discount Days,458170.36,162,2828.21,504.42,4957.44
Home Appliances,LG,Senior Salesperson,New Arrival Showcase,437305.17,161,2716.18,524.01,4993.31
Home Appliances,LG,Senior Salesperson,New Product Launch Promo,401284.86,145,2767.48,502.45,4989.47
Home Appliances,LG,Senior Salesperson,New Year Kickoff,416007.66,142,2929.63,551.84,4989.85
Home Appliances,LG,Senior Salesperson,Price Drop Parade,404149.11,144,2806.59,523.98,4972.63
Home Appliances,LG,Senior Salesperson,Red Tag Clearance,444461.20,158,2813.05,546.35,4918.57
Home Appliances,LG,Senior Salesperson,Seasonal Surprise Box,417727.72,149,2803.54,528.01,4990.01
Home Appliances,LG,Senior Salesperson,Shop & Save Spectacular,434488.65,153,2839.80,521.76,4977.47
Home Appliances,LG,Senior Salesperson,Smart Shopper Week,424358.75,149,2848.05,514.81,4999.46
Home Appliances,LG,Senior Salesperson,Spring Refresh Event,476469.74,171,2786.37,526.45,4978.31
Home Appliances,LG,Senior Salesperson,Spring Splash Discounts,453548.32,165,2748.78,527.45,4993.76
Home Appliances,LG,Senior Salesperson,Summer Sizzle Promo,388210.84,146,2658.98,512.86,4994.68
Home Appliances,LG,Senior Salesperson,Super Savings Week,400646.34,154,2601.60,507.63,4879.29
Home Appliances,LG,Senior Salesperson,Ultimate Value Event,380488.07,130,2926.83,510.45,4956.46
Home Appliances,LG,Senior Salesperson,VIP Access Sale,364228.96,137,2658.61,510.68,4963.20
Home Appliances,LG,Senior Salesperson,Weekend Warrior Specials,368959.73,135,2733.04,507.56,4995.14
Home Appliances,LG,Senior Salesperson,Winter Clearance Carnival,414188.88,151,2742.97,592.63,4984.43
Home Appliances,LG,Senior Salesperson,Winter Wonders Sale,471466.94,176,2678.79,523.99,4908.30
Home Appliances,Samsung,Manager,12 Days of Deals,468368.47,172,2723.07,516.24,4914.47
Home Appliances,Samsung,Manager,Autumn Deals Drive,445630.25,172,2590.87,511.08,4988.82
Home Appliances,Samsung,Manager,BOGO Blitz,474117.15,172,2756.50,568.96,4982.68
Home Appliances,Samsung,Manager,Back to School Boost,554941.10,198,2802.73,540.03,4995.60
Home Appliances,Samsung,Manager,Birthday Bash Sale,411062.97,156,2635.02,500.93,4993.71
Home Appliances,Samsung,Manager,Black Friday Blowout,483422.93,178,2715.86,503.07,4973.49
Home Appliances,Samsung,Manager,Cart Crasher Campaign,464351.84,168,2764.00,603.15,4966.76
Home Appliances,Samsung,Manager,Cashback Carnival,483851.48,169,2863.03,520.49,4997.90
Home Appliances,Samsung,Manager,Clearance Countdown,497296.16,171,2908.16,515.09,4965.91
Home Appliances,Samsung,Manager,Countdown to Savings,511722.59,185,2766.07,504.79,4994.73
Home Appliances,Samsung,Manager,Customer Appreciation Week,457640.23,159,2878.24,518.27,4967.38
Home Appliances,Samsung,Manager,Cyber Monday Mania,497050.88,177,2808.20,526.96,4988.75
Home Appliances,Samsung,Manager,Deal of the Month,502645.73,181,2777.05,500.90,4918.36
Home Appliances,Samsung,Manager,Double Points Bonanza,473533.68,174,2721.46,506.78,4998.07
Home Appliances,Samsung,Manager,Early Bird Specials,480470.44,166,2894.40,565.79,4954.41
Home Appliances,Samsung,Manager,End of Season Sale,509734.87,186,2740.51,560.37,4944.86
Home Appliances,Samsung,Manager,Exclusive Insider Offers,424334.68,152,2791.68,501.41,4993.19
Home Appliances,Samsung,Manager,Festive Fever Promo,428260.55,168,2549.17,514.78,4986.26
Home Appliances,Samsung,Manager,Final Call Frenzy,483102.70,176,2744.90,520.49,4965.45
Home Appliances,Samsung,Manager,Flash Frenzy Friday,480372.82,169,2842.44,500.13,4995.77
Home Appliances,Samsung,Manager,"Gift More, Spend Less",415255.04,147,2824.86,506.87,4988.75
Home Appliances,Samsung,Manager,Golden Hour Bargains,491387.39,169,2907.62,519.85,4995.77
Home Appliances,Samsung,Manager,Green Weekend Deals,398806.65,150,2658.71,553.13,4901.53
Home Appliances,Samsung,Manager,Happy Hour Discounts,481467.52,169,2848.92,510.48,4977.03
Home Appliances,Samsung,Manager,Holiday Shopping Rush,474503.54,180,2636.13,536.09,4996.83
Home Appliances,Samsung,Manager,Hot Picks Promo,530124.43,186,2850.13,506.73,4971.86
Home Appliances,Samsung,Manager,Instant Gratification Sale,431346.61,158,2730.04,536.13,4985.06
Home Appliances,Samsung,Manager,Limited Time Treasures,444335.41,156,2848.30,584.77,4983.57
Home Appliances,Samsung,Manager,Loyalty Rewards Blast,531411.43,187,2841.77,505.77,4988.95
Home Appliances,Samsung,Manager,Mega Weekend Bonanza,480828.14,170,2828.40,520.37,4987.17
Home Appliances,Samsung,Manager,Mid-Year Madness,507923.78,194,2618.16,520.56,4998.26
Home Appliances,Samsung,Manager,Midnight Madness,473843.61,169,2803.81,502.76,4982.29
Home Appliances,Samsung,Manager,Mystery Discount Days,443443.13,165,2687.53,500.15,4990.54
Home Appliances,Samsung,Manager,New Arrival Showcase,527289.23,194,2717.99,506.53,4997.28
Home Appliances,Samsung,Manager,New Product Launch Promo,489895.13,181,2706.60,504.10,4868.41
Home Appliances,Samsung,Manager,New Year Kickoff,478661.30,169,2832.32,507.98,4971.89
Home Appliances,Samsung,Manager,Price Drop Parade,385683.65,148,2605.97,525.65,4994.05
Home Appliances,Samsung,Manager,Red Tag Clearance,448081.00,157,2854.02,576.35,4972.39
Home Appliances,Samsung,Manager,Seasonal Surprise Box,393618.86,160,2460.12,510.14,4974.29
Home Appliances,Samsung,Manager,Shop & Save Spectacular,451810.81,160,2823.82,520.81,4963.60
Home Appliances,Samsung,Manager,Smart Shopper Week,515513.61,184,2801.70,519.48,4975.74
Home Appliances,Samsung,Manager,Spring Refresh Event,423287.46,159,2662.19,537.74,4982.74
Home Appliances,Samsung,Manager,Spring Splash Discounts,430636.08,165,2609.92,535.77,4932.17
Home Appliances,Samsung,Manager,Summer Sizzle Promo,415326.04,155,2679.52,502.20,4979.55
Home Appliances,Samsung,Manager,Super Savings Week,442327.97,166,2664.63,521.08,4965.20
Home Appliances,Samsung,Manager,Ultimate Value Event,453841.29,171,2654.04,514.22,4998.14
Home Appliances,Samsung,Manager,VIP Access Sale,464784.94,164,2834.05,502.11,4964.49
Home Appliances,Samsung,Manager,Weekend Warrior Specials,444645.27,155,2868.68,515.22,4996.60
Home Appliances,Samsung,Manager,Winter Clearance Carnival,544870.54,199,2738.04,509.72,4986.95
Home Appliances,Samsung,Manager,Winter Wonders Sale,473724.97,171,2770.32,505.92,4992.13
Home Appliances,Samsung,Sales Associate,12 Days of Deals,488693.04,173,2824.82,549.80,4969.80
