category,brand,customer_segment,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Home Appliances,LG,In-Store Regular,Senior Salesperson,1924855.68,685,2810.01,510.45,4997.96
Home Appliances,LG,Loyal Customer,Manager,2214505.82,819,2703.91,508.14,4994.22
Home Appliances,LG,Loyal Customer,Sales Associate,2263118.33,829,2729.94,512.30,4997.12
Home Appliances,LG,Loyal Customer,Salesperson,2522963.68,923,2733.44,502.80,4999.43
Home Appliances,LG,Loyal Customer,Senior Salesperson,2313983.96,833,2777.89,501.38,4995.91
Home Appliances,LG,Occasional Shopper,Manager,2321480.26,848,2737.59,500.28,4997.34
Home Appliances,LG,Occasional Shopper,Sales Associate,2246130.49,819,2742.53,506.37,4994.99
Home Appliances,LG,Occasional Shopper,Salesperson,2304763.46,858,2686.20,505.95,4998.03
Home Appliances,LG,Occasional Shopper,Senior Salesperson,1917744.91,724,2648.82,523.99,4989.69
Home Appliances,LG,Online Shopper,Manager,2293540.58,845,2714.25,503.34,4996.22
Home Appliances,LG,Online Shopper,Sales Associate,2405804.66,893,2694.07,500.36,4997.61
Home Appliances,LG,Online Shopper,Salesperson,2445997.20,894,2736.01,509.43,4998.62
Home Appliances,LG,Online Shopper,Senior Salesperson,2090931.40,770,2715.50,520.44,4999.46
Home Appliances,LG,Premium Shopper,Manager,2359138.28,849,2778.73,502.79,4995.22
Home Appliances,LG,Premium Shopper,Sales Associate,2380431.34,852,2793.93,506.73,4989.51
Home Appliances,LG,Premium Shopper,Salesperson,2478811.58,892,2778.94,503.22,4994.98
Home Appliances,LG,Premium Shopper,Senior Salesperson,2117404.93,776,2728.61,505.30,4991.00
Home Appliances,Samsung,Budget Shopper,Manager,2207220.45,835,2643.38,504.79,4998.07
Home Appliances,Samsung,Budget Shopper,Sales Associate,2359572.55,865,2727.83,500.78,4998.71
Home Appliances,Samsung,Budget Shopper,Salesperson,2146050.25,785,2733.82,500.99,4999.90
Home Appliances,Samsung,Budget Shopper,Senior Salesperson,2088479.66,775,2694.81,504.80,4995.76
Home Appliances,Samsung,Churn Risk,Manager,2353384.48,839,2804.99,502.11,4995.77
Home Appliances,Samsung,Churn Risk,Sales Associate,2519212.42,914,2756.25,500.21,4986.83
Home Appliances,Samsung,Churn Risk,Salesperson,2336082.98,827,2824.77,501.61,4986.07
Home Appliances,Samsung,Churn Risk,Senior Salesperson,2078655.81,778,2671.79,502.25,4999.41
Home Appliances,Samsung,Deal Seeker,Manager,2364821.59,852,2775.61,500.13,4987.17
Home Appliances,Samsung,Deal Seeker,Sales Associate,2394162.20,869,2755.08,501.29,4997.89
Home Appliances,Samsung,Deal Seeker,Salesperson,2408083.77,886,2717.93,505.48,4998.46
Home Appliances,Samsung,Deal Seeker,Senior Salesperson,2075842.11,748,2775.19,500.36,4998.67
Home Appliances,Samsung,First-time Buyer,Manager,2316456.86,858,2699.83,500.15,4982.74
Home Appliances,Samsung,First-time Buyer,Sales Associate,2399754.40,850,2823.24,504.91,4999.45
Home Appliances,Samsung,First-time Buyer,Salesperson,2339326.59,859,2723.31,513.81,4994.43
Home Appliances,Samsung,First-time Buyer,Senior Salesperson,1959305.95,742,2640.57,503.95,4999.73
Home Appliances,Samsung,High Value,Manager,2467754.40,895,2757.27,502.76,4998.14
Home Appliances,Samsung,High Value,Sales Associate,2340694.07,871,2687.36,503.72,4999.98
Home Appliances,Samsung,High Value,Salesperson,2260494.01,848,2665.68,503.38,4993.32
Home Appliances,Samsung,High Value,Senior Salesperson,2027827.49,750,2703.77,504.82,4999.37
Home Appliances,Samsung,In-Store Regular,Manager,2169451.19,798,2718.61,506.78,4990.81
Home Appliances,Samsung,In-Store Regular,Sales Associate,2568957.58,919,2795.38,503.09,4991.38
Home Appliances,Samsung,In-Store Regular,Salesperson,2369225.14,869,2726.38,504.11,4990.57
Home Appliances,Samsung,In-Store Regular,Senior Salesperson,2008382.76,728,2758.77,505.73,4999.21
Home Appliances,Samsung,Loyal Customer,Manager,2424833.08,867,2796.81,500.90,4998.26
Home Appliances,Samsung,Loyal Customer,Sales Associate,2488683.35,895,2780.65,500.38,4996.11
Home Appliances,Samsung,Loyal Customer,Salesperson,2293639.06,829,2766.75,503.00,4998.87
Home Appliances,Samsung,Loyal Customer,Senior Salesperson,2067228.20,735,2812.56,500.17,4999.22
Home Appliances,Samsung,Occasional Shopper,Manager,2456578.78,885,2775.80,505.77,4997.28
Home Appliances,Samsung,Occasional Shopper,Sales Associate,2540955.33,910,2792.26,509.09,4996.45
Home Appliances,Samsung,Occasional Shopper,Salesperson,2594707.88,929,2793.01,500.09,4992.38
Home Appliances,Samsung,Occasional Shopper,Senior Salesperson,2003185.27,742,2699.71,515.84,4996.35
Home Appliances,Samsung,Online Shopper,Manager,2407787.99,854,2819.42,503.07,4992.13
Home Appliances,Samsung,Online Shopper,Sales Associate,2430118.51,878,2767.79,516.42,4990.93
Home Appliances,Samsung,Online Shopper,Salesperson,2402342.71,872,2754.98,503.09,4999.87
Home Appliances,Samsung,Online Shopper,Senior Salesperson,2192726.71,794,2761.62,505.48,4999.94
Home Appliances,Samsung,Premium Shopper,Manager,2252297.53,824,2733.37,514.22,4994.73
Home Appliances,Samsung,Premium Shopper,Sales Associate,2375178.13,844,2814.19,504.47,4995.18
Home Appliances,Samsung,Premium Shopper,Salesperson,2301137.95,856,2688.25,514.45,4994.34
Home Appliances,Samsung,Premium Shopper,Senior Salesperson,2144493.67,754,2844.16,501.06,4997.66
Home Appliances,Whirlpool,Budget Shopper,Manager,2293475.82,827,2773.25,505.48,4999.93
Home Appliances,Whirlpool,Budget Shopper,Sales Associate,2385841.15,859,2777.46,501.38,4999.78
Home Appliances,Whirlpool,Budget Shopper,Salesperson,2377055.66,874,2719.74,500.61,4985.89
Home Appliances,Whirlpool,Budget Shopper,Senior Salesperson,2125349.98,783,2714.37,524.22,4999.12
Home Appliances,Whirlpool,Churn Risk,Manager,2286245.01,837,2731.48,503.94,4998.46
Home Appliances,Whirlpool,Churn Risk,Sales Associate,2310986.06,842,2744.64,501.49,4996.45
Home Appliances,Whirlpool,Churn Risk,Salesperson,2352622.10,856,2748.39,505.86,4999.29
Home Appliances,Whirlpool,Churn Risk,Senior Salesperson,2012616.65,719,2799.19,505.17,4997.60
Home Appliances,Whirlpool,Deal Seeker,Manager,2406134.68,857,2807.63,501.18,4996.07
Home Appliances,Whirlpool,Deal Seeker,Sales Associate,2376007.74,875,2715.44,501.35,4999.38
Home Appliances,Whirlpool,Deal Seeker,Salesperson,2463727.95,892,2762.03,510.32,4998.50
Home Appliances,Whirlpool,Deal Seeker,Senior Salesperson,2099369.46,771,2722.92,505.82,4998.83
Home Appliances,Whirlpool,First-time Buyer,Manager,2353793.48,842,2795.48,515.00,4994.70
Home Appliances,Whirlpool,First-time Buyer,Sales Associate,2413837.05,868,2780.92,502.03,4996.10
Home Appliances,Whirlpool,First-time Buyer,Salesperson,2297442.20,854,2690.21,503.99,4989.31
Home Appliances,Whirlpool,First-time Buyer,Senior Salesperson,1890808.72,707,2674.41,518.01,4997.98
Home Appliances,Whirlpool,High Value,Manager,2408936.81,855,2817.47,505.46,4998.56
Home Appliances,Whirlpool,High Value,Sales Associate,2340470.09,864,2708.88,513.05,4998.01
Home Appliances,Whirlpool,High Value,Salesperson,2313587.92,865,2674.67,500.69,4999.73
Home Appliances,Whirlpool,High Value,Senior Salesperson,2129895.16,774,2751.80,500.21,4990.86
Home Appliances,Whirlpool,In-Store Regular,Manager,2311755.06,846,2732.57,502.61,4997.74
Home Appliances,Whirlpool,In-Store Regular,Sales Associate,2491083.48,913,2728.46,504.55,4995.63
Home Appliances,Whirlpool,In-Store Regular,Salesperson,2395956.66,883,2713.43,515.06,4986.23
Home Appliances,Whirlpool,In-Store Regular,Senior Salesperson,2188081.57,815,2684.76,502.82,4979.73
Home Appliances,Whirlpool,Loyal Customer,Manager,2376378.71,884,2688.21,502.22,4999.75
Home Appliances,Whirlpool,Loyal Customer,Sales Associate,2397166.15,893,2684.40,502.35,4987.28
Home Appliances,Whirlpool,Loyal Customer,Salesperson,2364749.55,840,2815.18,510.14,4998.39
Home Appliances,Whirlpool,Loyal Customer,Senior Salesperson,2075678.79,751,2763.89,510.60,4997.51
Home Appliances,Whirlpool,Occasional Shopper,Manager,2423479.89,875,2769.69,505.95,4997.45
Home Appliances,Whirlpool,Occasional Shopper,Sales Associate,2464812.24,896,2750.91,512.04,4998.47
Home Appliances,Whirlpool,Occasional Shopper,Salesperson,2392615.24,870,2750.13,501.62,4999.48
Home Appliances,Whirlpool,Occasional Shopper,Senior Salesperson,2167059.72,778,2785.42,500.44,4997.90
Home Appliances,Whirlpool,Online Shopper,Manager,2325903.09,849,2739.58,506.90,4987.19
Home Appliances,Whirlpool,Online Shopper,Sales Associate,2570117.28,915,2808.87,504.40,4995.37
Home Appliances,Whirlpool,Online Shopper,Salesperson,2276815.12,843,2700.85,517.98,4993.50
Home Appliances,Whirlpool,Online Shopper,Senior Salesperson,2184062.82,761,2869.99,507.56,4994.29
Home Appliances,Whirlpool,Premium Shopper,Manager,2175436.36,805,2702.41,506.46,4995.53
Home Appliances,Whirlpool,Premium Shopper,Sales Associate,2325020.04,865,2687.88,504.31,4991.62
Home Appliances,Whirlpool,Premium Shopper,Salesperson,2265671.98,809,2800.58,504.51,4995.58
Home Appliances,Whirlpool,Premium Shopper,Senior Salesperson,2159590.81,771,2801.03,501.55,4997.57
Sports & Outdoors,Adidas,Budget Shopper,Manager,2335264.78,835,2796.72,500.43,4991.92
Sports & Outdoors,Adidas,Budget Shopper,Sales Associate,2479473.74,876,2830.45,505.34,4995.24
Sports & Outdoors,Adidas,Budget Shopper,Salesperson,2331871.85,850,2743.38,501.61,4995.87
Sports & Outdoors,Adidas,Budget Shopper,Senior Salesperson,2000756.42,724,2763.48,502.14,4976.80
Sports & Outdoors,Adidas,Churn Risk,Manager,2296181.20,832,2759.83,506.36,4998.38
Sports & Outdoors,Adidas,Churn Risk,Sales Associate,2336877.15,851,2746.04,504.72,4998.56
Sports & Outdoors,Adidas,Churn Risk,Salesperson,2338832.90,848,2758.06,506.71,4995.45
Sports & Outdoors,Adidas,Churn Risk,Senior Salesperson,2017568.70,751,2686.51,500.73,4994.43
Sports & Outdoors,Adidas,Deal Seeker,Manager,2331784.42,818,2850.59,503.10,4996.56
Sports & Outdoors,Adidas,Deal Seeker,Sales Associate,2625651.23,923,2844.69,504.25,4998.10
Sports & Outdoors,Adidas,Deal Seeker,Salesperson,2311964.41,848,2726.37,504.14,4995.87
Sports & Outdoors,Adidas,Deal Seeker,Senior Salesperson,2109624.55,775,2722.10,503.20,4992.13
Sports & Outdoors,Adidas,First-time Buyer,Manager,2240574.17,814,2752.55,501.90,4993.86
Sports & Outdoors,Adidas,First-time Buyer,Sales Associate,2428517.32,867,2801.06,503.01,4994.96
Sports & Outdoors,Adidas,First-time Buyer,Salesperson,2568730.91,923,2783.02,503.40,4997.05
Sports & Outdoors,Adidas,First-time Buyer,Senior Salesperson,1949573.62,727,2681.67,503.51,4995.17
Sports & Outdoors,Adidas,High Value,Manager,2143691.90,782,2741.29,505.94,4990.08
Sports & Outdoors,Adidas,High Value,Sales Associate,2481032.81,906,2738.45,509.58,4999.78
Sports & Outdoors,Adidas,High Value,Salesperson,2353766.43,863,2727.42,502.34,4995.28
Sports & Outdoors,Adidas,High Value,Senior Salesperson,2171093.23,799,2717.26,501.48,4996.37
Sports & Outdoors,Adidas,In-Store Regular,Manager,2312844.88,828,2793.29,500.45,4998.18
Sports & Outdoors,Adidas,In-Store Regular,Sales Associate,2323862.77,840,2766.50,503.76,4999.33
Sports & Outdoors,Adidas,In-Store Regular,Salesperson,2253060.95,803,2805.80,503.94,4992.09
Sports & Outdoors,Adidas,In-Store Regular,Senior Salesperson,2137672.70,775,2758.29,501.44,4998.24
Sports & Outdoors,Adidas,Loyal Customer,Manager,2309933.09,819,2820.43,501.61,4998.83
Sports & Outdoors,Adidas,Loyal Customer,Sales Associate,2433706.99,876,2778.20,503.34,4998.00
Sports & Outdoors,Adidas,Loyal Customer,Salesperson,2464422.95,892,2762.81,504.12,4991.84
Sports & Outdoors,Adidas,Loyal Customer,Senior Salesperson,2313101.66,840,2753.69,501.65,4995.53
Sports & Outdoors,Adidas,Occasional Shopper,Manager,2449752.72,872,2809.35,500.33,4999.05
Sports & Outdoors,Adidas,Occasional Shopper,Sales Associate,2385355.89,854,2793.16,502.59,4996.09
Sports & Outdoors,Adidas,Occasional Shopper,Salesperson,2390535.03,870,2747.74,501.08,4995.70
Sports & Outdoors,Adidas,Occasional Shopper,Senior Salesperson,2382735.85,830,2870.77,502.86,4993.38
Sports & Outdoors,Adidas,Online Shopper,Manager,2393731.53,849,2819.47,502.62,4990.14
Sports & Outdoors,Adidas,Online Shopper,Sales Associate,2359840.69,891,2648.53,504.13,4997.59
Sports & Outdoors,Adidas,Online Shopper,Salesperson,2228337.20,821,2714.17,500.89,4993.50
Sports & Outdoors,Adidas,Online Shopper,Senior Salesperson,2052437.28,754,2722.07,500.23,4990.37
Sports & Outdoors,Adidas,Premium Shopper,Manager,2133811.11,783,2725.17,502.53,4998.07
Sports & Outdoors,Adidas,Premium Shopper,Sales Associate,2335190.77,868,2690.31,513.20,4980.91
Sports & Outdoors,Adidas,Premium Shopper,Salesperson,2364040.39,845,2797.68,502.87,4993.87
Sports & Outdoors,Adidas,Premium Shopper,Senior Salesperson,2150774.58,795,2705.38,505.42,4995.60
Sports & Outdoors,Decathlon,Budget Shopper,Manager,2298912.15,842,2730.30,506.66,4995.72
Sports & Outdoors,Decathlon,Budget Shopper,Sales Associate,2432611.88,881,2761.19,500.42,4995.42
Sports & Outdoors,Decathlon,Budget Shopper,Salesperson,2406167.15,885,2718.83,500.51,4995.51
Sports & Outdoors,Decathlon,Budget Shopper,Senior Salesperson,1961758.01,738,2658.21,505.64,4991.41
Sports & Outdoors,Decathlon,Churn Risk,Manager,2337569.34,832,2809.58,517.78,4974.34
Sports & Outdoors,Decathlon,Churn Risk,Sales Associate,2507218.76,903,2776.54,500.56,4984.46
Sports & Outdoors,Decathlon,Churn Risk,Salesperson,2340133.09,852,2746.64,504.21,4997.07
Sports & Outdoors,Decathlon,Churn Risk,Senior Salesperson,2043370.35,739,2765.05,503.63,4995.47
Sports & Outdoors,Decathlon,Deal Seeker,Manager,2189959.42,802,2730.62,501.01,4995.74
Sports & Outdoors,Decathlon,Deal Seeker,Sales Associate,2350201.40,847,2774.74,500.46,4996.78
Sports & Outdoors,Decathlon,Deal Seeker,Salesperson,2439292.96,894,2728.52,502.58,4990.60
Sports & Outdoors,Decathlon,Deal Seeker,Senior Salesperson,1932180.82,727,2657.75,506.71,4999.49
Sports & Outdoors,Decathlon,First-time Buyer,Manager,2280962.91,820,2781.66,505.25,4996.23
Sports & Outdoors,Decathlon,First-time Buyer,Sales Associate,2360965.52,860,2745.31,500.09,4986.97
Sports & Outdoors,Decathlon,First-time Buyer,Salesperson,2390623.41,877,2725.91,502.57,4999.25
Sports & Outdoors,Decathlon,First-time Buyer,Senior Salesperson,2024220.78,737,2746.57,501.68,4990.97
Sports & Outdoors,Decathlon,High Value,Manager,2240376.33,815,2748.93,500.22,4980.83
Sports & Outdoors,Decathlon,High Value,Sales Associate,2612587.97,946,2761.72,500.15,4998.94
Sports & Outdoors,Decathlon,High Value,Salesperson,2562270.70,919,2788.11,501.31,4999.05
Sports & Outdoors,Decathlon,High Value,Senior Salesperson,2064382.25,746,2767.27,516.27,4994.72
Sports & Outdoors,Decathlon,In-Store Regular,Manager,2403652.12,865,2778.79,508.18,4992.34
Sports & Outdoors,Decathlon,In-Store Regular,Sales Associate,2291962.48,830,2761.40,526.70,4999.17
Sports & Outdoors,Decathlon,In-Store Regular,Salesperson,2344246.54,843,2780.84,501.50,4999.77
Sports & Outdoors,Decathlon,In-Store Regular,Senior Salesperson,2112695.22,739,2858.86,509.56,4997.59
Sports & Outdoors,Decathlon,Loyal Customer,Manager,2201279.16,801,2748.16,507.87,4989.93
Sports & Outdoors,Decathlon,Loyal Customer,Sales Associate,2520569.98,916,2751.71,504.68,4979.33
Sports & Outdoors,Decathlon,Loyal Customer,Salesperson,2393525.54,869,2754.34,503.70,4993.65
Sports & Outdoors,Decathlon,Loyal Customer,Senior Salesperson,2035789.26,735,2769.78,501.43,4996.95
Sports & Outdoors,Decathlon,Occasional Shopper,Manager,2262542.19,854,2649.35,500.07,4989.89
Sports & Outdoors,Decathlon,Occasional Shopper,Sales Associate,2481921.95,885,2804.43,500.39,4989.97
Sports & Outdoors,Decathlon,Occasional Shopper,Salesperson,2352848.53,864,2723.20,508.28,4987.28
Sports & Outdoors,Decathlon,Occasional Shopper,Senior Salesperson,2193579.52,793,2766.18,515.06,4997.17
Sports & Outdoors,Decathlon,Online Shopper,Manager,2251941.07,808,2787.06,505.40,4999.97
Sports & Outdoors,Decathlon,Online Shopper,Sales Associate,2369775.47,885,2677.71,510.72,4998.97
Sports & Outdoors,Decathlon,Online Shopper,Salesperson,2393308.97,851,2812.35,500.15,4997.16
Sports & Outdoors,Decathlon,Online Shopper,Senior Salesperson,2262823.57,831,2723.01,509.74,4994.89
Sports & Outdoors,Decathlon,Premium Shopper,Manager,2315077.31,859,2695.08,508.38,4997.72
Sports & Outdoors,Decathlon,Premium Shopper,Sales Associate,2258543.00,842,2682.36,500.23,4985.18
Sports & Outdoors,Decathlon,Premium Shopper,Salesperson,2424385.62,884,2742.52,500.60,4994.09
Sports & Outdoors,Decathlon,Premium Shopper,Senior Salesperson,2005186.33,733,2735.59,521.60,4994.28
Sports & Outdoors,Nike,Budget Shopper,Manager,2360838.08,841,2807.18,509.54,4992.94
Sports & Outdoors,Nike,Budget Shopper,Sales Associate,2340285.20,865,2705.53,503.94,4992.54
Sports & Outdoors,Nike,Budget Shopper,Salesperson,2361143.00,859,2748.71,503.37,4996.03
Sports & Outdoors,Nike,Budget Shopper,Senior Salesperson,2194135.59,783,2802.22,500.80,4994.02
Sports & Outdoors,Nike,Churn Risk,Manager,2398817.16,867,2766.80,501.18,4996.57
Sports & Outdoors,Nike,Churn Risk,Sales Associate,2573447.11,916,2809.44,502.55,4998.73
Sports & Outdoors,Nike,Churn Risk,Salesperson,2317705.29,844,2746.10,503.06,4987.00
Sports & Outdoors,Nike,Churn Risk,Senior Salesperson,2184240.90,780,2800.31,500.07,4999.05
Sports & Outdoors,Nike,Deal Seeker,Manager,2356988.29,865,2724.84,512.09,4995.72
Sports & Outdoors,Nike,Deal Seeker,Sales Associate,2584593.27,909,2843.34,502.29,4997.60
Sports & Outdoors,Nike,Deal Seeker,Salesperson,2406920.51,856,2811.82,501.05,4999.02
Sports & Outdoors,Nike,Deal Seeker,Senior Salesperson,2130111.08,772,2759.21,502.99,4999.44
Sports & Outdoors,Nike,First-time Buyer,Manager,2322961.02,866,2682.40,504.23,4987.64
Sports & Outdoors,Nike,First-time Buyer,Sales Associate,2469481.74,899,2746.92,507.57,4999.02
Sports & Outdoors,Nike,First-time Buyer,Salesperson,2407327.02,880,2735.60,500.01,4998.69
Sports & Outdoors,Nike,First-time Buyer,Senior Salesperson,2215673.35,790,2804.65,516.57,4992.74
Sports & Outdoors,Nike,High Value,Manager,2318477.79,872,2658.80,500.14,4995.45
Sports & Outdoors,Nike,High Value,Sales Associate,2223896.09,818,2718.70,505.34,4997.19
Sports & Outdoors,Nike,High Value,Salesperson,2563046.08,888,2886.31,505.18,4998.95
Sports & Outdoors,Nike,High Value,Senior Salesperson,2132089.01,769,2772.55,511.53,4997.66
Sports & Outdoors,Nike,In-Store Regular,Manager,2457308.63,886,2773.49,502.42,4989.50
Sports & Outdoors,Nike,In-Store Regular,Sales Associate,2388394.88,888,2689.63,523.22,4998.83
Sports & Outdoors,Nike,In-Store Regular,Salesperson,2440619.15,889,2745.35,517.57,4997.94
Sports & Outdoors,Nike,In-Store Regular,Senior Salesperson,2018714.60,739,2731.68,501.97,4986.53
Sports & Outdoors,Nike,Loyal Customer,Manager,2303942.61,842,2736.27,501.30,4999.83
Sports & Outdoors,Nike,Loyal Customer,Sales Associate,2465348.58,915,2694.37,501.50,4998.97
Sports & Outdoors,Nike,Loyal Customer,Salesperson,2265167.15,842,2690.22,503.87,4993.65
Sports & Outdoors,Nike,Loyal Customer,Senior Salesperson,2024388.14,752,2692.01,501.07,4989.56
Sports & Outdoors,Nike,Occasional Shopper,Manager,2301962.86,851,2705.01,503.65,4993.39
Sports & Outdoors,Nike,Occasional Shopper,Sales Associate,2481947.31,921,2694.84,503.69,4998.50
Sports & Outdoors,Nike,Occasional Shopper,Salesperson,2504162.74,901,2779.31,505.19,4996.93
Sports & Outdoors,Nike,Occasional Shopper,Senior Salesperson,2026706.99,735,2757.42,509.96,4998.21
Sports & Outdoors,Nike,Online Shopper,Manager,2341037.13,835,2803.64,509.98,4996.32
Sports & Outdoors,Nike,Online Shopper,Sales Associate,2308346.40,840,2748.03,505.27,4978.91
Sports & Outdoors,Nike,Online Shopper,Salesperson,2388118.62,884,2701.49,520.40,4996.11
Sports & Outdoors,Nike,Online Shopper,Senior Salesperson,2165750.77,780,2776.60,503.08,4998.38
Sports & Outdoors,Nike,Premium Shopper,Manager,2294764.98,813,2822.59,513.90,4999.67
Sports & Outdoors,Nike,Premium Shopper,Sales Associate,2374985.78,868,2736.16,509.26,4999.19
Sports & Outdoors,Nike,Premium Shopper,Salesperson,2405279.06,853,2819.79,500.79,4995.92
Sports & Outdoors,Nike,Premium Shopper,Senior Salesperson,2110462.02,740,2851.98,500.31,4996.44
Sports & Outdoors,Puma,Budget Shopper,Manager,2310204.96,839,2753.52,501.48,4983.99
Sports & Outdoors,Puma,Budget Shopper,Sales Associate,2416424.14,852,2836.18,506.68,4991.44
Sports & Outdoors,Puma,Budget Shopper,Salesperson,2303304.06,869,2650.52,509.04,4983.34
Sports & Outdoors,Puma,Budget Shopper,Senior Salesperson,2186974.28,782,2796.64,510.88,4997.46
Sports & Outdoors,Puma,Churn Risk,Manager,2482023.83,893,2779.42,502.49,4998.60
Sports & Outdoors,Puma,Churn Risk,Sales Associate,2256305.58,833,2708.65,506.78,4997.51
Sports & Outdoors,Puma,Churn Risk,Salesperson,2365109.33,856,2762.98,502.77,4996.88
Sports & Outdoors,Puma,Churn Risk,Senior Salesperson,2225332.22,802,2774.73,501.93,4990.76
Sports & Outdoors,Puma,Deal Seeker,Manager,2370510.25,844,2808.66,501.96,4998.69
Sports & Outdoors,Puma,Deal Seeker,Sales Associate,2457054.12,892,2754.54,502.43,4997.56
Sports & Outdoors,Puma,Deal Seeker,Salesperson,2444146.40,891,2743.15,500.66,4998.09
Sports & Outdoors,Puma,Deal Seeker,Senior Salesperson,2213282.91,792,2794.55,503.44,4989.37
Sports & Outdoors,Puma,First-time Buyer,Manager,2372922.29,856,2772.11,500.04,4991.31
Sports & Outdoors,Puma,First-time Buyer,Sales Associate,2459066.73,900,2732.30,504.07,4993.79
Sports & Outdoors,Puma,First-time Buyer,Salesperson,2323336.72,840,2765.88,508.24,4994.88
Sports & Outdoors,Puma,First-time Buyer,Senior Salesperson,2077215.60,765,2715.31,511.61,4996.42
Sports & Outdoors,Puma,High Value,Manager,2424840.55,869,2790.38,502.72,4995.61
Sports & Outdoors,Puma,High Value,Sales Associate,2541882.69,913,2784.10,500.10,4991.64
Sports & Outdoors,Puma,High Value,Salesperson,2517075.77,910,2766.02,500.37,4998.01
Sports & Outdoors,Puma,High Value,Senior Salesperson,2209021.05,798,2768.20,500.03,4999.61
Sports & Outdoors,Puma,In-Store Regular,Manager,2287098.50,807,2834.07,509.15,4989.36
Sports & Outdoors,Puma,In-Store Regular,Sales Associate,2503523.53,930,2691.96,506.20,4995.46
Sports & Outdoors,Puma,In-Store Regular,Salesperson,2264862.52,855,2648.96,502.54,4999.89
Sports & Outdoors,Puma,In-Store Regular,Senior Salesperson,2114705.76,779,2714.64,516.03,4996.45
Sports & Outdoors,Puma,Loyal Customer,Manager,2261620.99,814,2778.40,529.41,4995.36
Sports & Outdoors,Puma,Loyal Customer,Sales Associate,2361348.97,867,2723.59,510.77,4996.57
Sports & Outdoors,Puma,Loyal Customer,Salesperson,2270220.78,825,2751.78,503.10,4997.04
Sports & Outdoors,Puma,Loyal Customer,Senior Salesperson,2171762.85,800,2714.70,503.52,4996.09
Sports & Outdoors,Puma,Occasional Shopper,Manager,2198609.07,817,2691.08,503.81,4983.32
Sports & Outdoors,Puma,Occasional Shopper,Sales Associate,2495103.49,889,2806.64,503.87,4991.15
Sports & Outdoors,Puma,Occasional Shopper,Salesperson,2409168.03,880,2737.69,500.41,4998.46
Sports & Outdoors,Puma,Occasional Shopper,Senior Salesperson,2074521.69,774,2680.26,502.29,4996.43
Sports & Outdoors,Puma,Online Shopper,Manager,2228786.66,815,2734.71,500.04,4984.92
Sports & Outdoors,Puma,Online Shopper,Sales Associate,2462627.74,884,2785.78,503.49,4999.78
Sports & Outdoors,Puma,Online Shopper,Salesperson,2337169.65,860,2717.64,502.74,4992.50
Sports & Outdoors,Puma,Online Shopper,Senior Salesperson,2129068.57,771,2761.44,509.87,4994.48
Sports & Outdoors,Puma,Premium Shopper,Manager,2318946.54,832,2787.20,504.35,4995.80
Sports & Outdoors,Puma,Premium Shopper,Sales Associate,2268682.83,819,2770.06,508.13,4986.87
Sports & Outdoors,Puma,Premium Shopper,Salesperson,2210117.01,839,2634.23,509.04,4994.03
Sports & Outdoors,Puma,Premium Shopper,Senior Salesperson,2082779.92,762,2733.31,500.81,4997.06
Sports & Outdoors,Reebok,Budget Shopper,Manager,2290418.18,827,2769.55,500.04,4996.39
Sports & Outdoors,Reebok,Budget Shopper,Sales Associate,2406613.97,855,2814.75,506.53,4990.45
Sports & Outdoors,Reebok,Budget Shopper,Salesperson,2324836.97,851,2731.89,506.05,4998.61
Sports & Outdoors,Reebok,Budget Shopper,Senior Salesperson,2014316.47,759,2653.91,500.26,4996.08
Sports & Outdoors,Reebok,Churn Risk,Manager,2456010.03,883,2781.44,525.16,4995.06
Sports & Outdoors,Reebok,Churn Risk,Sales Associate,2552596.08,928,2750.64,506.24,4997.68
Sports & Outdoors,Reebok,Churn Risk,Salesperson,2502660.21,909,2753.20,506.11,4995.99
Sports & Outdoors,Reebok,Churn Risk,Senior Salesperson,2166415.27,787,2752.75,506.58,4998.24
Sports & Outdoors,Reebok,Deal Seeker,Manager,2284826.14,832,2746.19,514.92,4999.30
Sports & Outdoors,Reebok,Deal Seeker,Sales Associate,2504646.74,938,2670.20,502.11,4999.33
Sports & Outdoors,Reebok,Deal Seeker,Salesperson,2450396.73,898,2728.73,505.03,4997.82
Sports & Outdoors,Reebok,Deal Seeker,Senior Salesperson,1953206.93,721,2709.02,505.26,4988.82
Sports & Outdoors,Reebok,First-time Buyer,Manager,2297381.05,839,2738.24,507.75,4986.35
Sports & Outdoors,Reebok,First-time Buyer,Sales Associate,2358416.20,843,2797.65,500.37,4989.45
Sports & Outdoors,Reebok,First-time Buyer,Salesperson,2415630.13,859,2812.14,502.16,4996.59
Sports & Outdoors,Reebok,First-time Buyer,Senior Salesperson,2127432.39,782,2720.50,502.81,4988.78
Sports & Outdoors,Reebok,High Value,Manager,2354981.61,846,2783.67,503.56,4998.53
Sports & Outdoors,Reebok,High Value,Sales Associate,2460539.16,880,2796.07,514.21,4996.75
Sports & Outdoors,Reebok,High Value,Salesperson,2212978.73,831,2663.03,505.89,4996.35
Sports & Outdoors,Reebok,High Value,Senior Salesperson,2210777.30,790,2798.45,502.36,4996.31
Sports & Outdoors,Reebok,In-Store Regular,Manager,2456614.36,874,2810.77,504.56,4998.42
Sports & Outdoors,Reebok,In-Store Regular,Sales Associate,2459745.60,880,2795.17,511.10,4992.08
