customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
In-Store Regular,Small Stores / Shops,Winter Wonders Sale,1893906.39,713,2656.25,510.35,4999.21
In-Store Regular,Supermarkets ,12 Days of Deals,1984359.25,701,2830.75,501.44,4999.60
In-Store Regular,Supermarkets ,Autumn Deals Drive,1922300.12,718,2677.30,509.50,4999.09
In-Store Regular,Supermarkets ,BOGO Blitz,1885375.35,675,2793.15,504.57,4998.29
In-Store Regular,Supermarkets ,Back to School Boost,1797359.06,665,2702.80,502.61,4988.68
In-Store Regular,Supermarkets ,Birthday Bash Sale,1870489.46,663,2821.25,507.54,4991.13
In-Store Regular,Supermarkets ,Black Friday Blowout,2024896.77,733,2762.48,505.50,4998.42
In-Store Regular,Supermarkets ,Cart Crasher Campaign,1966204.78,702,2800.86,514.16,4980.08
In-Store Regular,Supermarkets ,Cashback Carnival,1859541.58,690,2694.99,503.09,4996.22
In-Store Regular,Supermarkets ,Clearance Countdown,1811501.28,688,2633.00,513.24,4993.56
In-Store Regular,Supermarkets ,Countdown to Savings,1724040.52,657,2624.11,501.16,4997.94
In-Store Regular,Supermarkets ,Customer Appreciation Week,1887302.34,689,2739.19,506.67,4984.08
In-Store Regular,Supermarkets ,Cyber Monday Mania,1867393.72,680,2746.17,507.95,4990.68
In-Store Regular,Supermarkets ,Deal of the Month,1864519.11,662,2816.49,503.22,4999.89
In-Store Regular,Supermarkets ,Double Points Bonanza,1795325.72,672,2671.62,503.76,4993.12
In-Store Regular,Supermarkets ,Early Bird Specials,1836695.04,669,2745.43,506.38,4997.74
In-Store Regular,Supermarkets ,End of Season Sale,1750414.15,633,2765.27,507.40,4997.96
In-Store Regular,Supermarkets ,Exclusive Insider Offers,1864178.11,684,2725.41,504.09,4998.51
In-Store Regular,Supermarkets ,Festive Fever Promo,2055587.69,746,2755.48,503.23,4999.21
In-Store Regular,Supermarkets ,Final Call Frenzy,1846139.13,679,2718.91,511.69,4999.33
In-Store Regular,Supermarkets ,Flash Frenzy Friday,1813813.22,675,2687.13,508.02,4995.77
In-Store Regular,Supermarkets ,"Gift More, Spend Less",1847365.35,687,2689.03,503.59,4994.74
In-Store Regular,Supermarkets ,Golden Hour Bargains,1831464.18,695,2635.20,500.16,4991.19
In-Store Regular,Supermarkets ,Green Weekend Deals,1900654.19,695,2734.75,508.74,4999.53
In-Store Regular,Supermarkets ,Happy Hour Discounts,1891791.70,673,2810.98,510.31,4990.56
In-Store Regular,Supermarkets ,Holiday Shopping Rush,1759578.59,662,2657.97,500.69,4999.33
In-Store Regular,Supermarkets ,Hot Picks Promo,1876923.05,666,2818.20,516.46,4989.96
In-Store Regular,Supermarkets ,Instant Gratification Sale,1988760.89,700,2841.09,500.03,4999.70
In-Store Regular,Supermarkets ,Limited Time Treasures,1769990.78,665,2661.64,503.33,4975.18
In-Store Regular,Supermarkets ,Loyalty Rewards Blast,1913902.93,703,2722.48,504.51,4983.94
In-Store Regular,Supermarkets ,Mega Weekend Bonanza,1856374.52,688,2698.22,507.71,4997.10
In-Store Regular,Supermarkets ,Mid-Year Madness,1890731.73,677,2792.81,505.91,4990.14
In-Store Regular,Supermarkets ,Midnight Madness,1975887.60,697,2834.85,500.45,4992.08
In-Store Regular,Supermarkets ,Mystery Discount Days,2004465.36,728,2753.39,503.39,4977.60
In-Store Regular,Supermarkets ,New Arrival Showcase,1914888.93,686,2791.38,509.28,4995.02
In-Store Regular,Supermarkets ,New Product Launch Promo,1999520.26,734,2724.14,501.76,4996.63
In-Store Regular,Supermarkets ,New Year Kickoff,1940247.58,704,2756.03,505.38,4989.93
In-Store Regular,Supermarkets ,Price Drop Parade,1893190.00,694,2727.94,503.25,4999.58
In-Store Regular,Supermarkets ,Red Tag Clearance,1828848.63,676,2705.40,504.22,4995.93
In-Store Regular,Supermarkets ,Seasonal Surprise Box,1827548.52,675,2707.48,508.60,4986.23
In-Store Regular,Supermarkets ,Shop & Save Spectacular,1877422.97,680,2760.92,503.16,4991.97
In-Store Regular,Supermarkets ,Smart Shopper Week,1875374.67,685,2737.77,512.34,4994.55
In-Store Regular,Supermarkets ,Spring Refresh Event,1863264.78,673,2768.60,500.05,4998.45
In-Store Regular,Supermarkets ,Spring Splash Discounts,1905324.44,658,2895.63,501.80,4991.29
In-Store Regular,Supermarkets ,Summer Sizzle Promo,1902920.68,678,2806.67,502.32,4993.62
In-Store Regular,Supermarkets ,Super Savings Week,1904846.89,693,2748.70,513.58,4996.48
In-Store Regular,Supermarkets ,Ultimate Value Event,2064856.48,744,2775.34,501.78,4995.70
In-Store Regular,Supermarkets ,VIP Access Sale,1833561.18,660,2778.12,508.01,4997.93
In-Store Regular,Supermarkets ,Weekend Warrior Specials,1798321.21,647,2779.48,514.84,4997.30
In-Store Regular,Supermarkets ,Winter Clearance Carnival,1936585.53,711,2723.75,504.68,4999.77
In-Store Regular,Supermarkets ,Winter Wonders Sale,1838969.48,693,2653.64,520.80,4998.47
Loyal Customer,Large Malls / Complexes,12 Days of Deals,1751643.37,641,2732.67,504.41,4992.13
Loyal Customer,Large Malls / Complexes,Autumn Deals Drive,1733267.32,631,2746.86,500.76,4994.06
Loyal Customer,Large Malls / Complexes,BOGO Blitz,1706309.52,632,2699.86,504.25,4998.71
Loyal Customer,Large Malls / Complexes,Back to School Boost,1713162.61,660,2595.70,522.55,4996.96
Loyal Customer,Large Malls / Complexes,Birthday Bash Sale,1723790.66,617,2793.83,508.14,4999.34
Loyal Customer,Large Malls / Complexes,Black Friday Blowout,1656915.83,603,2747.79,508.77,4999.69
Loyal Customer,Large Malls / Complexes,Cart Crasher Campaign,1661907.47,610,2724.44,510.35,4998.01
Loyal Customer,Large Malls / Complexes,Cashback Carnival,1708584.74,616,2773.68,504.12,4997.90
Loyal Customer,Large Malls / Complexes,Clearance Countdown,1815990.31,666,2726.71,513.98,4990.06
Loyal Customer,Large Malls / Complexes,Countdown to Savings,1777826.02,640,2777.85,509.66,4999.16
Loyal Customer,Large Malls / Complexes,Customer Appreciation Week,1674105.22,618,2708.91,510.46,4988.67
Loyal Customer,Large Malls / Complexes,Cyber Monday Mania,1863803.47,659,2828.23,501.43,4999.50
Loyal Customer,Large Malls / Complexes,Deal of the Month,1656819.43,617,2685.28,500.90,4986.57
Loyal Customer,Large Malls / Complexes,Double Points Bonanza,1648807.40,605,2725.30,502.33,4996.95
Loyal Customer,Large Malls / Complexes,Early Bird Specials,1722982.97,644,2675.44,502.97,4989.56
Loyal Customer,Large Malls / Complexes,End of Season Sale,1605929.84,580,2768.84,503.57,4992.39
Loyal Customer,Large Malls / Complexes,Exclusive Insider Offers,1773645.14,647,2741.34,503.34,4995.77
Loyal Customer,Large Malls / Complexes,Festive Fever Promo,1720044.98,636,2704.47,512.10,4991.54
Loyal Customer,Large Malls / Complexes,Final Call Frenzy,1761620.62,638,2761.16,522.73,4964.55
Loyal Customer,Large Malls / Complexes,Flash Frenzy Friday,1760279.57,641,2746.15,503.14,4995.53
Loyal Customer,Large Malls / Complexes,"Gift More, Spend Less",1584567.38,569,2784.83,502.35,4993.57
Loyal Customer,Large Malls / Complexes,Golden Hour Bargains,1925200.43,660,2916.97,501.59,4995.77
Loyal Customer,Large Malls / Complexes,Green Weekend Deals,1691238.65,630,2684.51,503.85,4994.05
Loyal Customer,Large Malls / Complexes,Happy Hour Discounts,1674797.28,617,2714.42,516.34,4989.58
Loyal Customer,Large Malls / Complexes,Holiday Shopping Rush,1833279.56,673,2724.04,506.69,4996.42
Loyal Customer,Large Malls / Complexes,Hot Picks Promo,1738289.56,630,2759.19,501.49,4999.96
Loyal Customer,Large Malls / Complexes,Instant Gratification Sale,1676250.76,613,2734.50,501.41,4995.76
Loyal Customer,Large Malls / Complexes,Limited Time Treasures,1786254.10,659,2710.55,515.91,4994.63
Loyal Customer,Large Malls / Complexes,Loyalty Rewards Blast,1756576.38,636,2761.91,501.80,4982.90
Loyal Customer,Large Malls / Complexes,Mega Weekend Bonanza,1799561.53,641,2807.43,505.20,4996.49
Loyal Customer,Large Malls / Complexes,Mid-Year Madness,1622248.72,575,2821.30,500.32,4998.26
Loyal Customer,Large Malls / Complexes,Midnight Madness,1800331.12,650,2769.74,504.76,4999.83
Loyal Customer,Large Malls / Complexes,Mystery Discount Days,1758495.73,645,2726.35,506.69,4986.37
Loyal Customer,Large Malls / Complexes,New Arrival Showcase,1916549.17,665,2882.03,511.56,4986.42
Loyal Customer,Large Malls / Complexes,New Product Launch Promo,1719044.12,644,2669.32,512.05,4997.47
Loyal Customer,Large Malls / Complexes,New Year Kickoff,1637424.41,615,2662.48,504.68,4988.70
Loyal Customer,Large Malls / Complexes,Price Drop Parade,1675186.50,621,2697.56,507.14,4993.00
Loyal Customer,Large Malls / Complexes,Red Tag Clearance,1574222.80,581,2709.51,505.74,4990.77
Loyal Customer,Large Malls / Complexes,Seasonal Surprise Box,1689136.08,630,2681.17,501.63,4998.58
Loyal Customer,Large Malls / Complexes,Shop & Save Spectacular,1715876.46,601,2855.04,500.18,4996.07
Loyal Customer,Large Malls / Complexes,Smart Shopper Week,1716877.04,629,2729.53,500.56,4999.40
Loyal Customer,Large Malls / Complexes,Spring Refresh Event,1813347.47,646,2807.04,521.71,4998.88
Loyal Customer,Large Malls / Complexes,Spring Splash Discounts,1828097.73,662,2761.48,515.99,4976.41
Loyal Customer,Large Malls / Complexes,Summer Sizzle Promo,1788578.71,649,2755.90,506.96,4988.04
Loyal Customer,Large Malls / Complexes,Super Savings Week,1723024.98,624,2761.26,510.14,4993.53
Loyal Customer,Large Malls / Complexes,Ultimate Value Event,1599373.61,581,2752.79,502.11,4981.33
Loyal Customer,Large Malls / Complexes,VIP Access Sale,1789405.62,659,2715.33,507.72,4999.97
Loyal Customer,Large Malls / Complexes,Weekend Warrior Specials,1851923.87,669,2768.20,501.07,4993.66
Loyal Customer,Large Malls / Complexes,Winter Clearance Carnival,1814707.53,641,2831.06,509.43,4991.69
Loyal Customer,Large Malls / Complexes,Winter Wonders Sale,1704502.76,625,2727.20,500.27,4997.81
Loyal Customer,Small Stores / Shops,12 Days of Deals,1784618.30,661,2699.88,507.87,4993.15
Loyal Customer,Small Stores / Shops,Autumn Deals Drive,1908747.51,695,2746.40,514.26,4998.96
Loyal Customer,Small Stores / Shops,BOGO Blitz,1785158.73,637,2802.45,503.91,4998.67
Loyal Customer,Small Stores / Shops,Back to School Boost,1932632.60,711,2718.19,528.82,4990.27
Loyal Customer,Small Stores / Shops,Birthday Bash Sale,1910041.13,680,2808.88,500.58,4998.00
Loyal Customer,Small Stores / Shops,Black Friday Blowout,1783537.46,650,2743.90,505.39,4999.22
Loyal Customer,Small Stores / Shops,Cart Crasher Campaign,1775226.22,644,2756.56,508.56,4983.78
Loyal Customer,Small Stores / Shops,Cashback Carnival,1787937.34,647,2763.43,521.24,4994.46
Loyal Customer,Small Stores / Shops,Clearance Countdown,1893132.80,696,2720.02,500.08,4987.53
Loyal Customer,Small Stores / Shops,Countdown to Savings,1930853.28,708,2727.19,508.05,4996.57
Loyal Customer,Small Stores / Shops,Customer Appreciation Week,1965771.14,699,2812.26,503.78,4994.15
Loyal Customer,Small Stores / Shops,Cyber Monday Mania,1782111.96,642,2775.88,527.71,4995.91
Loyal Customer,Small Stores / Shops,Deal of the Month,1839275.61,665,2765.83,500.38,4996.71
Loyal Customer,Small Stores / Shops,Double Points Bonanza,1825858.72,696,2623.36,512.55,4998.97
Loyal Customer,Small Stores / Shops,Early Bird Specials,1913788.19,696,2749.70,503.37,4982.76
Loyal Customer,Small Stores / Shops,End of Season Sale,1889679.10,650,2907.20,500.37,4993.65
Loyal Customer,Small Stores / Shops,Exclusive Insider Offers,1877955.72,678,2769.85,502.99,4997.63
Loyal Customer,Small Stores / Shops,Festive Fever Promo,1889832.66,693,2727.03,502.80,4986.51
Loyal Customer,Small Stores / Shops,Final Call Frenzy,1922511.75,705,2726.97,501.47,4987.28
Loyal Customer,Small Stores / Shops,Flash Frenzy Friday,1694733.54,619,2737.86,504.44,4989.81
Loyal Customer,Small Stores / Shops,"Gift More, Spend Less",1927014.09,693,2780.68,506.16,4997.34
Loyal Customer,Small Stores / Shops,Golden Hour Bargains,1725496.19,637,2708.79,501.07,4989.95
Loyal Customer,Small Stores / Shops,Green Weekend Deals,1749881.87,666,2627.45,503.53,4995.36
Loyal Customer,Small Stores / Shops,Happy Hour Discounts,1807415.92,665,2717.92,501.29,4996.65
Loyal Customer,Small Stores / Shops,Holiday Shopping Rush,1847232.51,673,2744.77,503.52,4996.20
Loyal Customer,Small Stores / Shops,Hot Picks Promo,1945137.83,706,2755.15,502.22,4997.69
Loyal Customer,Small Stores / Shops,Instant Gratification Sale,1956040.44,698,2802.35,503.24,4994.91
Loyal Customer,Small Stores / Shops,Limited Time Treasures,1791622.12,640,2799.41,534.44,4992.86
Loyal Customer,Small Stores / Shops,Loyalty Rewards Blast,1811644.47,647,2800.07,503.40,4994.77
Loyal Customer,Small Stores / Shops,Mega Weekend Bonanza,1803459.91,658,2740.82,504.97,4995.11
Loyal Customer,Small Stores / Shops,Mid-Year Madness,1932562.91,701,2756.87,504.23,4997.51
Loyal Customer,Small Stores / Shops,Midnight Madness,1818566.63,681,2670.44,500.50,4997.31
Loyal Customer,Small Stores / Shops,Mystery Discount Days,2015762.94,714,2823.20,530.13,4994.86
Loyal Customer,Small Stores / Shops,New Arrival Showcase,1810482.47,670,2702.21,500.17,4996.94
Loyal Customer,Small Stores / Shops,New Product Launch Promo,1905227.21,668,2852.14,509.55,4998.56
Loyal Customer,Small Stores / Shops,New Year Kickoff,1750755.94,650,2693.47,515.75,4981.24
Loyal Customer,Small Stores / Shops,Price Drop Parade,1937287.80,699,2771.51,500.50,4999.68
Loyal Customer,Small Stores / Shops,Red Tag Clearance,1828180.74,654,2795.38,521.04,4997.86
Loyal Customer,Small Stores / Shops,Seasonal Surprise Box,1862178.11,676,2754.70,501.30,4997.09
Loyal Customer,Small Stores / Shops,Shop & Save Spectacular,1874759.18,666,2814.95,503.19,4992.07
Loyal Customer,Small Stores / Shops,Smart Shopper Week,1842672.95,677,2721.82,516.12,4993.43
Loyal Customer,Small Stores / Shops,Spring Refresh Event,1843804.18,659,2797.88,509.43,4997.36
Loyal Customer,Small Stores / Shops,Spring Splash Discounts,1957931.24,700,2797.04,506.84,4999.83
Loyal Customer,Small Stores / Shops,Summer Sizzle Promo,1992360.63,711,2802.19,501.65,4998.66
Loyal Customer,Small Stores / Shops,Super Savings Week,1857877.29,675,2752.41,513.38,4998.42
Loyal Customer,Small Stores / Shops,Ultimate Value Event,1845621.10,668,2762.91,501.69,4999.80
Loyal Customer,Small Stores / Shops,VIP Access Sale,1828099.68,657,2782.50,520.38,4999.89
Loyal Customer,Small Stores / Shops,Weekend Warrior Specials,1786417.78,653,2735.71,503.07,4999.20
Loyal Customer,Small Stores / Shops,Winter Clearance Carnival,1809448.59,654,2766.74,503.87,4989.13
Loyal Customer,Small Stores / Shops,Winter Wonders Sale,1873477.89,702,2668.77,515.32,4993.15
Loyal Customer,Supermarkets ,12 Days of Deals,1897928.20,700,2711.33,508.44,4999.32
Loyal Customer,Supermarkets ,Autumn Deals Drive,1921511.60,711,2702.55,517.18,4996.09
Loyal Customer,Supermarkets ,BOGO Blitz,1915670.36,704,2721.12,508.28,4999.75
Loyal Customer,Supermarkets ,Back to School Boost,1785949.49,665,2685.64,505.29,4988.37
Loyal Customer,Supermarkets ,Birthday Bash Sale,1933365.59,708,2730.74,500.20,4998.56
Loyal Customer,Supermarkets ,Black Friday Blowout,1901929.81,694,2740.53,525.43,4999.91
Loyal Customer,Supermarkets ,Cart Crasher Campaign,1921148.86,703,2732.79,508.00,4986.87
Loyal Customer,Supermarkets ,Cashback Carnival,1766692.64,656,2693.13,505.38,4994.46
Loyal Customer,Supermarkets ,Clearance Countdown,2046946.41,743,2754.97,512.22,4993.94
Loyal Customer,Supermarkets ,Countdown to Savings,1911929.21,694,2754.94,507.32,4976.09
Loyal Customer,Supermarkets ,Customer Appreciation Week,1925265.66,710,2711.64,508.53,4997.65
Loyal Customer,Supermarkets ,Cyber Monday Mania,1932844.19,707,2733.87,504.57,4994.22
Loyal Customer,Supermarkets ,Deal of the Month,1990410.09,723,2752.99,505.93,4998.97
Loyal Customer,Supermarkets ,Double Points Bonanza,2009496.55,704,2854.40,504.72,4997.23
Loyal Customer,Supermarkets ,Early Bird Specials,1888115.46,658,2869.48,507.63,4997.79
Loyal Customer,Supermarkets ,End of Season Sale,1824441.13,673,2710.91,522.55,4997.29
Loyal Customer,Supermarkets ,Exclusive Insider Offers,2030965.12,721,2816.87,510.64,4998.93
Loyal Customer,Supermarkets ,Festive Fever Promo,1885056.43,699,2696.79,506.01,4992.90
Loyal Customer,Supermarkets ,Final Call Frenzy,1835049.07,665,2759.47,503.00,4992.74
Loyal Customer,Supermarkets ,Flash Frenzy Friday,1932266.01,696,2776.24,508.18,4998.23
Loyal Customer,Supermarkets ,"Gift More, Spend Less",1898691.84,708,2681.77,501.94,4997.42
Loyal Customer,Supermarkets ,Golden Hour Bargains,1862388.67,674,2763.19,504.46,4990.85
Loyal Customer,Supermarkets ,Green Weekend Deals,1983324.16,695,2853.70,512.50,4997.02
Loyal Customer,Supermarkets ,Happy Hour Discounts,1937045.03,704,2751.48,510.98,4971.80
Loyal Customer,Supermarkets ,Holiday Shopping Rush,1723889.24,621,2775.99,500.68,4980.40
Loyal Customer,Supermarkets ,Hot Picks Promo,2108539.17,757,2785.39,513.45,4997.12
Loyal Customer,Supermarkets ,Instant Gratification Sale,1932292.79,710,2721.54,508.53,4996.19
Loyal Customer,Supermarkets ,Limited Time Treasures,1882223.31,687,2739.77,500.84,4999.73
Loyal Customer,Supermarkets ,Loyalty Rewards Blast,2017856.29,745,2708.53,502.78,4993.48
Loyal Customer,Supermarkets ,Mega Weekend Bonanza,1894844.75,676,2803.02,527.14,4999.15
Loyal Customer,Supermarkets ,Mid-Year Madness,1977341.16,702,2816.73,517.08,4993.10
Loyal Customer,Supermarkets ,Midnight Madness,2020299.48,717,2817.71,503.86,4997.26
Loyal Customer,Supermarkets ,Mystery Discount Days,1753779.50,647,2710.63,503.05,4999.85
Loyal Customer,Supermarkets ,New Arrival Showcase,1839279.32,688,2673.37,506.32,4998.09
Loyal Customer,Supermarkets ,New Product Launch Promo,1900774.00,688,2762.75,507.93,4988.26
Loyal Customer,Supermarkets ,New Year Kickoff,1954707.71,702,2784.48,505.95,4994.72
Loyal Customer,Supermarkets ,Price Drop Parade,1893534.80,684,2768.33,506.33,4999.50
Loyal Customer,Supermarkets ,Red Tag Clearance,1993184.63,711,2803.35,502.12,4990.32
Loyal Customer,Supermarkets ,Seasonal Surprise Box,1866396.88,667,2798.20,503.60,4990.80
Loyal Customer,Supermarkets ,Shop & Save Spectacular,1976346.39,711,2779.67,504.07,4997.54
Loyal Customer,Supermarkets ,Smart Shopper Week,1869572.55,671,2786.25,511.85,4998.20
Loyal Customer,Supermarkets ,Spring Refresh Event,1972258.99,717,2750.71,519.21,4995.73
Loyal Customer,Supermarkets ,Spring Splash Discounts,1888817.77,689,2741.39,508.55,4994.80
Loyal Customer,Supermarkets ,Summer Sizzle Promo,2064415.83,733,2816.39,508.47,4982.47
Loyal Customer,Supermarkets ,Super Savings Week,1952323.63,703,2777.13,514.08,4998.75
Loyal Customer,Supermarkets ,Ultimate Value Event,1950016.97,706,2762.06,501.61,4993.23
Loyal Customer,Supermarkets ,VIP Access Sale,1918366.37,675,2842.02,519.00,4991.78
Loyal Customer,Supermarkets ,Weekend Warrior Specials,1952126.94,702,2780.81,504.05,4999.43
Loyal Customer,Supermarkets ,Winter Clearance Carnival,1875736.08,695,2698.90,505.00,4996.11
Loyal Customer,Supermarkets ,Winter Wonders Sale,1856013.63,694,2674.37,501.94,4998.39
Occasional Shopper,Large Malls / Complexes,12 Days of Deals,1664484.26,629,2646.24,516.24,4974.34
Occasional Shopper,Large Malls / Complexes,Autumn Deals Drive,1886638.09,693,2722.42,503.74,4999.80
Occasional Shopper,Large Malls / Complexes,BOGO Blitz,1894224.83,674,2810.42,515.34,4995.36
Occasional Shopper,Large Malls / Complexes,Back to School Boost,1786962.97,645,2770.49,517.34,4986.61
Occasional Shopper,Large Malls / Complexes,Birthday Bash Sale,1703020.00,631,2698.92,510.42,4994.15
Occasional Shopper,Large Malls / Complexes,Black Friday Blowout,1792766.42,661,2712.20,507.45,4975.46
Occasional Shopper,Large Malls / Complexes,Cart Crasher Campaign,1697366.60,621,2733.28,511.39,4998.24
Occasional Shopper,Large Malls / Complexes,Cashback Carnival,1762756.22,656,2687.13,500.92,4993.29
Occasional Shopper,Large Malls / Complexes,Clearance Countdown,1611066.22,607,2654.15,503.83,4984.16
Occasional Shopper,Large Malls / Complexes,Countdown to Savings,1790458.27,654,2737.70,518.12,4998.03
Occasional Shopper,Large Malls / Complexes,Customer Appreciation Week,1765915.79,641,2754.94,520.56,4996.83
Occasional Shopper,Large Malls / Complexes,Cyber Monday Mania,1704915.42,607,2808.76,508.49,4995.39
Occasional Shopper,Large Malls / Complexes,Deal of the Month,1689654.60,603,2802.08,511.48,4996.19
Occasional Shopper,Large Malls / Complexes,Double Points Bonanza,1740607.83,629,2767.26,509.41,4999.60
Occasional Shopper,Large Malls / Complexes,Early Bird Specials,1768608.32,638,2772.11,501.20,4999.19
Occasional Shopper,Large Malls / Complexes,End of Season Sale,1742104.67,625,2787.37,504.42,4992.97
Occasional Shopper,Large Malls / Complexes,Exclusive Insider Offers,1713767.21,635,2698.85,501.94,4998.02
Occasional Shopper,Large Malls / Complexes,Festive Fever Promo,1745345.43,633,2757.26,511.83,4995.96
Occasional Shopper,Large Malls / Complexes,Final Call Frenzy,1663896.91,615,2705.52,505.58,4995.49
Occasional Shopper,Large Malls / Complexes,Flash Frenzy Friday,1687538.92,631,2674.39,504.91,4997.57
Occasional Shopper,Large Malls / Complexes,"Gift More, Spend Less",1798061.28,668,2691.71,514.09,4994.22
Occasional Shopper,Large Malls / Complexes,Golden Hour Bargains,1792666.50,649,2762.20,518.50,4999.21
Occasional Shopper,Large Malls / Complexes,Green Weekend Deals,1674839.90,620,2701.35,502.15,4987.09
Occasional Shopper,Large Malls / Complexes,Happy Hour Discounts,1697150.54,640,2651.80,501.14,4995.35
Occasional Shopper,Large Malls / Complexes,Holiday Shopping Rush,1579983.62,584,2705.45,503.29,4999.06
Occasional Shopper,Large Malls / Complexes,Hot Picks Promo,1779903.98,650,2738.31,502.01,4985.11
Occasional Shopper,Large Malls / Complexes,Instant Gratification Sale,1768214.30,652,2711.99,507.03,4998.19
Occasional Shopper,Large Malls / Complexes,Limited Time Treasures,1886662.43,668,2824.34,505.55,4984.15
Occasional Shopper,Large Malls / Complexes,Loyalty Rewards Blast,1649823.69,599,2754.30,505.77,4979.62
Occasional Shopper,Large Malls / Complexes,Mega Weekend Bonanza,1712407.01,631,2713.80,503.69,4969.18
Occasional Shopper,Large Malls / Complexes,Mid-Year Madness,1827209.77,664,2751.82,502.00,4996.93
Occasional Shopper,Large Malls / Complexes,Midnight Madness,1694007.56,602,2813.97,501.59,4998.42
Occasional Shopper,Large Malls / Complexes,Mystery Discount Days,1748486.32,640,2732.01,506.37,4994.16
Occasional Shopper,Large Malls / Complexes,New Arrival Showcase,1849485.41,673,2748.12,515.29,4991.01
Occasional Shopper,Large Malls / Complexes,New Product Launch Promo,1843829.40,650,2836.66,500.98,4985.05
Occasional Shopper,Large Malls / Complexes,New Year Kickoff,1805982.32,630,2866.64,527.88,4991.55
Occasional Shopper,Large Malls / Complexes,Price Drop Parade,1710683.76,629,2719.69,500.07,4993.49
Occasional Shopper,Large Malls / Complexes,Red Tag Clearance,1718768.43,636,2702.47,504.14,4995.30
Occasional Shopper,Large Malls / Complexes,Seasonal Surprise Box,1809868.15,653,2771.62,501.08,4997.26
Occasional Shopper,Large Malls / Complexes,Shop & Save Spectacular,1925270.62,694,2774.17,502.52,4995.89
Occasional Shopper,Large Malls / Complexes,Smart Shopper Week,1788828.14,657,2722.72,526.84,4988.05
Occasional Shopper,Large Malls / Complexes,Spring Refresh Event,1719834.67,626,2747.34,500.36,4995.05
Occasional Shopper,Large Malls / Complexes,Spring Splash Discounts,1709159.47,635,2691.59,502.30,4977.26
Occasional Shopper,Large Malls / Complexes,Summer Sizzle Promo,1780938.93,644,2765.43,503.74,4995.74
Occasional Shopper,Large Malls / Complexes,Super Savings Week,1798848.00,667,2696.92,500.28,4998.47
Occasional Shopper,Large Malls / Complexes,Ultimate Value Event,1801587.02,647,2784.52,513.09,4986.17
Occasional Shopper,Large Malls / Complexes,VIP Access Sale,1826563.68,662,2759.16,507.71,4998.87
Occasional Shopper,Large Malls / Complexes,Weekend Warrior Specials,1805812.54,652,2769.65,513.08,4986.14
Occasional Shopper,Large Malls / Complexes,Winter Clearance Carnival,1635219.77,592,2762.20,501.55,4994.03
Occasional Shopper,Large Malls / Complexes,Winter Wonders Sale,1657991.96,593,2795.94,504.46,4986.53
Occasional Shopper,Small Stores / Shops,12 Days of Deals,1872849.51,669,2799.48,510.31,4979.95
Occasional Shopper,Small Stores / Shops,Autumn Deals Drive,1799143.78,656,2742.60,510.00,4995.34
Occasional Shopper,Small Stores / Shops,BOGO Blitz,1896795.42,689,2752.97,515.56,4999.06
Occasional Shopper,Small Stores / Shops,Back to School Boost,1745346.59,645,2705.96,500.09,4996.41
Occasional Shopper,Small Stores / Shops,Birthday Bash Sale,1822162.66,660,2760.85,501.84,4993.71
Occasional Shopper,Small Stores / Shops,Black Friday Blowout,1936204.13,710,2727.05,502.74,4999.65
Occasional Shopper,Small Stores / Shops,Cart Crasher Campaign,1914152.26,698,2742.34,504.51,4992.71
Occasional Shopper,Small Stores / Shops,Cashback Carnival,1752845.79,654,2680.19,500.39,4994.18
Occasional Shopper,Small Stores / Shops,Clearance Countdown,1937208.72,691,2803.49,501.38,4992.48
Occasional Shopper,Small Stores / Shops,Countdown to Savings,1831464.44,675,2713.28,500.91,4992.78
Occasional Shopper,Small Stores / Shops,Customer Appreciation Week,2008099.03,712,2820.36,507.61,4997.51
Occasional Shopper,Small Stores / Shops,Cyber Monday Mania,1911530.69,689,2774.36,502.61,4999.05
Occasional Shopper,Small Stores / Shops,Deal of the Month,1887028.60,691,2730.87,503.06,4997.93
Occasional Shopper,Small Stores / Shops,Double Points Bonanza,1862006.84,677,2750.38,500.57,4996.75
Occasional Shopper,Small Stores / Shops,Early Bird Specials,1879763.11,686,2740.18,505.00,4994.73
Occasional Shopper,Small Stores / Shops,End of Season Sale,1812667.10,658,2754.81,501.62,4989.65
Occasional Shopper,Small Stores / Shops,Exclusive Insider Offers,1831313.08,656,2791.64,504.77,4998.46
Occasional Shopper,Small Stores / Shops,Festive Fever Promo,1750575.75,653,2680.82,500.15,4996.22
Occasional Shopper,Small Stores / Shops,Final Call Frenzy,1809465.10,668,2708.78,501.74,4984.55
Occasional Shopper,Small Stores / Shops,Flash Frenzy Friday,1974398.65,692,2853.18,513.87,4990.08
Occasional Shopper,Small Stores / Shops,"Gift More, Spend Less",1832002.44,650,2818.47,509.09,4982.35
Occasional Shopper,Small Stores / Shops,Golden Hour Bargains,1857187.82,684,2715.19,500.66,4999.31
Occasional Shopper,Small Stores / Shops,Green Weekend Deals,1952352.17,688,2837.72,504.95,4997.45
Occasional Shopper,Small Stores / Shops,Happy Hour Discounts,1811120.34,671,2699.14,508.90,4995.33
Occasional Shopper,Small Stores / Shops,Holiday Shopping Rush,1936378.20,700,2766.25,500.26,4988.67
Occasional Shopper,Small Stores / Shops,Hot Picks Promo,1751241.76,639,2740.60,502.08,4996.56
