category,brand,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Double Points Bonanza,88290.39,27,3270.01,620.76,4977.98
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Early Bird Specials,71322.98,31,2300.74,550.20,4937.37
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,End of Season Sale,89143.82,27,3301.62,883.25,4908.44
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Exclusive Insider Offers,69852.65,28,2494.74,510.89,4952.22
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Festive Fever Promo,30855.73,13,2373.52,536.63,4653.84
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Final Call Frenzy,58847.00,22,2674.86,568.81,4741.08
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Flash Frenzy Friday,50378.78,21,2398.99,1040.16,3978.40
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,"Gift More, Spend Less",71530.35,25,2861.21,623.98,4654.11
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Golden Hour Bargains,48377.62,17,2845.74,873.02,4975.11
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Green Weekend Deals,88988.93,33,2696.63,616.47,4935.37
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Happy Hour Discounts,71565.36,26,2752.51,779.94,4764.33
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Holiday Shopping Rush,101976.92,35,2913.63,705.30,4856.30
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Hot Picks Promo,68239.48,26,2624.60,549.95,4954.05
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Instant Gratification Sale,80961.80,32,2530.06,595.46,4565.31
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Limited Time Treasures,70881.99,29,2444.21,566.49,4994.02
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Loyalty Rewards Blast,53456.44,20,2672.82,500.80,4822.40
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Mega Weekend Bonanza,73316.23,28,2618.44,874.05,4850.41
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Mid-Year Madness,68355.55,26,2629.06,561.14,4687.93
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Midnight Madness,60439.77,21,2878.08,560.10,4886.34
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Mystery Discount Days,73855.00,26,2840.58,551.56,4699.49
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,New Arrival Showcase,33799.05,11,3072.64,888.33,4918.04
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,New Product Launch Promo,65074.67,26,2502.87,696.95,4887.98
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,New Year Kickoff,70169.59,28,2506.06,515.94,4946.62
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Price Drop Parade,53835.19,19,2833.43,700.60,4924.72
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Red Tag Clearance,51181.91,17,3010.70,875.27,4770.71
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Seasonal Surprise Box,73643.51,29,2539.43,754.38,4884.41
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Shop & Save Spectacular,56246.25,19,2960.33,558.22,4877.27
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Smart Shopper Week,68598.56,23,2982.55,712.97,4793.60
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Spring Refresh Event,65013.37,21,3095.87,729.94,4978.00
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Spring Splash Discounts,44159.05,18,2453.28,582.09,4721.37
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Summer Sizzle Promo,47018.84,17,2765.81,889.42,4940.92
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Super Savings Week,62469.50,22,2839.52,509.07,4675.11
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Ultimate Value Event,73230.38,26,2816.55,639.73,4834.73
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,VIP Access Sale,68924.62,24,2871.86,513.58,4844.64
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Weekend Warrior Specials,67217.92,27,2489.55,617.07,4576.22
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Winter Clearance Carnival,56445.25,19,2970.80,780.50,4947.80
Sports & Outdoors,Nike,Budget Shopper,Supermarkets ,Winter Wonders Sale,81225.35,26,3124.05,663.23,4810.07
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,12 Days of Deals,67064.71,26,2579.41,920.21,4949.40
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Autumn Deals Drive,60375.56,22,2744.34,867.93,4727.67
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,BOGO Blitz,83806.30,29,2889.87,855.24,4959.97
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Back to School Boost,60093.18,23,2612.75,565.69,4845.90
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Birthday Bash Sale,68614.65,23,2983.25,687.98,4719.96
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Black Friday Blowout,60903.29,20,3045.16,607.03,4986.85
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Cart Crasher Campaign,47886.33,17,2816.84,609.50,4824.70
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Cashback Carnival,40298.60,14,2878.47,870.66,4877.48
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Clearance Countdown,61894.07,22,2813.37,560.21,4986.64
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Countdown to Savings,74864.31,27,2772.75,686.94,4621.01
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Customer Appreciation Week,87952.62,32,2748.52,544.04,4929.07
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Cyber Monday Mania,42086.72,18,2338.15,798.10,4644.92
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Deal of the Month,40767.31,16,2547.96,913.62,4276.73
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Double Points Bonanza,51057.12,19,2687.22,587.78,4375.13
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Early Bird Specials,62005.39,21,2952.64,963.28,4776.39
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,End of Season Sale,55615.59,23,2418.07,617.17,4965.78
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Exclusive Insider Offers,69528.30,21,3310.87,787.97,4986.77
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Festive Fever Promo,50114.51,23,2178.89,545.68,4148.05
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Final Call Frenzy,51119.55,20,2555.98,520.19,4846.52
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Flash Frenzy Friday,32699.87,14,2335.71,1030.09,4913.68
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,"Gift More, Spend Less",73415.58,25,2936.62,530.12,4784.15
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Golden Hour Bargains,67084.29,23,2916.71,761.73,4884.31
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Green Weekend Deals,84787.20,31,2735.07,811.58,4792.34
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Happy Hour Discounts,82716.77,35,2363.34,535.51,4928.33
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Holiday Shopping Rush,61127.47,23,2657.72,659.23,4822.70
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Hot Picks Promo,46374.85,17,2727.93,660.84,4838.90
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Instant Gratification Sale,44327.33,14,3166.24,653.51,4710.78
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Limited Time Treasures,63636.25,21,3030.30,633.93,4886.69
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Loyalty Rewards Blast,49817.63,17,2930.45,542.44,4784.73
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Mega Weekend Bonanza,77855.37,25,3114.21,882.16,4901.24
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Mid-Year Madness,21588.86,10,2158.89,671.15,4720.38
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Midnight Madness,60127.45,24,2505.31,820.65,4571.36
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Mystery Discount Days,56965.79,21,2712.66,671.31,4775.81
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,New Arrival Showcase,49006.23,17,2882.72,897.45,4990.73
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,New Product Launch Promo,60851.45,23,2645.72,613.39,4998.73
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,New Year Kickoff,56794.64,19,2989.19,715.98,4922.21
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Price Drop Parade,47334.12,17,2784.36,952.72,4772.49
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Red Tag Clearance,32481.33,13,2498.56,963.07,4895.39
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Seasonal Surprise Box,63681.21,21,3032.44,806.88,4949.19
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Shop & Save Spectacular,56095.53,20,2804.78,598.07,4574.06
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Smart Shopper Week,39547.36,17,2326.32,535.27,4708.18
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Spring Refresh Event,36470.19,12,3039.18,670.98,4643.28
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Spring Splash Discounts,48347.56,17,2843.97,1144.41,4680.93
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Summer Sizzle Promo,81763.23,29,2819.42,946.17,4652.58
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Super Savings Week,62777.85,21,2989.42,681.14,4779.41
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Ultimate Value Event,66436.59,25,2657.46,590.08,4987.42
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,VIP Access Sale,45794.52,17,2693.80,671.80,4968.90
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Weekend Warrior Specials,41442.42,14,2960.17,829.77,4924.36
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Winter Clearance Carnival,75744.98,27,2805.37,644.17,4978.64
Sports & Outdoors,Nike,Churn Risk,Large Malls / Complexes,Winter Wonders Sale,92920.68,29,3204.16,540.61,4963.85
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,12 Days of Deals,57724.23,20,2886.21,678.90,4984.99
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Autumn Deals Drive,68669.31,26,2641.13,701.03,4561.96
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,BOGO Blitz,88005.31,31,2838.88,916.12,4919.62
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Back to School Boost,70157.35,26,2698.36,804.49,4944.95
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Birthday Bash Sale,61902.55,25,2476.10,587.49,4845.34
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Black Friday Blowout,63006.97,20,3150.35,914.01,4963.97
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Cart Crasher Campaign,61589.00,22,2799.50,807.20,4949.25
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Cashback Carnival,76235.19,28,2722.69,512.71,4937.99
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Clearance Countdown,72837.23,26,2801.43,992.44,4822.62
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Countdown to Savings,78397.99,26,3015.31,663.54,4806.47
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Customer Appreciation Week,57026.84,21,2715.56,525.09,4920.39
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Cyber Monday Mania,73511.21,23,3196.14,1125.64,4928.40
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Deal of the Month,97040.05,29,3346.21,614.87,4863.62
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Double Points Bonanza,34928.70,13,2686.82,764.95,4920.72
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Early Bird Specials,74130.35,22,3369.56,668.89,4946.91
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,End of Season Sale,50787.45,19,2673.02,719.25,4991.78
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Exclusive Insider Offers,55897.29,22,2540.79,536.85,4282.00
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Festive Fever Promo,83274.33,26,3202.86,876.05,4898.11
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Final Call Frenzy,58454.76,23,2541.51,566.85,4925.76
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Flash Frenzy Friday,37614.53,16,2350.91,737.30,4751.63
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,"Gift More, Spend Less",74134.41,26,2851.32,758.22,4944.84
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Golden Hour Bargains,48471.35,19,2551.12,593.52,4541.56
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Green Weekend Deals,75098.18,24,3129.09,667.34,4996.07
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Happy Hour Discounts,53805.44,20,2690.27,758.94,4702.26
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Holiday Shopping Rush,47504.14,19,2500.22,526.33,4951.98
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Hot Picks Promo,56134.08,20,2806.70,503.06,4930.68
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Instant Gratification Sale,74516.84,26,2866.03,500.07,4912.62
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Limited Time Treasures,72682.35,26,2795.48,580.90,4891.91
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Loyalty Rewards Blast,57887.49,20,2894.37,509.96,4489.03
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Mega Weekend Bonanza,87474.07,31,2821.74,635.18,4767.33
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Mid-Year Madness,48489.07,22,2204.05,676.96,4373.39
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Midnight Madness,76510.68,26,2942.72,802.27,4865.53
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Mystery Discount Days,60118.50,22,2732.66,827.90,4940.41
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,New Arrival Showcase,69736.39,26,2682.17,628.32,4515.49
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,New Product Launch Promo,86468.89,27,3202.55,736.28,4902.46
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,New Year Kickoff,70694.74,24,2945.61,583.57,4743.45
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Price Drop Parade,72536.19,24,3022.34,652.20,4846.44
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Red Tag Clearance,66910.36,23,2909.15,800.71,4676.99
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Seasonal Surprise Box,55449.01,23,2410.83,543.47,4965.29
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Shop & Save Spectacular,47150.94,18,2619.50,622.85,4981.99
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Smart Shopper Week,92504.94,34,2720.73,698.43,4971.14
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Spring Refresh Event,61993.99,23,2695.39,526.59,4909.33
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Spring Splash Discounts,44394.19,15,2959.61,1051.57,4597.30
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Summer Sizzle Promo,73043.81,23,3175.82,1314.12,4958.51
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Super Savings Week,91149.77,34,2680.88,706.77,4781.39
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Ultimate Value Event,53787.34,18,2988.19,724.02,4861.42
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,VIP Access Sale,69904.21,24,2912.68,575.53,4759.53
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Weekend Warrior Specials,78408.03,29,2703.73,647.30,4866.10
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Winter Clearance Carnival,39807.48,15,2653.83,874.59,4916.52
Sports & Outdoors,Nike,Churn Risk,Small Stores / Shops,Winter Wonders Sale,72557.76,26,2790.68,971.33,4659.58
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,12 Days of Deals,59608.42,19,3137.29,634.88,4864.60
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Autumn Deals Drive,60904.21,22,2768.37,726.20,4788.32
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,BOGO Blitz,40857.02,15,2723.80,503.15,4862.23
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Back to School Boost,76764.75,25,3070.59,532.46,4845.88
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Birthday Bash Sale,56612.72,21,2695.84,839.45,4311.06
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Black Friday Blowout,61192.10,20,3059.60,616.98,4996.57
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Cart Crasher Campaign,84240.51,28,3008.59,682.51,4972.68
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Cashback Carnival,44743.06,18,2485.73,1256.58,4444.60
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Clearance Countdown,106634.39,36,2962.07,801.86,4953.83
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Countdown to Savings,52232.16,16,3264.51,921.15,4823.40
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Customer Appreciation Week,51580.58,22,2344.57,568.56,4333.13
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Cyber Monday Mania,61945.44,24,2581.06,729.99,4983.58
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Deal of the Month,69218.35,28,2472.08,659.57,4769.43
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Double Points Bonanza,70974.75,25,2838.99,942.80,4559.77
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Early Bird Specials,63307.63,20,3165.38,817.90,4894.34
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,End of Season Sale,77927.94,28,2783.14,705.08,4487.63
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Exclusive Insider Offers,45856.53,19,2413.50,546.05,4751.43
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Festive Fever Promo,78112.64,28,2789.74,552.06,4901.83
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Final Call Frenzy,34487.38,16,2155.46,570.89,4884.85
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Flash Frenzy Friday,72397.56,26,2784.52,755.45,4893.05
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,"Gift More, Spend Less",49893.61,21,2375.89,603.04,3979.13
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Golden Hour Bargains,64102.02,22,2913.73,828.08,4943.83
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Green Weekend Deals,53903.53,20,2695.18,594.62,4831.22
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Happy Hour Discounts,43573.92,19,2293.36,578.34,4570.19
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Holiday Shopping Rush,44738.35,18,2485.46,552.84,4694.10
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Hot Picks Promo,80737.41,32,2523.04,530.04,4933.18
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Instant Gratification Sale,87506.46,29,3017.46,785.49,4834.15
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Limited Time Treasures,54889.70,21,2613.80,501.18,4704.70
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Loyalty Rewards Blast,81237.15,28,2901.33,576.42,4894.44
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Mega Weekend Bonanza,74890.43,31,2415.82,536.60,4998.00
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Mid-Year Madness,38071.86,16,2379.49,691.54,4799.78
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Midnight Madness,79028.01,25,3161.12,531.19,4879.82
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Mystery Discount Days,70890.02,26,2726.54,545.63,4883.66
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,New Arrival Showcase,50399.81,19,2652.62,919.53,4969.22
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,New Product Launch Promo,76129.81,25,3045.19,657.63,4959.99
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,New Year Kickoff,59159.84,23,2572.17,536.22,4972.44
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Price Drop Parade,71801.29,24,2991.72,628.39,4760.08
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Red Tag Clearance,73366.77,24,3056.95,777.50,4999.05
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Seasonal Surprise Box,69230.65,27,2564.10,1048.25,4675.25
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Shop & Save Spectacular,84941.73,31,2740.06,609.55,4979.51
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Smart Shopper Week,53700.45,21,2557.16,601.79,4688.91
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Spring Refresh Event,95523.10,32,2985.10,682.81,4843.89
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Spring Splash Discounts,66017.96,24,2750.75,502.55,4703.88
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Summer Sizzle Promo,46248.15,16,2890.51,615.57,4570.65
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Super Savings Week,73951.88,28,2641.14,862.71,4904.16
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Ultimate Value Event,59047.76,22,2683.99,579.69,4892.55
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,VIP Access Sale,81338.72,28,2904.95,656.35,4974.97
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Weekend Warrior Specials,53932.91,22,2451.50,517.75,4976.50
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Winter Clearance Carnival,82945.66,29,2860.20,519.28,4856.94
Sports & Outdoors,Nike,Churn Risk,Supermarkets ,Winter Wonders Sale,66835.37,23,2905.89,700.07,4987.00
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,12 Days of Deals,56531.34,20,2826.57,526.97,4999.02
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Autumn Deals Drive,56261.60,23,2446.16,531.55,4797.83
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,BOGO Blitz,49333.84,17,2901.99,761.71,4916.29
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Back to School Boost,81672.60,26,3141.25,534.05,4976.28
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Birthday Bash Sale,43169.99,17,2539.41,984.27,4562.41
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Black Friday Blowout,62005.17,21,2952.63,562.96,4856.61
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Cart Crasher Campaign,68193.75,23,2964.95,515.68,4995.45
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Cashback Carnival,57304.98,22,2604.77,775.52,4899.54
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Clearance Countdown,51451.22,23,2237.01,669.87,4990.07
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Countdown to Savings,64031.99,22,2910.54,852.42,4834.19
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Customer Appreciation Week,56558.17,23,2459.05,607.33,4517.32
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Cyber Monday Mania,71321.47,22,3241.89,988.27,4927.98
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Deal of the Month,68309.02,22,3104.96,533.01,4946.16
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Double Points Bonanza,44036.25,15,2935.75,1161.13,4530.57
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Early Bird Specials,49795.87,22,2263.45,513.61,4777.10
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,End of Season Sale,47016.30,16,2938.52,1566.62,4730.94
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Exclusive Insider Offers,47737.99,17,2808.12,664.86,4849.98
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Festive Fever Promo,44453.33,15,2963.56,971.69,4964.48
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Final Call Frenzy,77835.60,26,2993.68,515.16,4997.60
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Flash Frenzy Friday,80704.08,27,2989.04,1278.53,4767.24
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,"Gift More, Spend Less",96143.01,33,2913.42,608.86,4918.52
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Golden Hour Bargains,62169.91,21,2960.47,867.38,4982.43
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Green Weekend Deals,50648.36,16,3165.52,621.30,4822.64
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Happy Hour Discounts,64567.11,19,3398.27,1149.22,4937.61
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Holiday Shopping Rush,41381.73,18,2298.99,522.56,4662.84
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Hot Picks Promo,71120.43,27,2634.09,583.46,4934.47
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Instant Gratification Sale,72326.81,28,2583.10,539.21,4917.51
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Limited Time Treasures,41765.56,15,2784.37,974.03,4702.54
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Loyalty Rewards Blast,61553.71,23,2676.25,565.92,4815.89
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Mega Weekend Bonanza,63514.59,20,3175.73,1040.57,4886.51
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Mid-Year Madness,77436.64,27,2868.02,517.63,4950.11
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Midnight Madness,76282.23,29,2630.42,840.19,4954.28
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,Mystery Discount Days,53223.34,19,2801.23,823.93,4787.51
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,New Arrival Showcase,32633.65,13,2510.28,918.45,4533.58
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,New Product Launch Promo,65093.97,23,2830.17,877.98,4784.65
Sports & Outdoors,Nike,Deal Seeker,Large Malls / Complexes,New Year Kickoff,49435.47,15,3295.70,952.30,4966.27
