category,brand,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Groceries,Tata,New Product Launch Promo,1801260.74,650,2771.17,514.07,4994.79
Groceries,Tata,New Year Kickoff,1868055.37,699,2672.47,512.57,4990.17
Groceries,Tata,Price Drop Parade,1818738.94,632,2877.75,505.58,4999.83
Groceries,Tata,Red Tag Clearance,1904796.38,675,2821.92,505.74,4989.26
Groceries,Tata,Seasonal Surprise Box,1790757.04,656,2729.81,505.51,4992.27
Groceries,Tata,Shop & Save Spectacular,1772899.87,629,2818.60,501.87,4993.94
Groceries,Tata,Smart Shopper Week,1838509.14,664,2768.84,503.56,4989.07
Groceries,Tata,Spring Refresh Event,1912380.77,679,2816.47,512.51,4974.58
Groceries,Tata,Spring Splash Discounts,1857024.82,669,2775.82,515.99,4986.70
Groceries,Tata,Summer Sizzle Promo,1838996.30,670,2744.77,501.39,4981.75
Groceries,Tata,Super Savings Week,1775190.36,646,2747.97,506.37,4996.91
Groceries,Tata,Ultimate Value Event,1813504.17,672,2698.67,506.59,4995.88
Groceries,Tata,VIP Access Sale,1854308.71,683,2714.95,508.05,4974.89
Groceries,Tata,Weekend Warrior Specials,1856933.61,674,2755.09,504.05,4986.11
Groceries,Tata,Winter Clearance Carnival,1877360.48,676,2777.16,507.62,4999.97
Groceries,Tata,Winter Wonders Sale,1823842.30,671,2718.10,515.32,4986.54
Home Appliances,Bosch,12 Days of Deals,1693270.12,660,2565.56,504.11,4999.32
Home Appliances,Bosch,Autumn Deals Drive,1766554.13,663,2664.49,506.50,4997.76
Home Appliances,Bosch,BOGO Blitz,1729938.86,639,2707.26,503.66,4997.47
Home Appliances,Bosch,Back to School Boost,1770863.87,651,2720.22,500.13,4992.97
Home Appliances,Bosch,Birthday Bash Sale,1736387.03,657,2642.90,526.70,4996.94
Home Appliances,Bosch,Black Friday Blowout,1713121.89,641,2672.58,508.64,4973.40
Home Appliances,Bosch,Cart Crasher Campaign,1758629.36,634,2773.86,507.03,4994.64
Home Appliances,Bosch,Cashback Carnival,1787415.85,651,2745.65,513.18,4991.33
Home Appliances,Bosch,Clearance Countdown,1818310.55,675,2693.79,501.02,4995.95
Home Appliances,Bosch,Countdown to Savings,1705201.46,619,2754.77,502.22,4999.30
Home Appliances,Bosch,Customer Appreciation Week,1793689.40,662,2709.50,502.07,4990.07
Home Appliances,Bosch,Cyber Monday Mania,1837223.62,672,2733.96,502.91,4994.48
Home Appliances,Bosch,Deal of the Month,1788475.77,654,2734.67,501.60,4986.31
Home Appliances,Bosch,Double Points Bonanza,1905328.65,699,2725.79,503.85,4998.02
Home Appliances,Bosch,Early Bird Specials,1917294.97,702,2731.19,502.49,4995.57
Home Appliances,Bosch,End of Season Sale,1863336.95,690,2700.49,512.22,4999.19
Home Appliances,Bosch,Exclusive Insider Offers,1791857.28,641,2795.41,503.97,4998.02
Home Appliances,Bosch,Festive Fever Promo,1846397.03,682,2707.33,500.98,4991.17
Home Appliances,Bosch,Final Call Frenzy,1959362.26,703,2787.14,516.35,4989.24
Home Appliances,Bosch,Flash Frenzy Friday,1868150.68,687,2719.29,504.30,4988.13
Home Appliances,Bosch,"Gift More, Spend Less",1813663.91,674,2690.90,515.29,4961.67
Home Appliances,Bosch,Golden Hour Bargains,1727999.39,622,2778.13,500.65,4990.85
Home Appliances,Bosch,Green Weekend Deals,1893873.86,692,2736.81,503.05,4996.73
Home Appliances,Bosch,Happy Hour Discounts,1886368.39,684,2757.85,504.73,4994.66
Home Appliances,Bosch,Holiday Shopping Rush,1700310.67,618,2751.31,512.78,4986.26
Home Appliances,Bosch,Hot Picks Promo,1843928.41,689,2676.24,503.76,4994.98
Home Appliances,Bosch,Instant Gratification Sale,1849587.25,680,2719.98,508.53,4979.59
Home Appliances,Bosch,Limited Time Treasures,1880323.74,713,2637.20,503.29,4986.23
Home Appliances,Bosch,Loyalty Rewards Blast,1672552.72,611,2737.40,502.39,4998.98
Home Appliances,Bosch,Mega Weekend Bonanza,1758951.93,665,2645.04,508.82,4995.11
Home Appliances,Bosch,Mid-Year Madness,1871274.21,672,2784.63,504.23,4992.45
Home Appliances,Bosch,Midnight Madness,1746265.87,637,2741.39,502.75,4995.31
Home Appliances,Bosch,Mystery Discount Days,1715874.69,623,2754.21,503.19,4994.86
Home Appliances,Bosch,New Arrival Showcase,1837889.79,683,2690.91,524.04,4998.09
Home Appliances,Bosch,New Product Launch Promo,1961612.12,709,2766.73,500.80,4978.16
Home Appliances,Bosch,New Year Kickoff,1647317.86,617,2669.88,500.10,4989.14
Home Appliances,Bosch,Price Drop Parade,2012713.14,712,2826.84,507.80,4992.73
Home Appliances,Bosch,Red Tag Clearance,1813235.79,662,2739.03,500.88,4998.91
Home Appliances,Bosch,Seasonal Surprise Box,1816632.36,672,2703.32,505.59,4998.61
Home Appliances,Bosch,Shop & Save Spectacular,1781830.14,645,2762.53,516.11,4993.98
Home Appliances,Bosch,Smart Shopper Week,1775219.02,648,2739.54,510.10,4991.04
Home Appliances,Bosch,Spring Refresh Event,1800652.50,674,2671.59,501.78,4981.60
Home Appliances,Bosch,Spring Splash Discounts,1858432.04,670,2773.78,503.39,4999.80
Home Appliances,Bosch,Summer Sizzle Promo,1903368.80,672,2832.39,505.55,4998.36
Home Appliances,Bosch,Super Savings Week,1922719.03,704,2731.13,501.99,4985.30
Home Appliances,Bosch,Ultimate Value Event,1853542.44,682,2717.80,501.78,4998.56
Home Appliances,Bosch,VIP Access Sale,1876813.17,678,2768.16,500.66,4983.36
Home Appliances,Bosch,Weekend Warrior Specials,1761448.12,646,2726.70,505.78,4987.65
Home Appliances,Bosch,Winter Clearance Carnival,1811641.75,635,2852.98,502.95,4991.75
Home Appliances,Bosch,Winter Wonders Sale,1767636.47,655,2698.68,513.89,4999.74
Home Appliances,Haier,12 Days of Deals,1854071.51,662,2800.71,509.06,4997.95
Home Appliances,Haier,Autumn Deals Drive,1828160.86,696,2626.67,501.18,4997.36
Home Appliances,Haier,BOGO Blitz,1891220.52,681,2777.12,502.46,4993.38
Home Appliances,Haier,Back to School Boost,1803221.68,640,2817.53,512.31,4995.75
Home Appliances,Haier,Birthday Bash Sale,1900772.77,697,2727.08,503.22,4992.41
Home Appliances,Haier,Black Friday Blowout,1789798.93,653,2740.89,519.94,4999.91
Home Appliances,Haier,Cart Crasher Campaign,1857148.27,666,2788.51,503.85,4998.05
Home Appliances,Haier,Cashback Carnival,1830574.38,670,2732.20,505.90,4985.94
Home Appliances,Haier,Clearance Countdown,1777941.67,639,2782.38,522.18,4989.53
Home Appliances,Haier,Countdown to Savings,1825982.84,675,2705.16,500.39,4996.58
Home Appliances,Haier,Customer Appreciation Week,1883641.67,687,2741.84,507.64,4988.67
Home Appliances,Haier,Cyber Monday Mania,1727533.20,631,2737.77,504.75,4983.64
Home Appliances,Haier,Deal of the Month,1830779.74,650,2816.58,501.47,4997.58
Home Appliances,Haier,Double Points Bonanza,1835040.37,666,2755.32,522.00,4989.32
Home Appliances,Haier,Early Bird Specials,2054582.57,737,2787.76,503.37,4999.06
Home Appliances,Haier,End of Season Sale,1968752.11,706,2788.60,512.52,4983.83
Home Appliances,Haier,Exclusive Insider Offers,1760327.33,635,2772.17,502.55,4998.93
Home Appliances,Haier,Festive Fever Promo,1899397.09,696,2729.02,500.36,4996.92
Home Appliances,Haier,Final Call Frenzy,1917217.04,683,2807.05,510.19,4991.35
Home Appliances,Haier,Flash Frenzy Friday,1987753.59,706,2815.52,506.15,4996.85
Home Appliances,Haier,"Gift More, Spend Less",1782620.41,647,2755.21,503.14,4998.06
Home Appliances,Haier,Golden Hour Bargains,1783277.12,659,2706.04,500.66,4992.15
Home Appliances,Haier,Green Weekend Deals,1861332.89,674,2761.62,516.25,4995.08
Home Appliances,Haier,Happy Hour Discounts,1848951.89,695,2660.36,501.43,4992.76
Home Appliances,Haier,Holiday Shopping Rush,1853750.53,675,2746.30,501.74,4997.27
Home Appliances,Haier,Hot Picks Promo,1960256.49,714,2745.46,500.05,4991.08
Home Appliances,Haier,Instant Gratification Sale,1845615.26,680,2714.14,517.08,4997.94
Home Appliances,Haier,Limited Time Treasures,1683915.83,631,2668.65,510.26,4970.34
Home Appliances,Haier,Loyalty Rewards Blast,1943917.10,716,2714.97,502.48,4996.51
Home Appliances,Haier,Mega Weekend Bonanza,1726844.51,616,2803.32,502.05,4992.43
Home Appliances,Haier,Mid-Year Madness,1745109.94,643,2714.01,500.33,4993.47
Home Appliances,Haier,Midnight Madness,1829593.22,667,2743.02,549.61,4979.63
Home Appliances,Haier,Mystery Discount Days,1798826.59,644,2793.21,502.59,4993.56
Home Appliances,Haier,New Arrival Showcase,1794265.56,674,2662.12,501.45,4996.75
Home Appliances,Haier,New Product Launch Promo,1902899.06,701,2714.55,505.85,4997.06
Home Appliances,Haier,New Year Kickoff,1785638.97,646,2764.15,502.92,4984.54
Home Appliances,Haier,Price Drop Parade,1779263.09,669,2659.59,512.13,4987.17
Home Appliances,Haier,Red Tag Clearance,1712822.02,631,2714.46,534.32,4996.14
Home Appliances,Haier,Seasonal Surprise Box,1974190.43,698,2828.35,515.41,4998.82
Home Appliances,Haier,Shop & Save Spectacular,1825467.90,665,2745.06,509.98,4951.29
Home Appliances,Haier,Smart Shopper Week,1849469.72,674,2744.02,524.75,4992.18
Home Appliances,Haier,Spring Refresh Event,1770986.89,633,2797.77,519.51,4983.41
Home Appliances,Haier,Spring Splash Discounts,1949459.32,715,2726.52,504.57,4998.92
Home Appliances,Haier,Summer Sizzle Promo,1750258.01,635,2756.31,500.57,4994.55
Home Appliances,Haier,Super Savings Week,1587291.14,592,2681.24,500.00,4974.82
Home Appliances,Haier,Ultimate Value Event,1796539.60,663,2709.71,523.68,4999.84
Home Appliances,Haier,VIP Access Sale,1808935.81,664,2724.30,500.69,4994.82
Home Appliances,Haier,Weekend Warrior Specials,1793783.38,659,2721.98,518.68,4995.52
Home Appliances,Haier,Winter Clearance Carnival,1898920.01,672,2825.77,505.24,4998.49
Home Appliances,Haier,Winter Wonders Sale,1851038.49,688,2690.46,500.27,4985.21
Home Appliances,LG,12 Days of Deals,1938562.25,690,2809.51,523.09,4994.82
Home Appliances,LG,Autumn Deals Drive,1872000.65,689,2716.98,509.65,4989.91
Home Appliances,LG,BOGO Blitz,1783451.00,649,2748.00,502.79,4997.96
Home Appliances,LG,Back to School Boost,1796290.67,658,2729.93,505.89,4997.76
Home Appliances,LG,Birthday Bash Sale,1779249.95,646,2754.26,505.08,4990.75
Home Appliances,LG,Black Friday Blowout,1869208.41,670,2789.86,511.75,4986.53
Home Appliances,LG,Cart Crasher Campaign,1811949.03,658,2753.72,509.43,4986.92
Home Appliances,LG,Cashback Carnival,1807389.43,656,2755.17,500.98,4990.80
Home Appliances,LG,Clearance Countdown,1884462.62,690,2731.11,510.91,4989.20
Home Appliances,LG,Countdown to Savings,1878474.76,698,2691.22,509.56,4998.03
Home Appliances,LG,Customer Appreciation Week,1836827.07,669,2745.63,502.70,4999.25
Home Appliances,LG,Cyber Monday Mania,1819041.99,658,2764.50,502.61,4998.54
Home Appliances,LG,Deal of the Month,1801483.78,658,2737.82,502.44,4996.40
Home Appliances,LG,Double Points Bonanza,1795108.58,670,2679.27,521.21,4996.88
Home Appliances,LG,Early Bird Specials,1816924.84,661,2748.75,500.92,4994.19
Home Appliances,LG,End of Season Sale,1951078.97,705,2767.49,509.35,4991.36
Home Appliances,LG,Exclusive Insider Offers,1840784.70,678,2715.02,511.95,4988.90
Home Appliances,LG,Festive Fever Promo,1794205.73,650,2760.32,502.80,4993.32
Home Appliances,LG,Final Call Frenzy,1756068.80,642,2735.31,507.00,4999.75
Home Appliances,LG,Flash Frenzy Friday,1872321.00,685,2733.32,503.50,4998.72
Home Appliances,LG,"Gift More, Spend Less",1848777.65,672,2751.16,503.59,4987.76
Home Appliances,LG,Golden Hour Bargains,1846772.31,677,2727.88,517.84,4997.61
Home Appliances,LG,Green Weekend Deals,1845911.51,687,2686.92,502.66,4986.31
Home Appliances,LG,Happy Hour Discounts,1757939.82,630,2790.38,503.25,4989.69
Home Appliances,LG,Holiday Shopping Rush,1900848.92,694,2738.98,501.38,4994.25
Home Appliances,LG,Hot Picks Promo,1886156.46,673,2802.61,501.49,4997.89
Home Appliances,LG,Instant Gratification Sale,1799889.80,660,2727.11,504.58,4990.00
Home Appliances,LG,Limited Time Treasures,1802705.27,653,2760.65,507.19,4994.16
Home Appliances,LG,Loyalty Rewards Blast,1791872.88,655,2735.68,503.07,4998.29
Home Appliances,LG,Mega Weekend Bonanza,1861061.82,688,2705.03,503.23,4998.42
Home Appliances,LG,Mid-Year Madness,1817680.08,656,2770.85,509.20,4997.94
Home Appliances,LG,Midnight Madness,1728534.48,643,2688.23,500.72,4998.30
Home Appliances,LG,Mystery Discount Days,1926506.58,704,2736.52,504.42,4998.62
Home Appliances,LG,New Arrival Showcase,1830205.48,651,2811.38,504.80,4993.31
Home Appliances,LG,New Product Launch Promo,1773067.30,648,2736.21,502.45,4999.48
Home Appliances,LG,New Year Kickoff,1834667.51,668,2746.51,505.19,4994.13
Home Appliances,LG,Price Drop Parade,1753713.62,637,2753.08,518.40,4972.63
Home Appliances,LG,Red Tag Clearance,1916085.19,684,2801.29,513.32,4992.58
Home Appliances,LG,Seasonal Surprise Box,1851077.56,673,2750.49,503.22,4998.13
Home Appliances,LG,Shop & Save Spectacular,1909990.17,680,2808.81,517.55,4989.59
Home Appliances,LG,Smart Shopper Week,1841905.83,650,2833.70,502.77,4999.46
Home Appliances,LG,Spring Refresh Event,1908269.00,683,2793.95,506.82,4987.43
Home Appliances,LG,Spring Splash Discounts,1886433.73,671,2811.38,505.95,4996.52
Home Appliances,LG,Summer Sizzle Promo,1812487.62,665,2725.55,510.56,4994.68
Home Appliances,LG,Super Savings Week,1863127.84,680,2739.89,500.28,4996.22
Home Appliances,LG,Ultimate Value Event,1878216.23,691,2718.11,510.45,4999.91
Home Appliances,LG,VIP Access Sale,1723815.86,632,2727.56,500.93,4999.15
Home Appliances,LG,Weekend Warrior Specials,1727819.45,627,2755.69,507.56,4999.43
Home Appliances,LG,Winter Clearance Carnival,1832111.43,682,2686.38,519.01,4993.03
Home Appliances,LG,Winter Wonders Sale,1879959.40,682,2756.54,514.98,4995.52
Home Appliances,Samsung,12 Days of Deals,1898716.57,686,2767.81,516.24,4994.43
Home Appliances,Samsung,Autumn Deals Drive,1736302.12,656,2646.80,511.08,4990.98
Home Appliances,Samsung,BOGO Blitz,1850160.20,665,2782.20,508.32,4998.46
Home Appliances,Samsung,Back to School Boost,1976426.90,718,2752.68,500.09,4995.60
Home Appliances,Samsung,Birthday Bash Sale,1735814.27,640,2712.21,500.93,4993.71
Home Appliances,Samsung,Black Friday Blowout,1673848.93,627,2669.62,500.99,4999.22
Home Appliances,Samsung,Cart Crasher Campaign,1887080.46,693,2723.06,505.92,4999.98
Home Appliances,Samsung,Cashback Carnival,1878378.75,674,2786.91,503.09,4997.90
Home Appliances,Samsung,Clearance Countdown,1803756.83,634,2845.04,515.09,4988.35
Home Appliances,Samsung,Countdown to Savings,1897070.21,674,2814.64,504.79,4994.85
Home Appliances,Samsung,Customer Appreciation Week,1818281.76,653,2784.50,518.27,4977.06
Home Appliances,Samsung,Cyber Monday Mania,1846630.05,666,2772.72,511.18,4995.39
Home Appliances,Samsung,Deal of the Month,1917157.27,687,2790.62,500.38,4999.41
Home Appliances,Samsung,Double Points Bonanza,1842493.17,661,2787.43,505.53,4998.07
Home Appliances,Samsung,Early Bird Specials,1825039.55,660,2765.21,505.94,4996.45
Home Appliances,Samsung,End of Season Sale,1763197.84,635,2776.69,501.06,4976.59
Home Appliances,Samsung,Exclusive Insider Offers,1690548.95,620,2726.69,501.41,4999.90
Home Appliances,Samsung,Festive Fever Promo,1815451.61,679,2673.71,504.82,4999.21
Home Appliances,Samsung,Final Call Frenzy,1853534.27,677,2737.86,503.00,4997.52
Home Appliances,Samsung,Flash Frenzy Friday,1906028.07,680,2802.98,500.13,4995.77
Home Appliances,Samsung,"Gift More, Spend Less",1791773.02,658,2723.06,506.87,4993.57
Home Appliances,Samsung,Golden Hour Bargains,1953374.34,668,2924.21,519.85,4995.77
Home Appliances,Samsung,Green Weekend Deals,1715753.30,633,2710.51,503.87,4997.84
Home Appliances,Samsung,Happy Hour Discounts,1945891.73,696,2795.82,500.78,4998.71
Home Appliances,Samsung,Holiday Shopping Rush,1946740.38,702,2773.13,500.68,4996.83
Home Appliances,Samsung,Hot Picks Promo,1925988.85,691,2787.25,506.73,4992.55
Home Appliances,Samsung,Instant Gratification Sale,1798791.43,674,2668.83,501.53,4986.07
Home Appliances,Samsung,Limited Time Treasures,1850291.10,676,2737.12,500.36,4999.73
Home Appliances,Samsung,Loyalty Rewards Blast,1929269.26,700,2756.10,501.61,4989.79
Home Appliances,Samsung,Mega Weekend Bonanza,1853643.76,679,2729.96,514.77,4987.17
Home Appliances,Samsung,Mid-Year Madness,1917809.28,707,2712.60,503.72,4998.26
Home Appliances,Samsung,Midnight Madness,1830693.01,674,2716.16,502.76,4997.66
Home Appliances,Samsung,Mystery Discount Days,1831875.63,673,2721.95,500.15,4999.42
Home Appliances,Samsung,New Arrival Showcase,1854032.68,679,2730.53,500.17,4997.28
Home Appliances,Samsung,New Product Launch Promo,1886867.01,690,2734.59,504.10,4974.77
Home Appliances,Samsung,New Year Kickoff,1872706.28,674,2778.50,507.98,4999.87
Home Appliances,Samsung,Price Drop Parade,1758223.21,648,2713.31,504.91,4994.05
Home Appliances,Samsung,Red Tag Clearance,1625112.15,597,2722.13,525.61,4994.95
Home Appliances,Samsung,Seasonal Surprise Box,1897796.00,693,2738.52,509.87,4976.24
Home Appliances,Samsung,Shop & Save Spectacular,1679352.88,608,2762.09,500.21,4996.07
Home Appliances,Samsung,Smart Shopper Week,1965426.45,727,2703.48,513.31,4999.94
Home Appliances,Samsung,Spring Refresh Event,1700014.67,645,2635.68,511.37,4982.74
Home Appliances,Samsung,Spring Splash Discounts,1752622.50,653,2683.95,503.09,4998.87
Home Appliances,Samsung,Summer Sizzle Promo,1821861.99,672,2711.10,502.20,4979.55
Home Appliances,Samsung,Super Savings Week,1890690.54,679,2784.52,508.47,4991.38
Home Appliances,Samsung,Ultimate Value Event,1756190.14,636,2761.31,503.38,4999.45
Home Appliances,Samsung,VIP Access Sale,1902438.61,676,2814.26,502.11,4999.37
Home Appliances,Samsung,Weekend Warrior Specials,1882091.25,674,2792.42,504.80,4996.60
Home Appliances,Samsung,Winter Clearance Carnival,1900689.53,689,2758.62,509.72,4996.11
Home Appliances,Samsung,Winter Wonders Sale,1881164.10,672,2799.35,505.48,4997.89
Home Appliances,Whirlpool,12 Days of Deals,1850739.15,685,2701.81,512.21,4999.73
Home Appliances,Whirlpool,Autumn Deals Drive,1841622.39,681,2704.29,506.90,4995.61
Home Appliances,Whirlpool,BOGO Blitz,1872300.98,679,2757.44,509.26,4999.75
Home Appliances,Whirlpool,Back to School Boost,1811845.09,665,2724.58,516.16,4990.79
Home Appliances,Whirlpool,Birthday Bash Sale,1869240.88,679,2752.93,502.35,4999.93
Home Appliances,Whirlpool,Black Friday Blowout,1877417.47,683,2748.78,505.48,4989.56
Home Appliances,Whirlpool,Cart Crasher Campaign,1786476.08,645,2769.73,504.51,4998.46
Home Appliances,Whirlpool,Cashback Carnival,1812803.16,667,2717.85,510.98,4999.12
Home Appliances,Whirlpool,Clearance Countdown,1772469.39,648,2735.29,504.40,4994.45
Home Appliances,Whirlpool,Countdown to Savings,1954216.62,709,2756.30,518.12,4987.28
Home Appliances,Whirlpool,Customer Appreciation Week,1743027.82,650,2681.58,508.53,4997.60
Home Appliances,Whirlpool,Cyber Monday Mania,1997394.79,734,2721.25,519.48,4966.57
Home Appliances,Whirlpool,Deal of the Month,1658674.13,622,2666.68,502.82,4996.86
Home Appliances,Whirlpool,Double Points Bonanza,1861296.54,676,2753.40,510.32,4996.53
Home Appliances,Whirlpool,Early Bird Specials,1835380.55,658,2789.33,503.83,4997.74
Home Appliances,Whirlpool,End of Season Sale,1785826.13,638,2799.10,500.69,4999.78
Home Appliances,Whirlpool,Exclusive Insider Offers,1836745.34,658,2791.41,507.26,4999.29
Home Appliances,Whirlpool,Festive Fever Promo,1842232.65,674,2733.28,512.10,4997.98
Home Appliances,Whirlpool,Final Call Frenzy,1853738.60,679,2730.10,506.46,4974.86
Home Appliances,Whirlpool,Flash Frenzy Friday,1879151.05,679,2767.53,510.70,4997.83
Home Appliances,Whirlpool,"Gift More, Spend Less",1890831.54,702,2693.49,501.53,4999.74
Home Appliances,Whirlpool,Golden Hour Bargains,1890097.85,680,2779.56,505.82,4992.88
Home Appliances,Whirlpool,Green Weekend Deals,1927398.94,686,2809.62,500.21,4998.83
Home Appliances,Whirlpool,Happy Hour Discounts,1823572.25,661,2758.81,510.66,4991.86
Home Appliances,Whirlpool,Holiday Shopping Rush,1803373.32,679,2655.93,501.35,4996.07
Home Appliances,Whirlpool,Hot Picks Promo,1890802.50,677,2792.91,502.22,4988.39
Home Appliances,Whirlpool,Instant Gratification Sale,1779975.39,642,2772.55,501.38,4999.38
Home Appliances,Whirlpool,Limited Time Treasures,1875621.46,684,2742.14,501.55,4997.90
Home Appliances,Whirlpool,Loyalty Rewards Blast,1787214.36,649,2753.80,509.23,4998.50
Home Appliances,Whirlpool,Mega Weekend Bonanza,1869380.36,666,2806.88,505.95,4988.39
Home Appliances,Whirlpool,Mid-Year Madness,1817448.39,676,2688.53,506.56,4997.77
Home Appliances,Whirlpool,Midnight Madness,1860291.28,684,2719.72,514.34,4996.41
Home Appliances,Whirlpool,Mystery Discount Days,1813904.68,670,2707.32,502.03,4996.71
Home Appliances,Whirlpool,New Arrival Showcase,1997047.52,718,2781.40,500.44,4995.63
Home Appliances,Whirlpool,New Product Launch Promo,1691714.60,610,2773.30,504.31,4991.97
Home Appliances,Whirlpool,New Year Kickoff,1827914.65,660,2769.57,516.98,4995.20
Home Appliances,Whirlpool,Price Drop Parade,1924375.97,697,2760.94,510.58,4988.21
Home Appliances,Whirlpool,Red Tag Clearance,1702377.43,618,2754.66,520.89,4992.06
Home Appliances,Whirlpool,Seasonal Surprise Box,1865546.72,676,2759.68,501.18,4990.56
Home Appliances,Whirlpool,Shop & Save Spectacular,1747739.50,633,2761.04,516.34,4974.57
Home Appliances,Whirlpool,Smart Shopper Week,1881837.59,709,2654.21,512.44,4995.40
Home Appliances,Whirlpool,Spring Refresh Event,1778207.68,641,2774.11,505.17,4995.53
Home Appliances,Whirlpool,Spring Splash Discounts,1862639.00,665,2800.96,510.84,4992.50
Home Appliances,Whirlpool,Summer Sizzle Promo,1756144.96,634,2769.94,501.49,4996.11
Home Appliances,Whirlpool,Super Savings Week,1852646.45,663,2794.34,506.58,4998.47
Home Appliances,Whirlpool,Ultimate Value Event,1717171.89,628,2734.35,509.71,4995.58
Home Appliances,Whirlpool,VIP Access Sale,1834719.33,674,2722.14,500.61,4999.48
Home Appliances,Whirlpool,Weekend Warrior Specials,1940739.80,707,2745.04,502.66,4998.33
Home Appliances,Whirlpool,Winter Clearance Carnival,1893053.19,678,2792.11,503.94,4998.56
Home Appliances,Whirlpool,Winter Wonders Sale,1923250.83,707,2720.30,504.46,4998.39
Sports & Outdoors,Adidas,12 Days of Deals,1941620.24,709,2738.53,501.44,4984.11
Sports & Outdoors,Adidas,Autumn Deals Drive,1934188.30,696,2779.01,500.33,4998.38
Sports & Outdoors,Adidas,BOGO Blitz,1787208.56,644,2775.17,509.05,4997.05
Sports & Outdoors,Adidas,Back to School Boost,1859122.36,696,2671.15,507.11,4996.96
Sports & Outdoors,Adidas,Birthday Bash Sale,1720487.77,637,2700.92,506.71,4998.00
Sports & Outdoors,Adidas,Black Friday Blowout,1897019.27,671,2827.15,524.52,4991.94
Sports & Outdoors,Adidas,Cart Crasher Campaign,1827219.28,649,2815.44,512.46,4983.68
Sports & Outdoors,Adidas,Cashback Carnival,1820496.14,658,2766.71,502.87,4994.16
Sports & Outdoors,Adidas,Clearance Countdown,1833340.93,667,2748.64,509.58,4998.56
Sports & Outdoors,Adidas,Countdown to Savings,1884765.66,679,2775.80,510.44,4993.86
Sports & Outdoors,Adidas,Customer Appreciation Week,1933979.75,690,2802.87,520.41,4988.63
Sports & Outdoors,Adidas,Cyber Monday Mania,1875821.54,657,2855.13,512.33,4999.05
Sports & Outdoors,Adidas,Deal of the Month,1552726.61,578,2686.38,511.14,4995.45
Sports & Outdoors,Adidas,Double Points Bonanza,1672198.50,601,2782.36,502.14,4996.56
Sports & Outdoors,Adidas,Early Bird Specials,1774730.17,651,2726.16,505.00,4998.17
Sports & Outdoors,Adidas,End of Season Sale,1733977.97,646,2684.18,507.77,4990.21
Sports & Outdoors,Adidas,Exclusive Insider Offers,1842118.35,661,2786.87,503.34,4991.28
Sports & Outdoors,Adidas,Festive Fever Promo,1751546.03,646,2711.37,513.93,4991.54
Sports & Outdoors,Adidas,Final Call Frenzy,1920274.30,699,2747.17,501.90,4999.33
Sports & Outdoors,Adidas,Flash Frenzy Friday,1862745.18,686,2715.37,503.51,4997.00
Sports & Outdoors,Adidas,"Gift More, Spend Less",1959204.08,702,2790.89,504.14,4994.22
Sports & Outdoors,Adidas,Golden Hour Bargains,1867826.26,687,2718.82,503.10,4998.10
Sports & Outdoors,Adidas,Green Weekend Deals,1775561.48,631,2813.89,504.25,4996.09
Sports & Outdoors,Adidas,Happy Hour Discounts,1882798.55,673,2797.62,502.86,4987.84
Sports & Outdoors,Adidas,Holiday Shopping Rush,1734652.17,662,2620.32,506.26,4981.68
Sports & Outdoors,Adidas,Hot Picks Promo,1915427.52,695,2756.01,505.94,4990.00
Sports & Outdoors,Adidas,Instant Gratification Sale,1923413.56,680,2828.55,500.89,4987.32
Sports & Outdoors,Adidas,Limited Time Treasures,1794102.68,651,2755.92,500.43,4991.05
Sports & Outdoors,Adidas,Loyalty Rewards Blast,1815138.45,652,2783.95,502.35,4993.88
Sports & Outdoors,Adidas,Mega Weekend Bonanza,1942290.68,691,2810.84,515.58,4981.52
Sports & Outdoors,Adidas,Mid-Year Madness,1780816.01,659,2702.30,502.53,4991.08
Sports & Outdoors,Adidas,Midnight Madness,1878335.41,673,2790.99,500.23,4994.43
Sports & Outdoors,Adidas,Mystery Discount Days,1763772.60,654,2696.90,506.53,4998.07
Sports & Outdoors,Adidas,New Arrival Showcase,1872647.32,659,2841.65,513.56,4997.59
Sports & Outdoors,Adidas,New Product Launch Promo,1842329.04,654,2817.02,500.73,4991.43
Sports & Outdoors,Adidas,New Year Kickoff,1831426.14,653,2804.63,503.01,4995.24
Sports & Outdoors,Adidas,Price Drop Parade,1801633.72,646,2788.91,508.85,4992.13
Sports & Outdoors,Adidas,Red Tag Clearance,1935434.00,674,2871.56,504.13,4992.12
Sports & Outdoors,Adidas,Seasonal Surprise Box,1843210.33,673,2738.80,501.08,4992.17
Sports & Outdoors,Adidas,Shop & Save Spectacular,1856923.50,662,2805.02,503.19,4995.87
Sports & Outdoors,Adidas,Smart Shopper Week,1956305.92,709,2759.25,507.17,4988.00
Sports & Outdoors,Adidas,Spring Refresh Event,1761951.85,650,2710.70,506.81,4999.78
Sports & Outdoors,Adidas,Spring Splash Discounts,1795693.39,660,2720.75,514.92,4998.18
Sports & Outdoors,Adidas,Summer Sizzle Promo,1868663.00,663,2818.50,501.65,4985.23
Sports & Outdoors,Adidas,Super Savings Week,1862144.32,678,2746.53,502.34,4975.91
Sports & Outdoors,Adidas,Ultimate Value Event,1841084.67,685,2687.71,501.61,4998.24
Sports & Outdoors,Adidas,VIP Access Sale,1768663.07,639,2767.86,516.95,4992.01
Sports & Outdoors,Adidas,Weekend Warrior Specials,1921216.72,698,2752.46,501.48,4998.83
