category,brand,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Adidas,Supermarkets ,Hot Picks Promo,692666.09,258,2684.75,507.34,4990.00
Sports & Outdoors,Adidas,Supermarkets ,Instant Gratification Sale,629593.78,227,2773.54,500.89,4987.32
Sports & Outdoors,Adidas,Supermarkets ,Limited Time Treasures,634093.92,240,2642.06,509.09,4987.45
Sports & Outdoors,Adidas,Supermarkets ,Loyalty Rewards Blast,586185.86,215,2726.45,509.05,4966.28
Sports & Outdoors,Adidas,Supermarkets ,Mega Weekend Bonanza,695800.31,252,2761.11,525.37,4981.52
Sports & Outdoors,Adidas,Supermarkets ,Mid-Year Madness,600977.82,221,2719.36,502.53,4991.08
Sports & Outdoors,Adidas,Supermarkets ,Midnight Madness,726039.06,246,2951.38,500.45,4990.39
Sports & Outdoors,Adidas,Supermarkets ,Mystery Discount Days,576791.62,213,2707.94,506.53,4998.07
Sports & Outdoors,Adidas,Supermarkets ,New Arrival Showcase,615702.53,219,2811.43,526.98,4997.59
Sports & Outdoors,Adidas,Supermarkets ,New Product Launch Promo,628628.64,223,2818.96,501.61,4988.14
Sports & Outdoors,Adidas,Supermarkets ,New Year Kickoff,610419.65,208,2934.71,536.30,4977.99
Sports & Outdoors,Adidas,Supermarkets ,Price Drop Parade,622769.51,220,2830.77,508.85,4992.13
Sports & Outdoors,Adidas,Supermarkets ,Red Tag Clearance,707859.20,238,2974.20,504.13,4963.71
Sports & Outdoors,Adidas,Supermarkets ,Seasonal Surprise Box,582901.82,215,2711.17,515.20,4982.93
Sports & Outdoors,Adidas,Supermarkets ,Shop & Save Spectacular,578122.30,214,2701.51,530.01,4973.44
Sports & Outdoors,Adidas,Supermarkets ,Smart Shopper Week,686512.84,250,2746.05,583.36,4978.10
Sports & Outdoors,Adidas,Supermarkets ,Spring Refresh Event,595788.34,227,2624.62,508.56,4955.21
Sports & Outdoors,Adidas,Supermarkets ,Spring Splash Discounts,598172.68,219,2731.38,514.92,4990.37
Sports & Outdoors,Adidas,Supermarkets ,Summer Sizzle Promo,672985.09,227,2964.69,516.21,4985.23
Sports & Outdoors,Adidas,Supermarkets ,Super Savings Week,666656.85,244,2732.20,506.36,4974.31
Sports & Outdoors,Adidas,Supermarkets ,Ultimate Value Event,636024.72,240,2650.10,501.61,4991.47
Sports & Outdoors,Adidas,Supermarkets ,VIP Access Sale,601838.78,221,2723.25,516.95,4992.01
Sports & Outdoors,Adidas,Supermarkets ,Weekend Warrior Specials,641150.96,237,2705.28,501.48,4998.83
Sports & Outdoors,Adidas,Supermarkets ,Winter Clearance Carnival,701118.96,254,2760.31,509.53,4988.66
Sports & Outdoors,Adidas,Supermarkets ,Winter Wonders Sale,633225.24,225,2814.33,506.23,4975.48
Sports & Outdoors,Decathlon,Large Malls / Complexes,12 Days of Deals,495478.03,199,2489.84,508.37,4961.49
Sports & Outdoors,Decathlon,Large Malls / Complexes,Autumn Deals Drive,558095.16,206,2709.20,503.74,4986.73
Sports & Outdoors,Decathlon,Large Malls / Complexes,BOGO Blitz,545721.55,199,2742.32,534.77,4947.15
Sports & Outdoors,Decathlon,Large Malls / Complexes,Back to School Boost,576560.47,212,2719.62,537.41,4969.41
Sports & Outdoors,Decathlon,Large Malls / Complexes,Birthday Bash Sale,584320.25,201,2907.07,501.68,4986.88
Sports & Outdoors,Decathlon,Large Malls / Complexes,Black Friday Blowout,521463.29,187,2788.57,529.23,4941.27
Sports & Outdoors,Decathlon,Large Malls / Complexes,Cart Crasher Campaign,565643.61,221,2559.47,511.39,4995.47
Sports & Outdoors,Decathlon,Large Malls / Complexes,Cashback Carnival,555287.62,206,2695.57,500.42,4986.97
Sports & Outdoors,Decathlon,Large Malls / Complexes,Clearance Countdown,543708.50,195,2788.25,502.34,4995.72
Sports & Outdoors,Decathlon,Large Malls / Complexes,Countdown to Savings,574781.27,215,2673.40,508.34,4994.28
Sports & Outdoors,Decathlon,Large Malls / Complexes,Customer Appreciation Week,556055.34,208,2673.34,562.24,4926.25
Sports & Outdoors,Decathlon,Large Malls / Complexes,Cyber Monday Mania,568194.96,203,2798.99,501.43,4994.89
Sports & Outdoors,Decathlon,Large Malls / Complexes,Deal of the Month,658914.42,221,2981.51,503.70,4985.37
Sports & Outdoors,Decathlon,Large Malls / Complexes,Double Points Bonanza,548965.73,197,2786.63,508.18,4996.95
Sports & Outdoors,Decathlon,Large Malls / Complexes,Early Bird Specials,573746.58,200,2868.73,527.14,4989.80
Sports & Outdoors,Decathlon,Large Malls / Complexes,End of Season Sale,560628.36,195,2875.02,513.57,4995.91
Sports & Outdoors,Decathlon,Large Malls / Complexes,Exclusive Insider Offers,580433.38,199,2916.75,560.19,4992.70
Sports & Outdoors,Decathlon,Large Malls / Complexes,Festive Fever Promo,574167.51,199,2885.26,508.66,4990.56
Sports & Outdoors,Decathlon,Large Malls / Complexes,Final Call Frenzy,498569.79,183,2724.43,513.15,4955.64
Sports & Outdoors,Decathlon,Large Malls / Complexes,Flash Frenzy Friday,586339.64,224,2617.59,501.01,4985.05
Sports & Outdoors,Decathlon,Large Malls / Complexes,"Gift More, Spend Less",606450.75,229,2648.26,528.00,4995.74
Sports & Outdoors,Decathlon,Large Malls / Complexes,Golden Hour Bargains,675082.10,255,2647.38,506.18,4981.17
Sports & Outdoors,Decathlon,Large Malls / Complexes,Green Weekend Deals,535635.14,194,2761.01,570.64,4978.45
Sports & Outdoors,Decathlon,Large Malls / Complexes,Happy Hour Discounts,637433.28,217,2937.48,517.64,4989.33
Sports & Outdoors,Decathlon,Large Malls / Complexes,Holiday Shopping Rush,580888.82,206,2819.85,514.08,4997.18
Sports & Outdoors,Decathlon,Large Malls / Complexes,Hot Picks Promo,529755.68,202,2622.55,505.64,4958.49
Sports & Outdoors,Decathlon,Large Malls / Complexes,Instant Gratification Sale,604540.31,218,2773.12,523.68,4989.24
Sports & Outdoors,Decathlon,Large Malls / Complexes,Limited Time Treasures,537551.29,202,2661.14,538.45,4957.95
Sports & Outdoors,Decathlon,Large Malls / Complexes,Loyalty Rewards Blast,631387.04,230,2745.16,522.05,4985.62
Sports & Outdoors,Decathlon,Large Malls / Complexes,Mega Weekend Bonanza,640388.33,227,2821.09,513.95,4971.18
Sports & Outdoors,Decathlon,Large Malls / Complexes,Mid-Year Madness,592696.04,220,2694.07,528.05,4997.59
Sports & Outdoors,Decathlon,Large Malls / Complexes,Midnight Madness,530966.28,186,2854.66,520.94,4994.22
Sports & Outdoors,Decathlon,Large Malls / Complexes,Mystery Discount Days,536936.26,198,2711.80,558.45,4956.16
Sports & Outdoors,Decathlon,Large Malls / Complexes,New Arrival Showcase,578820.18,207,2796.23,517.40,4974.64
Sports & Outdoors,Decathlon,Large Malls / Complexes,New Product Launch Promo,552844.10,204,2710.02,509.58,4977.46
Sports & Outdoors,Decathlon,Large Malls / Complexes,New Year Kickoff,537409.34,204,2634.36,504.68,4965.80
Sports & Outdoors,Decathlon,Large Malls / Complexes,Price Drop Parade,529438.09,197,2687.50,500.07,4991.46
Sports & Outdoors,Decathlon,Large Malls / Complexes,Red Tag Clearance,600820.29,216,2781.58,539.89,4949.27
Sports & Outdoors,Decathlon,Large Malls / Complexes,Seasonal Surprise Box,538906.48,203,2654.71,557.13,4992.97
Sports & Outdoors,Decathlon,Large Malls / Complexes,Shop & Save Spectacular,597375.45,212,2817.81,502.57,4986.55
Sports & Outdoors,Decathlon,Large Malls / Complexes,Smart Shopper Week,592921.66,219,2707.40,519.40,4986.59
Sports & Outdoors,Decathlon,Large Malls / Complexes,Spring Refresh Event,574553.20,211,2723.00,500.56,4967.33
Sports & Outdoors,Decathlon,Large Malls / Complexes,Spring Splash Discounts,653672.74,231,2829.75,508.75,4955.54
Sports & Outdoors,Decathlon,Large Malls / Complexes,Summer Sizzle Promo,517696.83,200,2588.48,526.30,4958.64
Sports & Outdoors,Decathlon,Large Malls / Complexes,Super Savings Week,619525.18,216,2868.17,501.50,4998.97
Sports & Outdoors,Decathlon,Large Malls / Complexes,Ultimate Value Event,570068.06,205,2780.82,523.77,4909.66
Sports & Outdoors,Decathlon,Large Malls / Complexes,VIP Access Sale,576264.39,202,2852.79,514.26,4948.55
Sports & Outdoors,Decathlon,Large Malls / Complexes,Weekend Warrior Specials,543898.96,200,2719.49,514.80,4971.83
Sports & Outdoors,Decathlon,Large Malls / Complexes,Winter Clearance Carnival,618787.62,223,2774.83,506.66,4986.85
Sports & Outdoors,Decathlon,Large Malls / Complexes,Winter Wonders Sale,523606.50,198,2644.48,532.84,4956.53
Sports & Outdoors,Decathlon,Small Stores / Shops,12 Days of Deals,620342.53,223,2781.81,515.62,4985.06
Sports & Outdoors,Decathlon,Small Stores / Shops,Autumn Deals Drive,561073.70,205,2736.94,524.69,4983.97
Sports & Outdoors,Decathlon,Small Stores / Shops,BOGO Blitz,649039.55,234,2773.67,514.68,4997.17
Sports & Outdoors,Decathlon,Small Stores / Shops,Back to School Boost,633001.93,221,2864.26,517.77,4984.46
Sports & Outdoors,Decathlon,Small Stores / Shops,Birthday Bash Sale,616919.80,224,2754.11,508.25,4990.77
Sports & Outdoors,Decathlon,Small Stores / Shops,Black Friday Blowout,631090.14,233,2708.54,503.63,4990.38
Sports & Outdoors,Decathlon,Small Stores / Shops,Cart Crasher Campaign,640173.10,240,2667.39,504.84,4997.58
Sports & Outdoors,Decathlon,Small Stores / Shops,Cashback Carnival,546664.39,209,2615.62,500.39,4957.86
Sports & Outdoors,Decathlon,Small Stores / Shops,Clearance Countdown,666595.11,234,2848.70,501.38,4965.75
Sports & Outdoors,Decathlon,Small Stores / Shops,Countdown to Savings,681901.94,245,2783.27,500.23,4971.07
Sports & Outdoors,Decathlon,Small Stores / Shops,Customer Appreciation Week,784858.49,270,2906.88,531.10,4994.09
Sports & Outdoors,Decathlon,Small Stores / Shops,Cyber Monday Mania,616394.90,228,2703.49,505.17,4995.64
Sports & Outdoors,Decathlon,Small Stores / Shops,Deal of the Month,616673.10,231,2669.58,516.25,4919.99
Sports & Outdoors,Decathlon,Small Stores / Shops,Double Points Bonanza,652732.78,232,2813.50,502.80,4988.60
Sports & Outdoors,Decathlon,Small Stores / Shops,Early Bird Specials,671328.76,242,2774.09,525.28,4997.07
Sports & Outdoors,Decathlon,Small Stores / Shops,End of Season Sale,635754.77,243,2616.27,525.70,4978.05
Sports & Outdoors,Decathlon,Small Stores / Shops,Exclusive Insider Offers,634817.71,235,2701.35,525.50,4933.73
Sports & Outdoors,Decathlon,Small Stores / Shops,Festive Fever Promo,623099.67,229,2720.96,514.87,4960.53
Sports & Outdoors,Decathlon,Small Stores / Shops,Final Call Frenzy,687203.84,243,2828.00,510.70,4991.04
Sports & Outdoors,Decathlon,Small Stores / Shops,Flash Frenzy Friday,633406.56,234,2706.87,517.33,4996.10
Sports & Outdoors,Decathlon,Small Stores / Shops,"Gift More, Spend Less",582556.57,228,2555.07,507.15,4990.32
Sports & Outdoors,Decathlon,Small Stores / Shops,Golden Hour Bargains,668175.58,237,2819.31,534.98,4995.64
Sports & Outdoors,Decathlon,Small Stores / Shops,Green Weekend Deals,628480.48,222,2830.99,521.12,4967.35
Sports & Outdoors,Decathlon,Small Stores / Shops,Happy Hour Discounts,626942.41,218,2875.88,505.31,4981.62
Sports & Outdoors,Decathlon,Small Stores / Shops,Holiday Shopping Rush,654640.32,238,2750.59,521.38,4931.45
Sports & Outdoors,Decathlon,Small Stores / Shops,Hot Picks Promo,539348.83,214,2520.32,507.35,4948.28
Sports & Outdoors,Decathlon,Small Stores / Shops,Instant Gratification Sale,592560.12,205,2890.54,540.53,4998.94
Sports & Outdoors,Decathlon,Small Stores / Shops,Limited Time Treasures,648633.06,234,2771.94,565.52,4980.22
Sports & Outdoors,Decathlon,Small Stores / Shops,Loyalty Rewards Blast,569231.95,202,2817.98,500.22,4931.45
Sports & Outdoors,Decathlon,Small Stores / Shops,Mega Weekend Bonanza,593656.94,214,2774.10,500.15,4959.24
Sports & Outdoors,Decathlon,Small Stores / Shops,Mid-Year Madness,673484.11,248,2715.66,509.74,4956.19
Sports & Outdoors,Decathlon,Small Stores / Shops,Midnight Madness,611931.96,228,2683.91,506.71,4972.15
Sports & Outdoors,Decathlon,Small Stores / Shops,Mystery Discount Days,606940.69,219,2771.42,508.52,4958.83
Sports & Outdoors,Decathlon,Small Stores / Shops,New Arrival Showcase,607498.52,220,2761.36,511.49,4977.72
Sports & Outdoors,Decathlon,Small Stores / Shops,New Product Launch Promo,617527.04,224,2756.82,503.51,4989.97
Sports & Outdoors,Decathlon,Small Stores / Shops,New Year Kickoff,584455.56,211,2769.93,560.61,4997.16
Sports & Outdoors,Decathlon,Small Stores / Shops,Price Drop Parade,571247.03,215,2656.96,534.19,4960.66
Sports & Outdoors,Decathlon,Small Stores / Shops,Red Tag Clearance,584719.35,206,2838.44,588.88,4975.45
Sports & Outdoors,Decathlon,Small Stores / Shops,Seasonal Surprise Box,694989.19,241,2883.77,566.38,4991.22
Sports & Outdoors,Decathlon,Small Stores / Shops,Shop & Save Spectacular,585677.85,218,2686.60,507.87,4996.23
Sports & Outdoors,Decathlon,Small Stores / Shops,Smart Shopper Week,656693.13,242,2713.61,505.62,4994.72
Sports & Outdoors,Decathlon,Small Stores / Shops,Spring Refresh Event,653238.66,229,2852.57,521.35,4981.20
Sports & Outdoors,Decathlon,Small Stores / Shops,Spring Splash Discounts,635049.36,216,2940.04,508.67,4986.81
Sports & Outdoors,Decathlon,Small Stores / Shops,Summer Sizzle Promo,669007.81,242,2764.50,531.43,4953.74
Sports & Outdoors,Decathlon,Small Stores / Shops,Super Savings Week,632868.25,218,2903.07,532.17,4999.25
Sports & Outdoors,Decathlon,Small Stores / Shops,Ultimate Value Event,605269.51,226,2678.18,518.39,4970.94
Sports & Outdoors,Decathlon,Small Stores / Shops,VIP Access Sale,489703.33,186,2632.81,500.51,4993.65
Sports & Outdoors,Decathlon,Small Stores / Shops,Weekend Warrior Specials,584597.69,212,2757.54,520.44,4989.44
Sports & Outdoors,Decathlon,Small Stores / Shops,Winter Clearance Carnival,633438.77,232,2730.34,511.88,4991.91
Sports & Outdoors,Decathlon,Small Stores / Shops,Winter Wonders Sale,589893.74,207,2849.73,503.85,4987.82
Sports & Outdoors,Decathlon,Supermarkets ,12 Days of Deals,610419.96,225,2712.98,510.07,4977.69
Sports & Outdoors,Decathlon,Supermarkets ,Autumn Deals Drive,607507.89,222,2736.52,524.93,4990.55
Sports & Outdoors,Decathlon,Supermarkets ,BOGO Blitz,579918.00,214,2709.90,538.21,4933.89
Sports & Outdoors,Decathlon,Supermarkets ,Back to School Boost,699180.25,254,2752.68,515.62,4988.23
Sports & Outdoors,Decathlon,Supermarkets ,Birthday Bash Sale,664632.53,236,2816.24,512.52,4977.57
Sports & Outdoors,Decathlon,Supermarkets ,Black Friday Blowout,639918.32,238,2688.73,500.60,4987.52
Sports & Outdoors,Decathlon,Supermarkets ,Cart Crasher Campaign,661336.96,229,2887.93,572.34,4992.77
Sports & Outdoors,Decathlon,Supermarkets ,Cashback Carnival,645687.93,234,2759.35,505.40,4996.22
Sports & Outdoors,Decathlon,Supermarkets ,Clearance Countdown,595902.62,235,2535.76,501.31,4945.34
Sports & Outdoors,Decathlon,Supermarkets ,Countdown to Savings,591880.16,227,2607.40,500.09,4982.11
Sports & Outdoors,Decathlon,Supermarkets ,Customer Appreciation Week,639390.60,228,2804.34,538.36,4990.46
Sports & Outdoors,Decathlon,Supermarkets ,Cyber Monday Mania,567583.71,213,2664.71,522.90,4995.52
Sports & Outdoors,Decathlon,Supermarkets ,Deal of the Month,569431.59,207,2750.88,558.56,4999.17
Sports & Outdoors,Decathlon,Supermarkets ,Double Points Bonanza,604238.61,231,2615.75,524.66,4975.59
Sports & Outdoors,Decathlon,Supermarkets ,Early Bird Specials,610737.71,235,2598.88,524.55,4962.02
Sports & Outdoors,Decathlon,Supermarkets ,End of Season Sale,596444.93,228,2615.99,509.18,4999.05
Sports & Outdoors,Decathlon,Supermarkets ,Exclusive Insider Offers,666281.17,228,2922.29,524.76,4999.97
Sports & Outdoors,Decathlon,Supermarkets ,Festive Fever Promo,636319.62,234,2719.31,506.01,4997.72
Sports & Outdoors,Decathlon,Supermarkets ,Final Call Frenzy,675377.35,234,2886.23,516.00,4998.08
Sports & Outdoors,Decathlon,Supermarkets ,Flash Frenzy Friday,629284.37,237,2655.21,505.25,4974.34
Sports & Outdoors,Decathlon,Supermarkets ,"Gift More, Spend Less",728738.16,271,2689.07,500.46,4996.60
Sports & Outdoors,Decathlon,Supermarkets ,Golden Hour Bargains,702700.48,249,2822.09,509.56,4960.45
Sports & Outdoors,Decathlon,Supermarkets ,Green Weekend Deals,613350.49,230,2666.74,528.13,4985.58
Sports & Outdoors,Decathlon,Supermarkets ,Happy Hour Discounts,650578.28,237,2745.06,500.42,4933.97
Sports & Outdoors,Decathlon,Supermarkets ,Holiday Shopping Rush,633906.17,236,2686.04,530.45,4994.86
Sports & Outdoors,Decathlon,Supermarkets ,Hot Picks Promo,593667.38,212,2800.32,504.54,4994.34
Sports & Outdoors,Decathlon,Supermarkets ,Instant Gratification Sale,634763.48,231,2747.89,531.75,4968.55
Sports & Outdoors,Decathlon,Supermarkets ,Limited Time Treasures,619486.23,241,2570.48,513.55,4983.80
Sports & Outdoors,Decathlon,Supermarkets ,Loyalty Rewards Blast,606023.53,230,2634.88,538.82,4970.29
Sports & Outdoors,Decathlon,Supermarkets ,Mega Weekend Bonanza,626166.16,231,2710.68,501.48,4995.42
Sports & Outdoors,Decathlon,Supermarkets ,Mid-Year Madness,697690.85,243,2871.16,532.97,4999.49
Sports & Outdoors,Decathlon,Supermarkets ,Midnight Madness,610847.84,223,2739.23,501.16,4986.08
Sports & Outdoors,Decathlon,Supermarkets ,Mystery Discount Days,638695.23,215,2970.68,530.15,4979.54
Sports & Outdoors,Decathlon,Supermarkets ,New Arrival Showcase,735405.42,248,2965.34,506.47,4991.35
Sports & Outdoors,Decathlon,Supermarkets ,New Product Launch Promo,560324.92,210,2668.21,508.28,4957.53
Sports & Outdoors,Decathlon,Supermarkets ,New Year Kickoff,660644.25,238,2775.82,501.31,4988.03
Sports & Outdoors,Decathlon,Supermarkets ,Price Drop Parade,592990.54,222,2671.13,540.15,4980.83
Sports & Outdoors,Decathlon,Supermarkets ,Red Tag Clearance,673293.99,245,2748.14,500.15,4981.94
Sports & Outdoors,Decathlon,Supermarkets ,Seasonal Surprise Box,570589.28,217,2629.44,539.15,4962.32
Sports & Outdoors,Decathlon,Supermarkets ,Shop & Save Spectacular,633076.07,236,2682.53,513.29,4962.94
Sports & Outdoors,Decathlon,Supermarkets ,Smart Shopper Week,651038.74,232,2806.20,511.12,4995.51
Sports & Outdoors,Decathlon,Supermarkets ,Spring Refresh Event,694548.53,240,2893.95,521.35,4992.08
Sports & Outdoors,Decathlon,Supermarkets ,Spring Splash Discounts,638943.48,246,2597.33,513.60,4991.41
Sports & Outdoors,Decathlon,Supermarkets ,Summer Sizzle Promo,699434.07,264,2649.37,502.21,4991.16
Sports & Outdoors,Decathlon,Supermarkets ,Super Savings Week,650140.73,231,2814.46,536.95,4961.10
Sports & Outdoors,Decathlon,Supermarkets ,Ultimate Value Event,702258.65,249,2820.32,510.52,4996.78
Sports & Outdoors,Decathlon,Supermarkets ,VIP Access Sale,637789.75,228,2797.32,553.88,4974.98
Sports & Outdoors,Decathlon,Supermarkets ,Weekend Warrior Specials,594199.73,223,2664.57,551.03,4939.92
Sports & Outdoors,Decathlon,Supermarkets ,Winter Clearance Carnival,726985.36,258,2817.77,533.25,4999.77
Sports & Outdoors,Decathlon,Supermarkets ,Winter Wonders Sale,592740.53,215,2756.93,522.78,4993.77
Sports & Outdoors,Nike,Large Malls / Complexes,12 Days of Deals,704535.40,257,2741.38,519.47,4999.02
Sports & Outdoors,Nike,Large Malls / Complexes,Autumn Deals Drive,555733.92,206,2697.74,531.55,4921.75
Sports & Outdoors,Nike,Large Malls / Complexes,BOGO Blitz,578629.15,209,2768.56,524.20,4984.94
Sports & Outdoors,Nike,Large Malls / Complexes,Back to School Boost,590709.71,218,2709.68,534.05,4976.28
Sports & Outdoors,Nike,Large Malls / Complexes,Birthday Bash Sale,576097.47,208,2769.70,551.57,4975.44
Sports & Outdoors,Nike,Large Malls / Complexes,Black Friday Blowout,611254.23,214,2856.33,503.37,4986.85
Sports & Outdoors,Nike,Large Malls / Complexes,Cart Crasher Campaign,586372.23,211,2779.02,514.47,4995.45
Sports & Outdoors,Nike,Large Malls / Complexes,Cashback Carnival,512599.07,191,2683.76,520.83,4933.73
Sports & Outdoors,Nike,Large Malls / Complexes,Clearance Countdown,545997.38,212,2575.46,533.95,4992.16
Sports & Outdoors,Nike,Large Malls / Complexes,Countdown to Savings,569953.70,197,2893.17,536.67,4925.72
Sports & Outdoors,Nike,Large Malls / Complexes,Customer Appreciation Week,629534.96,232,2713.51,544.04,4957.27
Sports & Outdoors,Nike,Large Malls / Complexes,Cyber Monday Mania,548001.10,195,2810.26,505.34,4992.94
Sports & Outdoors,Nike,Large Malls / Complexes,Deal of the Month,517042.19,190,2721.27,533.01,4986.89
Sports & Outdoors,Nike,Large Malls / Complexes,Double Points Bonanza,588591.35,215,2737.63,568.45,4987.70
Sports & Outdoors,Nike,Large Malls / Complexes,Early Bird Specials,531569.85,183,2904.75,513.61,4995.45
Sports & Outdoors,Nike,Large Malls / Complexes,End of Season Sale,534902.03,197,2715.24,511.75,4991.27
Sports & Outdoors,Nike,Large Malls / Complexes,Exclusive Insider Offers,592350.34,209,2834.21,513.90,4988.56
Sports & Outdoors,Nike,Large Malls / Complexes,Festive Fever Promo,474133.80,176,2693.94,526.13,4964.48
Sports & Outdoors,Nike,Large Malls / Complexes,Final Call Frenzy,592464.93,225,2633.18,509.93,4997.60
Sports & Outdoors,Nike,Large Malls / Complexes,Flash Frenzy Friday,643767.58,227,2835.98,544.60,4995.14
Sports & Outdoors,Nike,Large Malls / Complexes,"Gift More, Spend Less",553457.03,203,2726.39,530.12,4920.63
Sports & Outdoors,Nike,Large Malls / Complexes,Golden Hour Bargains,625924.82,233,2686.37,544.95,4982.43
Sports & Outdoors,Nike,Large Malls / Complexes,Green Weekend Deals,610074.24,217,2811.40,523.04,4994.05
Sports & Outdoors,Nike,Large Malls / Complexes,Happy Hour Discounts,616481.79,221,2789.51,535.51,4998.95
Sports & Outdoors,Nike,Large Malls / Complexes,Holiday Shopping Rush,608854.49,227,2682.18,522.56,4962.15
Sports & Outdoors,Nike,Large Malls / Complexes,Hot Picks Promo,627899.33,230,2730.00,511.52,4989.53
Sports & Outdoors,Nike,Large Malls / Complexes,Instant Gratification Sale,656217.34,232,2828.52,504.23,4995.28
Sports & Outdoors,Nike,Large Malls / Complexes,Limited Time Treasures,617628.28,223,2769.63,519.56,4997.70
Sports & Outdoors,Nike,Large Malls / Complexes,Loyalty Rewards Blast,484773.66,188,2578.58,501.80,4967.93
Sports & Outdoors,Nike,Large Malls / Complexes,Mega Weekend Bonanza,608612.00,217,2804.66,509.61,4971.64
Sports & Outdoors,Nike,Large Malls / Complexes,Mid-Year Madness,504890.68,180,2804.95,517.63,4992.54
Sports & Outdoors,Nike,Large Malls / Complexes,Midnight Madness,653097.63,228,2864.46,512.31,4954.28
Sports & Outdoors,Nike,Large Malls / Complexes,Mystery Discount Days,505686.16,203,2491.06,524.59,4999.19
Sports & Outdoors,Nike,Large Malls / Complexes,New Arrival Showcase,563556.60,213,2645.81,515.17,4992.00
Sports & Outdoors,Nike,Large Malls / Complexes,New Product Launch Promo,568737.63,213,2670.13,508.78,4998.73
Sports & Outdoors,Nike,Large Malls / Complexes,New Year Kickoff,563965.09,189,2983.94,710.64,4966.27
Sports & Outdoors,Nike,Large Malls / Complexes,Price Drop Parade,611743.39,232,2636.82,511.87,4996.87
Sports & Outdoors,Nike,Large Malls / Complexes,Red Tag Clearance,482588.61,192,2513.48,520.69,4993.59
Sports & Outdoors,Nike,Large Malls / Complexes,Seasonal Surprise Box,543235.49,202,2689.28,568.87,4952.20
Sports & Outdoors,Nike,Large Malls / Complexes,Shop & Save Spectacular,649613.00,224,2900.06,554.96,4977.67
Sports & Outdoors,Nike,Large Malls / Complexes,Smart Shopper Week,538427.51,191,2818.99,514.53,4965.14
Sports & Outdoors,Nike,Large Malls / Complexes,Spring Refresh Event,598327.46,206,2904.50,503.69,4993.39
Sports & Outdoors,Nike,Large Malls / Complexes,Spring Splash Discounts,560969.25,208,2696.97,509.54,4898.45
Sports & Outdoors,Nike,Large Malls / Complexes,Summer Sizzle Promo,649646.43,230,2824.55,504.99,4997.66
Sports & Outdoors,Nike,Large Malls / Complexes,Super Savings Week,514059.64,191,2691.41,564.26,4970.25
Sports & Outdoors,Nike,Large Malls / Complexes,Ultimate Value Event,604873.86,223,2712.44,511.53,4987.42
Sports & Outdoors,Nike,Large Malls / Complexes,VIP Access Sale,605668.83,215,2817.06,523.12,4989.88
Sports & Outdoors,Nike,Large Malls / Complexes,Weekend Warrior Specials,591222.08,214,2762.72,513.82,4989.77
Sports & Outdoors,Nike,Large Malls / Complexes,Winter Clearance Carnival,651414.01,226,2882.36,534.87,4978.64
Sports & Outdoors,Nike,Large Malls / Complexes,Winter Wonders Sale,615029.70,216,2847.36,517.57,4985.64
Sports & Outdoors,Nike,Small Stores / Shops,12 Days of Deals,609010.04,223,2730.99,621.03,4999.67
Sports & Outdoors,Nike,Small Stores / Shops,Autumn Deals Drive,672077.41,254,2645.97,504.53,4988.18
Sports & Outdoors,Nike,Small Stores / Shops,BOGO Blitz,676025.40,239,2828.56,603.62,4973.13
Sports & Outdoors,Nike,Small Stores / Shops,Back to School Boost,612001.48,229,2672.50,559.15,4989.50
Sports & Outdoors,Nike,Small Stores / Shops,Birthday Bash Sale,626148.08,224,2795.30,500.14,4992.00
Sports & Outdoors,Nike,Small Stores / Shops,Black Friday Blowout,594687.63,217,2740.50,516.17,4987.76
Sports & Outdoors,Nike,Small Stores / Shops,Cart Crasher Campaign,666882.97,232,2874.50,515.04,4993.50
Sports & Outdoors,Nike,Small Stores / Shops,Cashback Carnival,615874.09,223,2761.77,512.71,4981.41
Sports & Outdoors,Nike,Small Stores / Shops,Clearance Countdown,533538.21,208,2565.09,511.98,4927.79
Sports & Outdoors,Nike,Small Stores / Shops,Countdown to Savings,622635.24,220,2830.16,532.17,4972.93
Sports & Outdoors,Nike,Small Stores / Shops,Customer Appreciation Week,612066.62,219,2794.82,523.80,4979.15
Sports & Outdoors,Nike,Small Stores / Shops,Cyber Monday Mania,604880.71,225,2688.36,502.42,4996.11
Sports & Outdoors,Nike,Small Stores / Shops,Deal of the Month,669733.95,249,2689.69,511.13,4995.46
Sports & Outdoors,Nike,Small Stores / Shops,Double Points Bonanza,622802.97,232,2684.50,507.25,4998.97
Sports & Outdoors,Nike,Small Stores / Shops,Early Bird Specials,642427.92,219,2933.46,563.71,4958.56
Sports & Outdoors,Nike,Small Stores / Shops,End of Season Sale,730582.41,256,2853.84,503.93,4993.65
Sports & Outdoors,Nike,Small Stores / Shops,Exclusive Insider Offers,621253.31,228,2724.80,502.99,4961.26
Sports & Outdoors,Nike,Small Stores / Shops,Festive Fever Promo,712350.49,245,2907.55,508.47,4973.24
Sports & Outdoors,Nike,Small Stores / Shops,Final Call Frenzy,587568.88,211,2784.69,502.59,4958.26
Sports & Outdoors,Nike,Small Stores / Shops,Flash Frenzy Friday,599328.22,209,2867.60,520.92,4972.67
Sports & Outdoors,Nike,Small Stores / Shops,"Gift More, Spend Less",592741.97,218,2719.00,521.61,4992.10
Sports & Outdoors,Nike,Small Stores / Shops,Golden Hour Bargains,609802.02,217,2810.15,500.01,4960.67
