brand,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Puma,First-time Buyer,Supermarkets ,Winter Clearance Carnival,113840.95,44,2587.29,583.40,4963.75
Puma,First-time Buyer,Supermarkets ,Winter Wonders Sale,139138.12,50,2782.76,859.78,4876.10
Puma,High Value,Large Malls / Complexes,12 Days of Deals,113471.83,43,2638.88,558.59,4972.18
Puma,High Value,Large Malls / Complexes,Autumn Deals Drive,101553.48,38,2672.46,507.26,4818.91
Puma,High Value,Large Malls / Complexes,BOGO Blitz,123696.98,46,2689.06,670.56,4969.70
Puma,High Value,Large Malls / Complexes,Back to School Boost,124052.06,49,2531.67,507.03,4915.62
Puma,High Value,Large Malls / Complexes,Birthday Bash Sale,144546.40,53,2727.29,503.09,4854.10
Puma,High Value,Large Malls / Complexes,Black Friday Blowout,124555.80,42,2965.61,734.09,4988.23
Puma,High Value,Large Malls / Complexes,Cart Crasher Campaign,107847.69,39,2765.33,517.04,4750.84
Puma,High Value,Large Malls / Complexes,Cashback Carnival,109572.64,39,2809.55,1194.05,4898.56
Puma,High Value,Large Malls / Complexes,Clearance Countdown,110976.50,39,2845.55,600.85,4904.07
Puma,High Value,Large Malls / Complexes,Countdown to Savings,146727.33,49,2994.44,504.64,4999.61
Puma,High Value,Large Malls / Complexes,Customer Appreciation Week,107897.66,40,2697.44,546.73,4943.45
Puma,High Value,Large Malls / Complexes,Cyber Monday Mania,123584.63,46,2686.62,524.72,4945.25
Puma,High Value,Large Malls / Complexes,Deal of the Month,97631.24,35,2789.46,591.17,4722.98
Puma,High Value,Large Malls / Complexes,Double Points Bonanza,145101.30,47,3087.26,510.07,4998.01
Puma,High Value,Large Malls / Complexes,Early Bird Specials,105156.33,38,2767.27,631.01,4842.77
Puma,High Value,Large Malls / Complexes,End of Season Sale,119655.38,45,2659.01,621.56,4736.41
Puma,High Value,Large Malls / Complexes,Exclusive Insider Offers,103077.92,37,2785.89,713.04,4979.41
Puma,High Value,Large Malls / Complexes,Festive Fever Promo,148904.95,49,3038.88,519.19,4967.54
Puma,High Value,Large Malls / Complexes,Final Call Frenzy,138870.30,49,2834.09,562.72,4962.59
Puma,High Value,Large Malls / Complexes,Flash Frenzy Friday,95505.11,35,2728.72,587.48,4913.28
Puma,High Value,Large Malls / Complexes,"Gift More, Spend Less",123121.56,45,2736.03,504.71,4960.65
Puma,High Value,Large Malls / Complexes,Golden Hour Bargains,109519.44,45,2433.77,655.87,4933.73
Puma,High Value,Large Malls / Complexes,Green Weekend Deals,80968.63,33,2453.59,517.92,4997.99
Puma,High Value,Large Malls / Complexes,Happy Hour Discounts,106385.34,37,2875.28,697.70,4990.89
Puma,High Value,Large Malls / Complexes,Holiday Shopping Rush,116521.29,42,2774.32,514.04,4961.06
Puma,High Value,Large Malls / Complexes,Hot Picks Promo,146518.13,56,2616.40,551.73,4909.10
Puma,High Value,Large Malls / Complexes,Instant Gratification Sale,107216.45,41,2615.04,726.45,4988.31
Puma,High Value,Large Malls / Complexes,Limited Time Treasures,90401.48,39,2317.99,563.29,4829.17
Puma,High Value,Large Malls / Complexes,Loyalty Rewards Blast,89280.82,34,2625.91,508.40,4988.95
Puma,High Value,Large Malls / Complexes,Mega Weekend Bonanza,139749.92,51,2740.19,518.98,4797.81
Puma,High Value,Large Malls / Complexes,Mid-Year Madness,138137.13,49,2819.13,539.97,4991.64
Puma,High Value,Large Malls / Complexes,Midnight Madness,160250.25,58,2762.94,573.00,4938.29
Puma,High Value,Large Malls / Complexes,Mystery Discount Days,130451.07,48,2717.73,638.79,4824.90
Puma,High Value,Large Malls / Complexes,New Arrival Showcase,121665.23,41,2967.44,500.37,4917.41
Puma,High Value,Large Malls / Complexes,New Product Launch Promo,129214.94,46,2809.02,722.06,4925.13
Puma,High Value,Large Malls / Complexes,New Year Kickoff,109895.22,40,2747.38,678.13,4876.06
Puma,High Value,Large Malls / Complexes,Price Drop Parade,117028.11,42,2786.38,640.22,4675.02
Puma,High Value,Large Malls / Complexes,Red Tag Clearance,131564.48,47,2799.24,627.10,4757.14
Puma,High Value,Large Malls / Complexes,Seasonal Surprise Box,110361.12,41,2691.73,536.97,4996.14
Puma,High Value,Large Malls / Complexes,Shop & Save Spectacular,152576.62,52,2934.17,525.84,4873.53
Puma,High Value,Large Malls / Complexes,Smart Shopper Week,111415.46,43,2591.06,534.27,4907.26
Puma,High Value,Large Malls / Complexes,Spring Refresh Event,121472.12,46,2640.70,517.03,4926.19
Puma,High Value,Large Malls / Complexes,Spring Splash Discounts,130452.56,47,2775.59,506.18,4840.56
Puma,High Value,Large Malls / Complexes,Summer Sizzle Promo,115064.17,45,2556.98,500.10,4850.23
Puma,High Value,Large Malls / Complexes,Super Savings Week,84571.62,33,2562.78,563.51,4792.02
Puma,High Value,Large Malls / Complexes,Ultimate Value Event,111512.66,39,2859.30,548.03,4919.43
Puma,High Value,Large Malls / Complexes,VIP Access Sale,117403.77,42,2795.33,505.32,4898.36
Puma,High Value,Large Malls / Complexes,Weekend Warrior Specials,157972.62,57,2771.45,508.77,4973.65
Puma,High Value,Large Malls / Complexes,Winter Clearance Carnival,121756.04,43,2831.54,535.72,4969.79
Puma,High Value,Large Malls / Complexes,Winter Wonders Sale,92283.71,31,2976.89,599.04,4786.59
Puma,High Value,Small Stores / Shops,12 Days of Deals,138874.88,45,3086.11,731.99,4987.18
Puma,High Value,Small Stores / Shops,Autumn Deals Drive,142414.97,52,2738.75,602.45,4843.05
Puma,High Value,Small Stores / Shops,BOGO Blitz,115214.94,44,2618.52,517.84,4977.94
Puma,High Value,Small Stores / Shops,Back to School Boost,92648.22,33,2807.52,655.79,4514.34
Puma,High Value,Small Stores / Shops,Birthday Bash Sale,116450.75,43,2708.16,664.83,4916.47
Puma,High Value,Small Stores / Shops,Black Friday Blowout,102749.02,33,3113.61,769.21,4901.33
Puma,High Value,Small Stores / Shops,Cart Crasher Campaign,124425.00,46,2704.89,546.19,4886.45
Puma,High Value,Small Stores / Shops,Cashback Carnival,128868.09,47,2741.87,602.21,4728.69
Puma,High Value,Small Stores / Shops,Clearance Countdown,116308.45,44,2643.37,540.64,4961.16
Puma,High Value,Small Stores / Shops,Countdown to Savings,148496.43,51,2911.69,517.19,4879.25
Puma,High Value,Small Stores / Shops,Customer Appreciation Week,134432.55,49,2743.52,599.96,4981.66
Puma,High Value,Small Stores / Shops,Cyber Monday Mania,172071.58,62,2775.35,529.46,4977.44
Puma,High Value,Small Stores / Shops,Deal of the Month,151990.56,55,2763.46,550.42,4991.35
Puma,High Value,Small Stores / Shops,Double Points Bonanza,125206.04,49,2555.23,521.21,4992.59
Puma,High Value,Small Stores / Shops,Early Bird Specials,114959.60,44,2612.72,527.52,4743.98
Puma,High Value,Small Stores / Shops,End of Season Sale,123859.47,44,2814.99,531.46,4972.92
Puma,High Value,Small Stores / Shops,Exclusive Insider Offers,140218.03,49,2861.59,591.59,4885.38
Puma,High Value,Small Stores / Shops,Festive Fever Promo,91837.99,32,2869.94,539.73,4893.34
Puma,High Value,Small Stores / Shops,Final Call Frenzy,195117.28,67,2912.20,500.03,4920.59
Puma,High Value,Small Stores / Shops,Flash Frenzy Friday,152409.14,59,2583.21,581.01,4896.06
Puma,High Value,Small Stores / Shops,"Gift More, Spend Less",103537.02,37,2798.30,671.25,4952.61
Puma,High Value,Small Stores / Shops,Golden Hour Bargains,133927.07,50,2678.54,562.01,4868.52
Puma,High Value,Small Stores / Shops,Green Weekend Deals,144163.49,53,2720.07,584.65,4907.11
Puma,High Value,Small Stores / Shops,Happy Hour Discounts,149094.04,51,2923.41,610.97,4890.53
Puma,High Value,Small Stores / Shops,Holiday Shopping Rush,84991.71,33,2575.51,539.98,4540.04
Puma,High Value,Small Stores / Shops,Hot Picks Promo,124731.71,46,2711.56,729.92,4924.52
Puma,High Value,Small Stores / Shops,Instant Gratification Sale,116120.96,43,2700.49,607.76,4880.31
Puma,High Value,Small Stores / Shops,Limited Time Treasures,128055.41,48,2667.82,604.44,4864.74
Puma,High Value,Small Stores / Shops,Loyalty Rewards Blast,118734.57,44,2698.51,514.60,4941.19
Puma,High Value,Small Stores / Shops,Mega Weekend Bonanza,127237.47,47,2707.18,503.43,4791.27
Puma,High Value,Small Stores / Shops,Mid-Year Madness,120004.67,48,2500.10,824.42,4997.99
Puma,High Value,Small Stores / Shops,Midnight Madness,126892.81,42,3021.26,796.50,4848.61
Puma,High Value,Small Stores / Shops,Mystery Discount Days,133010.98,50,2660.22,521.45,4975.99
Puma,High Value,Small Stores / Shops,New Arrival Showcase,146970.49,46,3195.01,550.48,4964.38
Puma,High Value,Small Stores / Shops,New Product Launch Promo,98933.24,38,2603.51,503.81,4909.64
Puma,High Value,Small Stores / Shops,New Year Kickoff,124356.17,49,2537.88,503.46,4950.56
Puma,High Value,Small Stores / Shops,Price Drop Parade,142501.30,49,2908.19,652.48,4791.87
Puma,High Value,Small Stores / Shops,Red Tag Clearance,117705.64,43,2737.34,530.53,4880.80
Puma,High Value,Small Stores / Shops,Seasonal Surprise Box,113870.84,38,2996.60,563.15,4920.51
Puma,High Value,Small Stores / Shops,Shop & Save Spectacular,130793.55,45,2906.52,564.19,4896.45
Puma,High Value,Small Stores / Shops,Smart Shopper Week,149297.79,55,2714.51,519.29,4908.47
Puma,High Value,Small Stores / Shops,Spring Refresh Event,137120.18,49,2798.37,554.48,4937.32
Puma,High Value,Small Stores / Shops,Spring Splash Discounts,138810.25,49,2832.86,517.03,4975.22
Puma,High Value,Small Stores / Shops,Summer Sizzle Promo,139675.73,49,2850.53,744.21,4998.14
Puma,High Value,Small Stores / Shops,Super Savings Week,117514.31,38,3092.48,630.05,4913.72
Puma,High Value,Small Stores / Shops,Ultimate Value Event,125138.04,48,2607.04,539.41,4659.03
Puma,High Value,Small Stores / Shops,VIP Access Sale,128832.38,46,2800.70,525.46,4657.87
Puma,High Value,Small Stores / Shops,Weekend Warrior Specials,119303.56,41,2909.84,520.21,4942.98
Puma,High Value,Small Stores / Shops,Winter Clearance Carnival,137595.32,45,3057.67,738.48,4972.59
Puma,High Value,Small Stores / Shops,Winter Wonders Sale,98338.91,36,2731.64,599.80,4981.86
Puma,High Value,Supermarkets ,12 Days of Deals,116131.83,44,2639.36,575.22,4959.05
Puma,High Value,Supermarkets ,Autumn Deals Drive,128598.68,47,2736.14,606.44,4881.88
Puma,High Value,Supermarkets ,BOGO Blitz,114080.19,44,2592.73,533.45,4866.40
Puma,High Value,Supermarkets ,Back to School Boost,132609.91,46,2882.82,708.55,4923.95
Puma,High Value,Supermarkets ,Birthday Bash Sale,169578.77,57,2975.07,721.74,4831.43
Puma,High Value,Supermarkets ,Black Friday Blowout,145175.54,53,2739.16,741.54,4969.48
Puma,High Value,Supermarkets ,Cart Crasher Campaign,136342.94,52,2621.98,677.67,4705.03
Puma,High Value,Supermarkets ,Cashback Carnival,123579.66,44,2808.63,745.55,4984.98
Puma,High Value,Supermarkets ,Clearance Countdown,111398.34,41,2717.03,665.79,4955.30
Puma,High Value,Supermarkets ,Countdown to Savings,155826.93,57,2733.81,520.42,4815.68
Puma,High Value,Supermarkets ,Customer Appreciation Week,144220.05,51,2827.84,600.97,4838.94
Puma,High Value,Supermarkets ,Cyber Monday Mania,127250.03,45,2827.78,541.56,4951.61
Puma,High Value,Supermarkets ,Deal of the Month,114834.92,49,2343.57,542.80,4878.01
Puma,High Value,Supermarkets ,Double Points Bonanza,130734.11,47,2781.58,504.90,4983.65
Puma,High Value,Supermarkets ,Early Bird Specials,152711.42,54,2827.99,517.50,4860.46
Puma,High Value,Supermarkets ,End of Season Sale,116308.61,41,2836.80,532.22,4771.79
Puma,High Value,Supermarkets ,Exclusive Insider Offers,102898.87,41,2509.73,654.68,4953.66
Puma,High Value,Supermarkets ,Festive Fever Promo,89193.39,35,2548.38,506.40,4882.24
Puma,High Value,Supermarkets ,Final Call Frenzy,112064.32,43,2606.15,606.83,4983.68
Puma,High Value,Supermarkets ,Flash Frenzy Friday,131351.19,43,3054.68,668.63,4955.00
Puma,High Value,Supermarkets ,"Gift More, Spend Less",121488.52,40,3037.21,570.16,4691.30
Puma,High Value,Supermarkets ,Golden Hour Bargains,117926.59,41,2876.26,625.77,4858.87
Puma,High Value,Supermarkets ,Green Weekend Deals,150646.82,51,2953.86,572.40,4986.34
Puma,High Value,Supermarkets ,Happy Hour Discounts,116639.01,42,2777.12,537.80,4886.67
Puma,High Value,Supermarkets ,Holiday Shopping Rush,156979.96,54,2907.04,635.75,4973.38
Puma,High Value,Supermarkets ,Hot Picks Promo,110937.30,41,2705.79,530.39,4678.26
Puma,High Value,Supermarkets ,Instant Gratification Sale,123742.14,43,2877.72,532.13,4796.56
Puma,High Value,Supermarkets ,Limited Time Treasures,165394.72,60,2756.58,515.15,4970.18
Puma,High Value,Supermarkets ,Loyalty Rewards Blast,116035.26,39,2975.26,549.57,4733.36
Puma,High Value,Supermarkets ,Mega Weekend Bonanza,147933.34,46,3215.94,625.14,4982.41
Puma,High Value,Supermarkets ,Mid-Year Madness,99620.96,40,2490.52,500.82,4868.44
Puma,High Value,Supermarkets ,Midnight Madness,112885.66,43,2625.25,550.80,4818.39
Puma,High Value,Supermarkets ,Mystery Discount Days,107657.41,40,2691.44,664.83,4995.75
Puma,High Value,Supermarkets ,New Arrival Showcase,159368.02,59,2701.15,526.78,4973.37
Puma,High Value,Supermarkets ,New Product Launch Promo,121389.29,45,2697.54,611.37,4700.31
Puma,High Value,Supermarkets ,New Year Kickoff,104535.36,41,2549.64,500.45,4584.69
Puma,High Value,Supermarkets ,Price Drop Parade,125639.99,51,2463.53,549.61,4681.52
Puma,High Value,Supermarkets ,Red Tag Clearance,130262.86,46,2831.80,540.36,4832.51
Puma,High Value,Supermarkets ,Seasonal Surprise Box,152303.59,53,2873.65,518.01,4995.90
Puma,High Value,Supermarkets ,Shop & Save Spectacular,132287.11,53,2495.98,615.12,4888.33
Puma,High Value,Supermarkets ,Smart Shopper Week,117057.59,44,2660.40,732.97,4917.39
Puma,High Value,Supermarkets ,Spring Refresh Event,96504.52,45,2144.54,517.63,4969.65
Puma,High Value,Supermarkets ,Spring Splash Discounts,114609.11,41,2795.34,684.89,4969.64
Puma,High Value,Supermarkets ,Summer Sizzle Promo,123986.23,51,2431.10,591.49,4975.17
Puma,High Value,Supermarkets ,Super Savings Week,103704.92,34,3050.14,889.20,4930.92
Puma,High Value,Supermarkets ,Ultimate Value Event,146373.37,53,2761.76,568.77,4996.51
Puma,High Value,Supermarkets ,VIP Access Sale,149400.89,53,2818.88,528.56,4970.93
Puma,High Value,Supermarkets ,Weekend Warrior Specials,124265.42,49,2536.03,575.18,4301.85
Puma,High Value,Supermarkets ,Winter Clearance Carnival,101369.79,37,2739.72,509.87,4990.30
Puma,High Value,Supermarkets ,Winter Wonders Sale,105780.83,41,2580.02,557.05,4822.90
Puma,In-Store Regular,Large Malls / Complexes,12 Days of Deals,107153.94,37,2896.05,586.48,4784.04
Puma,In-Store Regular,Large Malls / Complexes,Autumn Deals Drive,92531.21,35,2643.75,547.54,4952.75
Puma,In-Store Regular,Large Malls / Complexes,BOGO Blitz,101498.72,40,2537.47,502.29,4985.85
Puma,In-Store Regular,Large Malls / Complexes,Back to School Boost,110581.07,39,2835.41,848.32,4998.12
Puma,In-Store Regular,Large Malls / Complexes,Birthday Bash Sale,132096.27,49,2695.84,589.33,4997.95
Puma,In-Store Regular,Large Malls / Complexes,Black Friday Blowout,129556.82,46,2816.45,595.14,4953.73
Puma,In-Store Regular,Large Malls / Complexes,Cart Crasher Campaign,100362.59,41,2447.87,630.60,4930.59
Puma,In-Store Regular,Large Malls / Complexes,Cashback Carnival,112108.22,39,2874.57,634.97,4915.97
Puma,In-Store Regular,Large Malls / Complexes,Clearance Countdown,119087.34,46,2588.86,662.93,4918.30
Puma,In-Store Regular,Large Malls / Complexes,Countdown to Savings,130243.75,50,2604.87,543.36,4929.59
Puma,In-Store Regular,Large Malls / Complexes,Customer Appreciation Week,107925.29,38,2840.14,572.93,4950.07
Puma,In-Store Regular,Large Malls / Complexes,Cyber Monday Mania,130219.30,49,2657.54,703.36,4831.12
Puma,In-Store Regular,Large Malls / Complexes,Deal of the Month,110630.94,41,2698.32,742.85,4922.75
Puma,In-Store Regular,Large Malls / Complexes,Double Points Bonanza,109388.31,43,2543.91,516.22,4821.43
Puma,In-Store Regular,Large Malls / Complexes,Early Bird Specials,112521.39,37,3041.12,505.07,4904.93
Puma,In-Store Regular,Large Malls / Complexes,End of Season Sale,85271.15,34,2507.98,509.20,4948.10
Puma,In-Store Regular,Large Malls / Complexes,Exclusive Insider Offers,98715.68,38,2597.78,628.88,4945.38
Puma,In-Store Regular,Large Malls / Complexes,Festive Fever Promo,108969.13,40,2724.23,535.25,4952.11
Puma,In-Store Regular,Large Malls / Complexes,Final Call Frenzy,103103.66,38,2713.25,566.82,4954.68
Puma,In-Store Regular,Large Malls / Complexes,Flash Frenzy Friday,87020.59,37,2351.91,512.74,4546.75
Puma,In-Store Regular,Large Malls / Complexes,"Gift More, Spend Less",138228.95,47,2941.04,525.76,4849.39
Puma,In-Store Regular,Large Malls / Complexes,Golden Hour Bargains,98597.35,37,2664.79,501.78,4856.06
Puma,In-Store Regular,Large Malls / Complexes,Green Weekend Deals,125341.44,40,3133.54,764.09,4995.46
Puma,In-Store Regular,Large Malls / Complexes,Happy Hour Discounts,123694.08,48,2576.96,638.20,4676.02
Puma,In-Store Regular,Large Malls / Complexes,Holiday Shopping Rush,119404.27,43,2776.84,517.64,4938.95
Puma,In-Store Regular,Large Malls / Complexes,Hot Picks Promo,141390.65,48,2945.64,619.16,4948.75
Puma,In-Store Regular,Large Malls / Complexes,Instant Gratification Sale,126085.17,42,3002.03,521.53,4800.43
Puma,In-Store Regular,Large Malls / Complexes,Limited Time Treasures,98444.35,38,2590.64,516.03,4987.22
Puma,In-Store Regular,Large Malls / Complexes,Loyalty Rewards Blast,134247.68,43,3122.04,675.06,4827.16
Puma,In-Store Regular,Large Malls / Complexes,Mega Weekend Bonanza,122443.95,46,2661.82,1004.78,4951.45
Puma,In-Store Regular,Large Malls / Complexes,Mid-Year Madness,134602.03,43,3130.28,686.75,4840.44
Puma,In-Store Regular,Large Malls / Complexes,Midnight Madness,111454.64,38,2933.02,721.47,4913.70
Puma,In-Store Regular,Large Malls / Complexes,Mystery Discount Days,133776.81,42,3185.16,709.21,4989.36
Puma,In-Store Regular,Large Malls / Complexes,New Arrival Showcase,112164.63,38,2951.70,523.91,4984.98
Puma,In-Store Regular,Large Malls / Complexes,New Product Launch Promo,129509.08,46,2815.41,599.74,4943.13
Puma,In-Store Regular,Large Malls / Complexes,New Year Kickoff,83921.52,30,2797.38,1093.42,4470.17
Puma,In-Store Regular,Large Malls / Complexes,Price Drop Parade,115669.19,37,3126.19,1002.88,4995.16
Puma,In-Store Regular,Large Malls / Complexes,Red Tag Clearance,112893.48,39,2894.70,722.33,4965.49
Puma,In-Store Regular,Large Malls / Complexes,Seasonal Surprise Box,102816.46,40,2570.41,650.85,4739.33
Puma,In-Store Regular,Large Malls / Complexes,Shop & Save Spectacular,129856.65,47,2762.91,723.37,4920.00
Puma,In-Store Regular,Large Malls / Complexes,Smart Shopper Week,109087.82,41,2660.68,600.50,4990.11
Puma,In-Store Regular,Large Malls / Complexes,Spring Refresh Event,106376.15,35,3039.32,559.48,4982.29
Puma,In-Store Regular,Large Malls / Complexes,Spring Splash Discounts,150561.06,53,2840.77,530.07,4989.65
Puma,In-Store Regular,Large Malls / Complexes,Summer Sizzle Promo,106416.04,36,2956.00,1008.09,4882.14
Puma,In-Store Regular,Large Malls / Complexes,Super Savings Week,99085.19,40,2477.13,540.25,4871.67
Puma,In-Store Regular,Large Malls / Complexes,Ultimate Value Event,116135.11,39,2977.82,506.31,4891.90
Puma,In-Store Regular,Large Malls / Complexes,VIP Access Sale,99868.76,40,2496.72,588.90,4534.39
Puma,In-Store Regular,Large Malls / Complexes,Weekend Warrior Specials,123003.17,46,2673.98,509.15,4911.95
Puma,In-Store Regular,Large Malls / Complexes,Winter Clearance Carnival,99036.43,38,2606.22,547.35,4826.94
Puma,In-Store Regular,Large Malls / Complexes,Winter Wonders Sale,124184.03,44,2822.36,545.39,4925.03
Puma,In-Store Regular,Small Stores / Shops,12 Days of Deals,92606.47,31,2987.31,913.53,4910.65
Puma,In-Store Regular,Small Stores / Shops,Autumn Deals Drive,118068.21,48,2459.75,611.13,4798.33
Puma,In-Store Regular,Small Stores / Shops,BOGO Blitz,148051.52,59,2509.35,554.88,4682.51
Puma,In-Store Regular,Small Stores / Shops,Back to School Boost,137647.44,50,2752.95,537.12,4928.32
Puma,In-Store Regular,Small Stores / Shops,Birthday Bash Sale,145477.67,50,2909.55,581.90,4987.56
Puma,In-Store Regular,Small Stores / Shops,Black Friday Blowout,138841.63,53,2619.65,500.74,4943.27
Puma,In-Store Regular,Small Stores / Shops,Cart Crasher Campaign,108319.34,43,2519.05,522.71,4942.76
Puma,In-Store Regular,Small Stores / Shops,Cashback Carnival,136520.51,42,3250.49,530.83,4993.05
Puma,In-Store Regular,Small Stores / Shops,Clearance Countdown,135117.07,53,2549.38,560.66,4929.38
Puma,In-Store Regular,Small Stores / Shops,Countdown to Savings,143572.89,52,2761.02,716.65,4880.39
Puma,In-Store Regular,Small Stores / Shops,Customer Appreciation Week,99299.20,42,2364.27,653.52,4995.61
Puma,In-Store Regular,Small Stores / Shops,Cyber Monday Mania,122573.67,49,2501.50,648.91,4947.60
Puma,In-Store Regular,Small Stores / Shops,Deal of the Month,126728.45,48,2640.18,600.33,4994.30
Puma,In-Store Regular,Small Stores / Shops,Double Points Bonanza,126716.65,43,2946.90,563.91,4979.34
Puma,In-Store Regular,Small Stores / Shops,Early Bird Specials,94614.17,34,2782.77,569.98,4912.21
Puma,In-Store Regular,Small Stores / Shops,End of Season Sale,147460.62,52,2835.78,535.49,4963.71
Puma,In-Store Regular,Small Stores / Shops,Exclusive Insider Offers,128537.68,49,2623.22,711.82,4960.88
Puma,In-Store Regular,Small Stores / Shops,Festive Fever Promo,90915.04,39,2331.15,516.04,4873.27
Puma,In-Store Regular,Small Stores / Shops,Final Call Frenzy,96755.38,41,2359.89,596.62,4698.42
Puma,In-Store Regular,Small Stores / Shops,Flash Frenzy Friday,140172.78,52,2695.63,564.54,4790.94
Puma,In-Store Regular,Small Stores / Shops,"Gift More, Spend Less",180082.59,63,2858.45,518.87,4938.62
Puma,In-Store Regular,Small Stores / Shops,Golden Hour Bargains,126747.45,42,3017.80,598.49,4984.15
Puma,In-Store Regular,Small Stores / Shops,Green Weekend Deals,140350.93,50,2807.02,728.22,4993.73
Puma,In-Store Regular,Small Stores / Shops,Happy Hour Discounts,111791.85,41,2726.63,507.84,4888.67
Puma,In-Store Regular,Small Stores / Shops,Holiday Shopping Rush,168604.69,56,3010.80,555.42,4970.59
Puma,In-Store Regular,Small Stores / Shops,Hot Picks Promo,130929.69,49,2672.03,519.39,4983.33
Puma,In-Store Regular,Small Stores / Shops,Instant Gratification Sale,139008.05,50,2780.16,562.27,4865.23
Puma,In-Store Regular,Small Stores / Shops,Limited Time Treasures,92779.38,34,2728.81,527.04,4894.05
Puma,In-Store Regular,Small Stores / Shops,Loyalty Rewards Blast,106547.13,42,2536.84,545.30,4903.65
Puma,In-Store Regular,Small Stores / Shops,Mega Weekend Bonanza,128944.73,45,2865.44,566.81,4932.63
Puma,In-Store Regular,Small Stores / Shops,Mid-Year Madness,153738.48,56,2745.33,575.49,4995.13
Puma,In-Store Regular,Small Stores / Shops,Midnight Madness,123260.97,47,2622.57,524.30,4923.65
Puma,In-Store Regular,Small Stores / Shops,Mystery Discount Days,93937.57,38,2472.04,506.20,4860.97
Puma,In-Store Regular,Small Stores / Shops,New Arrival Showcase,119163.51,45,2648.08,567.95,4797.05
Puma,In-Store Regular,Small Stores / Shops,New Product Launch Promo,121751.30,44,2767.07,613.54,4819.98
Puma,In-Store Regular,Small Stores / Shops,New Year Kickoff,138968.14,52,2672.46,528.73,4940.54
Puma,In-Store Regular,Small Stores / Shops,Price Drop Parade,109306.73,43,2542.02,603.40,4813.69
Puma,In-Store Regular,Small Stores / Shops,Red Tag Clearance,131707.33,55,2394.68,572.89,4859.84
Puma,In-Store Regular,Small Stores / Shops,Seasonal Surprise Box,116112.44,43,2700.29,537.31,4974.36
Puma,In-Store Regular,Small Stores / Shops,Shop & Save Spectacular,162031.93,58,2793.65,595.69,4872.63
Puma,In-Store Regular,Small Stores / Shops,Smart Shopper Week,108980.72,42,2594.78,631.56,4921.34
Puma,In-Store Regular,Small Stores / Shops,Spring Refresh Event,107462.37,40,2686.56,706.55,4862.44
Puma,In-Store Regular,Small Stores / Shops,Spring Splash Discounts,117944.32,47,2509.45,541.09,4818.79
Puma,In-Store Regular,Small Stores / Shops,Summer Sizzle Promo,98077.89,39,2514.82,502.54,4985.79
Puma,In-Store Regular,Small Stores / Shops,Super Savings Week,137955.76,46,2999.04,546.61,4807.11
Puma,In-Store Regular,Small Stores / Shops,Ultimate Value Event,94527.03,35,2700.77,590.42,4732.39
Puma,In-Store Regular,Small Stores / Shops,VIP Access Sale,130993.19,47,2787.09,673.35,4953.30
Puma,In-Store Regular,Small Stores / Shops,Weekend Warrior Specials,148588.70,53,2803.56,716.94,4990.23
Puma,In-Store Regular,Small Stores / Shops,Winter Clearance Carnival,102637.77,42,2443.76,559.10,4974.10
Puma,In-Store Regular,Small Stores / Shops,Winter Wonders Sale,106963.43,41,2608.86,523.98,4777.99
Puma,In-Store Regular,Supermarkets ,12 Days of Deals,152704.76,57,2679.03,646.83,4912.57
Puma,In-Store Regular,Supermarkets ,Autumn Deals Drive,87017.20,34,2559.33,548.41,4898.85
Puma,In-Store Regular,Supermarkets ,BOGO Blitz,136658.15,44,3105.87,686.18,4991.71
Puma,In-Store Regular,Supermarkets ,Back to School Boost,143240.19,52,2754.62,521.39,4939.52
Puma,In-Store Regular,Supermarkets ,Birthday Bash Sale,162458.05,48,3384.54,653.24,4979.87
Puma,In-Store Regular,Supermarkets ,Black Friday Blowout,112900.89,46,2454.37,641.25,4948.14
Puma,In-Store Regular,Supermarkets ,Cart Crasher Campaign,110874.52,41,2704.26,578.02,4852.98
Puma,In-Store Regular,Supermarkets ,Cashback Carnival,141195.96,56,2521.36,524.14,4718.66
Puma,In-Store Regular,Supermarkets ,Clearance Countdown,110585.55,45,2457.46,519.06,4953.28
Puma,In-Store Regular,Supermarkets ,Countdown to Savings,76521.96,36,2125.61,525.93,4174.33
Puma,In-Store Regular,Supermarkets ,Customer Appreciation Week,90701.61,34,2667.69,548.91,4745.56
Puma,In-Store Regular,Supermarkets ,Cyber Monday Mania,110715.26,43,2574.77,563.18,4990.14
Puma,In-Store Regular,Supermarkets ,Deal of the Month,125068.29,49,2552.41,634.93,4999.89
Puma,In-Store Regular,Supermarkets ,Double Points Bonanza,109226.71,42,2600.64,562.71,4754.90
Puma,In-Store Regular,Supermarkets ,Early Bird Specials,152272.66,50,3045.45,576.14,4952.71
Puma,In-Store Regular,Supermarkets ,End of Season Sale,118203.75,39,3030.87,556.18,4961.06
Puma,In-Store Regular,Supermarkets ,Exclusive Insider Offers,129079.37,46,2806.07,737.17,4998.51
Puma,In-Store Regular,Supermarkets ,Festive Fever Promo,180297.28,57,3163.11,704.95,4998.89
Puma,In-Store Regular,Supermarkets ,Final Call Frenzy,121386.70,40,3034.67,975.34,4974.53
Puma,In-Store Regular,Supermarkets ,Flash Frenzy Friday,100166.17,40,2504.15,599.13,4935.76
Puma,In-Store Regular,Supermarkets ,"Gift More, Spend Less",142888.46,47,3040.18,742.71,4942.83
