category,customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Double Points Bonanza,116485.90,37,3148.27,816.01,4896.69
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Early Bird Specials,78470.48,26,3018.10,681.09,4967.20
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,End of Season Sale,84878.83,26,3264.57,600.13,4940.76
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Exclusive Insider Offers,108607.02,36,3016.86,530.98,4998.93
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Festive Fever Promo,75638.23,26,2909.16,629.80,4670.04
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Final Call Frenzy,88564.46,30,2952.15,550.01,4980.69
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Flash Frenzy Friday,82077.09,32,2564.91,514.55,4752.52
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,"Gift More, Spend Less",61467.62,25,2458.70,643.31,4836.28
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Golden Hour Bargains,76169.72,28,2720.35,733.60,4990.85
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Green Weekend Deals,52836.73,16,3302.30,1647.47,4983.44
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Happy Hour Discounts,96590.20,36,2683.06,510.98,4879.63
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Holiday Shopping Rush,83647.47,32,2613.98,500.68,4903.49
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Hot Picks Promo,124350.28,49,2537.76,693.01,4997.12
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Instant Gratification Sale,71331.45,28,2547.55,773.93,4741.60
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Limited Time Treasures,76384.59,29,2633.95,591.53,4920.85
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Loyalty Rewards Blast,87512.32,29,3017.67,1165.77,4985.68
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Mega Weekend Bonanza,66685.48,25,2667.42,823.99,4905.02
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Mid-Year Madness,89698.75,31,2893.51,641.94,4984.17
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Midnight Madness,102346.10,34,3010.18,575.22,4929.50
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Mystery Discount Days,78992.34,29,2723.87,596.85,4581.79
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,New Arrival Showcase,87610.51,31,2826.15,570.74,4998.09
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,New Product Launch Promo,93765.91,37,2534.21,668.10,4869.64
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,New Year Kickoff,102720.48,36,2853.35,588.87,4963.92
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Price Drop Parade,72701.01,28,2596.46,546.61,4896.91
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Red Tag Clearance,86143.25,30,2871.44,901.46,4959.62
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Seasonal Surprise Box,101001.88,34,2970.64,657.73,4976.24
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Shop & Save Spectacular,98315.58,35,2809.02,517.55,4939.66
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Smart Shopper Week,85432.37,29,2945.94,614.52,4699.67
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Spring Refresh Event,73690.72,26,2834.26,541.94,4911.45
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Spring Splash Discounts,70414.10,25,2816.56,1042.00,4972.31
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Summer Sizzle Promo,83631.59,30,2787.72,615.33,4841.01
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Super Savings Week,69179.30,28,2470.69,544.69,4588.61
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Ultimate Value Event,101534.42,37,2744.17,609.72,4853.08
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,VIP Access Sale,76164.59,28,2720.16,519.00,4963.11
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Weekend Warrior Specials,87800.15,33,2660.61,624.61,4693.59
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Winter Clearance Carnival,102294.15,36,2841.50,604.25,4996.11
Home Appliances,Loyal Customer,Supermarkets ,Sales Associate,Winter Wonders Sale,69151.92,29,2384.55,604.54,4569.85
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,12 Days of Deals,93196.46,33,2824.14,711.46,4960.42
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Autumn Deals Drive,101921.13,36,2831.14,594.94,4962.76
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,BOGO Blitz,78418.37,29,2704.08,638.06,4745.98
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Back to School Boost,62038.45,21,2954.21,864.20,4747.49
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Birthday Bash Sale,95614.11,33,2897.40,584.23,4927.23
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Black Friday Blowout,89031.70,31,2871.99,589.85,4999.91
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Cart Crasher Campaign,88790.10,32,2774.69,576.52,4906.18
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Cashback Carnival,64219.84,23,2792.17,638.98,4249.87
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Clearance Countdown,77267.02,25,3090.68,559.19,4979.48
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Countdown to Savings,95939.32,35,2741.12,585.21,4895.28
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Customer Appreciation Week,78327.47,28,2797.41,533.46,4908.51
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Cyber Monday Mania,82161.07,28,2934.32,553.00,4882.41
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Deal of the Month,91104.63,37,2462.29,516.34,4837.18
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Double Points Bonanza,99127.48,38,2608.62,565.10,4953.64
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Early Bird Specials,102753.90,37,2777.13,688.80,4771.56
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,End of Season Sale,84906.11,33,2572.91,522.55,4857.97
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Exclusive Insider Offers,72800.22,26,2800.01,720.74,4997.09
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Festive Fever Promo,90985.42,36,2527.37,594.33,4959.73
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Final Call Frenzy,59683.74,24,2486.82,503.00,4795.06
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Flash Frenzy Friday,84149.71,27,3116.66,1146.17,4816.64
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,"Gift More, Spend Less",89116.69,34,2621.08,608.65,4815.08
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Golden Hour Bargains,72375.02,24,3015.63,569.40,4943.30
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Green Weekend Deals,80802.72,30,2693.42,810.65,4793.33
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Happy Hour Discounts,72165.68,26,2775.60,626.28,4807.17
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Holiday Shopping Rush,58960.17,23,2563.49,624.49,4830.97
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Hot Picks Promo,122006.33,37,3297.47,1031.88,4931.85
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Instant Gratification Sale,75538.61,29,2604.78,558.14,4841.06
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Limited Time Treasures,61579.28,22,2799.06,559.60,4681.65
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Loyalty Rewards Blast,86065.50,33,2608.05,502.78,4980.59
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Mega Weekend Bonanza,61385.18,22,2790.24,613.52,4770.14
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Mid-Year Madness,78589.25,28,2806.76,718.56,4968.54
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Midnight Madness,66520.37,22,3023.65,893.78,4855.27
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Mystery Discount Days,69493.86,24,2895.58,620.82,4961.73
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,New Arrival Showcase,93987.27,33,2848.10,617.77,4762.94
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,New Product Launch Promo,80950.22,31,2611.30,513.69,4783.71
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,New Year Kickoff,92894.82,36,2580.41,570.13,4911.79
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Price Drop Parade,106248.64,39,2724.32,611.03,4842.78
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Red Tag Clearance,107790.58,39,2763.86,593.53,4987.45
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Seasonal Surprise Box,89667.74,28,3202.42,786.72,4974.58
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Shop & Save Spectacular,102287.95,36,2841.33,579.53,4862.65
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Smart Shopper Week,92959.34,33,2816.95,640.39,4965.64
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Spring Refresh Event,71196.20,33,2157.46,638.82,4687.89
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Spring Splash Discounts,73833.91,28,2636.93,751.30,4491.68
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Summer Sizzle Promo,74023.99,26,2847.08,743.47,4977.21
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Super Savings Week,107398.20,39,2753.80,744.27,4938.04
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Ultimate Value Event,89698.01,33,2718.12,571.45,4887.15
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,VIP Access Sale,100785.77,35,2879.59,524.74,4867.13
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Weekend Warrior Specials,95061.76,33,2880.66,621.08,4999.43
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Winter Clearance Carnival,84151.04,29,2901.76,1050.42,4791.48
Home Appliances,Loyal Customer,Supermarkets ,Salesperson,Winter Wonders Sale,105706.22,33,3203.22,608.01,4998.39
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,12 Days of Deals,74071.76,28,2645.42,688.48,4922.48
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Autumn Deals Drive,74811.91,28,2671.85,605.30,4961.68
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,BOGO Blitz,55600.31,21,2647.63,959.01,4861.66
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Back to School Boost,78411.14,26,3015.81,1104.37,4673.24
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Birthday Bash Sale,98391.58,35,2811.19,660.04,4936.29
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Black Friday Blowout,65576.67,25,2623.07,577.78,4782.11
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Cart Crasher Campaign,88221.74,28,3150.78,854.13,4974.64
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Cashback Carnival,101823.75,37,2751.99,510.00,4891.46
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Clearance Countdown,74204.32,28,2650.15,567.04,4881.10
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Countdown to Savings,62021.90,21,2953.42,612.45,4520.90
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Customer Appreciation Week,63812.29,27,2363.42,621.41,4956.72
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Cyber Monday Mania,64716.40,21,3081.73,689.12,4982.25
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Deal of the Month,80734.18,31,2604.33,637.12,4487.31
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Double Points Bonanza,81664.48,29,2816.02,791.05,4839.82
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Early Bird Specials,60368.17,19,3177.27,1207.01,4994.19
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,End of Season Sale,69038.82,26,2655.34,628.18,4735.10
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Exclusive Insider Offers,74401.13,29,2565.56,530.99,4773.78
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Festive Fever Promo,117159.37,38,3083.14,591.86,4931.85
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Final Call Frenzy,62202.05,25,2488.08,521.41,4903.63
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Flash Frenzy Friday,77373.63,25,3094.95,1013.36,4769.78
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,"Gift More, Spend Less",83555.95,34,2457.53,656.32,4909.72
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Golden Hour Bargains,83617.90,28,2986.35,685.01,4982.43
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Green Weekend Deals,68012.55,24,2833.86,778.30,4885.24
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Happy Hour Discounts,77972.44,24,3248.85,819.96,4916.53
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Holiday Shopping Rush,71303.61,26,2742.45,501.38,4795.50
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Hot Picks Promo,63501.03,22,2886.41,602.42,4867.45
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Instant Gratification Sale,62918.99,25,2516.76,651.48,4067.65
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Limited Time Treasures,83461.01,28,2980.75,818.63,4930.61
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Loyalty Rewards Blast,83370.31,31,2689.36,605.61,4877.27
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Mega Weekend Bonanza,109563.80,34,3222.46,882.87,4877.11
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Mid-Year Madness,55417.51,20,2770.88,537.27,4968.35
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Midnight Madness,84740.17,29,2922.07,606.72,4997.26
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Mystery Discount Days,46168.34,16,2885.52,931.78,4671.20
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,New Arrival Showcase,77961.69,26,2998.53,1074.41,4868.07
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,New Product Launch Promo,53559.72,20,2677.99,604.35,4493.73
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,New Year Kickoff,53725.95,20,2686.30,533.99,4576.02
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Price Drop Parade,38023.24,16,2376.45,523.98,4455.83
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Red Tag Clearance,68219.37,23,2966.06,638.14,4891.68
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Seasonal Surprise Box,57107.38,21,2719.40,620.70,4883.70
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Shop & Save Spectacular,71188.91,25,2847.56,521.76,4860.60
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Smart Shopper Week,59453.89,21,2831.14,717.24,4767.97
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Spring Refresh Event,65788.55,24,2741.19,526.45,4690.46
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Spring Splash Discounts,78098.45,29,2693.05,592.21,4859.78
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Summer Sizzle Promo,74756.79,31,2411.51,603.52,4937.94
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Super Savings Week,66557.97,25,2662.32,836.36,4924.15
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Ultimate Value Event,81954.42,29,2826.01,618.66,4924.44
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,VIP Access Sale,81699.88,26,3142.30,1418.25,4989.89
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Weekend Warrior Specials,32238.37,14,2302.74,543.49,4250.04
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Winter Clearance Carnival,60724.44,21,2891.64,730.91,4950.13
Home Appliances,Loyal Customer,Supermarkets ,Senior Salesperson,Winter Wonders Sale,86817.78,31,2800.57,586.38,4842.09
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,12 Days of Deals,57250.25,23,2489.14,516.24,4674.22
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Autumn Deals Drive,91313.63,30,3043.79,1114.29,4927.18
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,BOGO Blitz,80249.74,30,2674.99,678.92,4828.03
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Back to School Boost,86074.42,31,2776.59,530.98,4984.75
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Birthday Bash Sale,61870.09,24,2577.92,761.02,4429.91
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Black Friday Blowout,56200.33,23,2443.49,567.45,4811.13
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Cart Crasher Campaign,64670.28,24,2694.59,511.82,4746.55
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Cashback Carnival,88292.18,33,2675.52,607.75,4954.19
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Clearance Countdown,62457.57,22,2838.98,940.11,4658.16
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Countdown to Savings,59850.69,23,2602.20,646.45,4950.82
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Customer Appreciation Week,79672.10,29,2747.31,586.33,4959.06
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Cyber Monday Mania,62783.31,24,2615.97,568.70,4894.44
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Deal of the Month,88248.86,28,3151.75,1053.82,4941.85
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Double Points Bonanza,49319.38,22,2241.79,532.58,4752.28
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Early Bird Specials,85020.89,29,2931.75,599.44,4985.39
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,End of Season Sale,81827.41,30,2727.58,530.84,4621.55
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Exclusive Insider Offers,66592.61,22,3026.94,530.98,4956.31
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Festive Fever Promo,86315.99,31,2784.39,581.71,4944.71
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Final Call Frenzy,100537.62,36,2792.71,683.31,4900.16
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Flash Frenzy Friday,101141.75,33,3064.90,917.46,4944.28
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,"Gift More, Spend Less",88243.42,34,2595.39,534.49,4382.69
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Golden Hour Bargains,74832.36,26,2878.17,779.30,4833.05
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Green Weekend Deals,82286.01,30,2742.87,1065.50,4602.88
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Happy Hour Discounts,57442.01,24,2393.42,560.76,4503.94
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Holiday Shopping Rush,75574.06,26,2906.69,652.48,4904.73
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Hot Picks Promo,77887.47,26,2995.67,525.75,4604.22
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Instant Gratification Sale,62142.72,21,2959.18,1180.09,4936.17
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Limited Time Treasures,91539.16,34,2692.33,505.55,4862.54
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Loyalty Rewards Blast,83102.10,30,2770.07,505.77,4838.98
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Mega Weekend Bonanza,93939.32,33,2846.65,503.69,4959.30
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Mid-Year Madness,65778.18,29,2268.21,528.44,4996.93
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Midnight Madness,68451.71,26,2632.76,804.94,4671.07
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Mystery Discount Days,77085.84,28,2753.07,652.11,4980.25
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,New Arrival Showcase,84700.14,34,2491.18,596.30,4822.39
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,New Product Launch Promo,108915.68,35,3111.88,835.78,4964.35
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,New Year Kickoff,79803.75,28,2850.13,951.44,4974.38
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Price Drop Parade,92833.03,33,2813.12,754.90,4987.17
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Red Tag Clearance,70125.12,26,2697.12,692.79,4881.89
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Seasonal Surprise Box,49461.27,18,2747.85,553.82,4843.52
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Shop & Save Spectacular,78067.66,27,2891.39,523.02,4951.29
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Smart Shopper Week,101490.21,36,2819.17,648.58,4830.95
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Spring Refresh Event,57747.85,22,2624.90,520.79,4860.94
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Spring Splash Discounts,56350.52,23,2450.02,688.07,4846.39
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Summer Sizzle Promo,54040.33,20,2702.02,591.63,4968.96
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Super Savings Week,65906.32,29,2272.63,500.28,4697.97
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Ultimate Value Event,53061.52,22,2411.89,580.24,4986.17
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,VIP Access Sale,65239.89,23,2836.52,879.61,4843.78
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Weekend Warrior Specials,49043.11,18,2724.62,515.22,4862.27
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Winter Clearance Carnival,70362.37,23,3059.23,541.60,4770.28
Home Appliances,Occasional Shopper,Large Malls / Complexes,Manager,Winter Wonders Sale,84356.26,27,3124.31,808.62,4984.81
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,12 Days of Deals,71098.40,31,2293.50,684.30,4960.41
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,85124.12,32,2660.13,536.74,4921.52
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,BOGO Blitz,91993.59,31,2967.54,814.72,4907.59
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Back to School Boost,77730.01,24,3238.75,840.10,4962.46
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Birthday Bash Sale,94181.71,36,2616.16,569.65,4840.84
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Black Friday Blowout,77140.46,30,2571.35,514.22,4798.33
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,63728.42,23,2770.80,878.17,4675.11
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Cashback Carnival,81426.25,28,2908.08,846.36,4547.76
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Clearance Countdown,69932.25,28,2497.58,617.15,4951.66
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Countdown to Savings,77684.58,25,3107.38,653.73,4994.99
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,83716.29,27,3100.60,520.56,4739.72
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,84348.33,30,2811.61,649.82,4995.39
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Deal of the Month,63087.51,20,3154.38,511.48,4975.62
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Double Points Bonanza,79119.65,28,2825.70,633.74,4903.46
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Early Bird Specials,109886.21,38,2891.74,582.49,4976.61
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,End of Season Sale,67293.51,27,2492.35,550.67,4625.89
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,82426.10,32,2575.82,599.50,4998.02
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Festive Fever Promo,68433.09,26,2632.04,585.36,4878.17
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Final Call Frenzy,65336.08,24,2722.34,656.65,4984.46
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,87043.92,31,2807.87,508.78,4881.37
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,"Gift More, Spend Less",102295.44,38,2691.99,739.95,4889.32
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,71427.04,26,2747.19,565.20,4649.91
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Green Weekend Deals,73018.08,27,2704.37,663.20,4586.94
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Happy Hour Discounts,70958.65,26,2729.18,529.74,4992.76
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,79153.56,27,2931.61,786.19,4961.42
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Hot Picks Promo,60954.42,27,2257.57,523.99,4969.14
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,85382.27,30,2846.08,990.87,4807.53
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Limited Time Treasures,73869.45,25,2954.78,516.28,4798.52
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Loyalty Rewards Blast,76134.22,31,2455.94,809.71,4789.65
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Mega Weekend Bonanza,104490.38,36,2902.51,517.38,4936.47
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Mid-Year Madness,84815.49,29,2924.67,512.74,4810.77
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Midnight Madness,73414.94,29,2531.55,682.05,4919.65
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,Mystery Discount Days,92608.57,37,2502.93,506.37,4919.58
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,New Arrival Showcase,58121.84,21,2767.71,1101.78,4789.36
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,New Product Launch Promo,64629.13,23,2809.96,825.08,4944.21
Home Appliances,Occasional Shopper,Large Malls / Complexes,Sales Associate,New Year Kickoff,78635.05,30,2621.17,575.51,4942.01
