category,brand,customer_segment,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Sports & Outdoors,Adidas,Premium Shopper,Midnight Madness,164482.70,61,2696.44,520.72,4819.00
Sports & Outdoors,Adidas,Premium Shopper,Mystery Discount Days,161558.25,63,2564.42,507.22,4998.07
Sports & Outdoors,Adidas,Premium Shopper,New Arrival Showcase,142092.30,56,2537.36,530.40,4941.54
Sports & Outdoors,Adidas,Premium Shopper,New Product Launch Promo,166922.42,60,2782.04,618.73,4984.64
Sports & Outdoors,Adidas,Premium Shopper,New Year Kickoff,180016.22,67,2686.81,602.50,4967.83
Sports & Outdoors,Adidas,Premium Shopper,Price Drop Parade,175227.61,60,2920.46,566.74,4943.31
Sports & Outdoors,Adidas,Premium Shopper,Red Tag Clearance,147774.13,55,2686.80,521.17,4634.84
Sports & Outdoors,Adidas,Premium Shopper,Seasonal Surprise Box,198740.10,74,2685.68,562.24,4980.91
Sports & Outdoors,Adidas,Premium Shopper,Shop & Save Spectacular,173281.53,68,2548.26,532.33,4861.18
Sports & Outdoors,Adidas,Premium Shopper,Smart Shopper Week,163635.85,61,2682.55,507.17,4869.28
Sports & Outdoors,Adidas,Premium Shopper,Spring Refresh Event,186002.21,69,2695.68,520.46,4908.83
Sports & Outdoors,Adidas,Premium Shopper,Spring Splash Discounts,190414.96,73,2608.42,531.91,4972.98
Sports & Outdoors,Adidas,Premium Shopper,Summer Sizzle Promo,202964.66,71,2858.66,590.03,4894.79
Sports & Outdoors,Adidas,Premium Shopper,Super Savings Week,193872.07,73,2655.78,509.31,4973.62
Sports & Outdoors,Adidas,Premium Shopper,Ultimate Value Event,190726.92,68,2804.81,576.32,4906.68
Sports & Outdoors,Adidas,Premium Shopper,VIP Access Sale,140591.22,55,2556.20,576.24,4992.01
Sports & Outdoors,Adidas,Premium Shopper,Weekend Warrior Specials,209902.78,69,3042.07,505.42,4970.87
Sports & Outdoors,Adidas,Premium Shopper,Winter Clearance Carnival,130269.01,53,2457.91,742.98,4948.29
Sports & Outdoors,Adidas,Premium Shopper,Winter Wonders Sale,186775.13,70,2668.22,513.20,4973.78
Sports & Outdoors,Decathlon,Budget Shopper,12 Days of Deals,174511.19,65,2684.79,536.52,4961.49
Sports & Outdoors,Decathlon,Budget Shopper,Autumn Deals Drive,162760.33,63,2583.50,524.69,4983.97
Sports & Outdoors,Decathlon,Budget Shopper,BOGO Blitz,162390.34,63,2577.62,514.68,4975.22
Sports & Outdoors,Decathlon,Budget Shopper,Back to School Boost,221530.64,76,2914.88,603.34,4984.20
Sports & Outdoors,Decathlon,Budget Shopper,Birthday Bash Sale,193436.99,67,2887.12,587.09,4990.77
Sports & Outdoors,Decathlon,Budget Shopper,Black Friday Blowout,197403.30,69,2860.92,532.14,4922.45
Sports & Outdoors,Decathlon,Budget Shopper,Cart Crasher Campaign,163181.51,61,2675.11,573.63,4926.05
Sports & Outdoors,Decathlon,Budget Shopper,Cashback Carnival,166639.72,61,2731.80,500.42,4949.57
Sports & Outdoors,Decathlon,Budget Shopper,Clearance Countdown,167763.12,59,2843.44,587.08,4995.72
Sports & Outdoors,Decathlon,Budget Shopper,Countdown to Savings,175624.38,66,2660.98,519.24,4982.11
Sports & Outdoors,Decathlon,Budget Shopper,Customer Appreciation Week,169815.65,62,2738.96,531.10,4956.10
Sports & Outdoors,Decathlon,Budget Shopper,Cyber Monday Mania,179283.44,67,2675.87,524.66,4902.43
Sports & Outdoors,Decathlon,Budget Shopper,Deal of the Month,179823.17,66,2724.59,559.39,4986.28
Sports & Outdoors,Decathlon,Budget Shopper,Double Points Bonanza,169209.81,67,2525.52,532.45,4883.33
Sports & Outdoors,Decathlon,Budget Shopper,Early Bird Specials,198764.68,73,2722.80,768.46,4938.48
Sports & Outdoors,Decathlon,Budget Shopper,End of Season Sale,155125.17,59,2629.24,596.34,4957.98
Sports & Outdoors,Decathlon,Budget Shopper,Exclusive Insider Offers,200637.07,72,2786.63,560.19,4965.05
Sports & Outdoors,Decathlon,Budget Shopper,Festive Fever Promo,189507.23,65,2915.50,508.66,4964.15
Sports & Outdoors,Decathlon,Budget Shopper,Final Call Frenzy,196396.03,70,2805.66,513.15,4989.89
Sports & Outdoors,Decathlon,Budget Shopper,Flash Frenzy Friday,195926.89,75,2612.36,517.41,4855.25
Sports & Outdoors,Decathlon,Budget Shopper,"Gift More, Spend Less",194804.21,73,2668.55,507.15,4951.52
Sports & Outdoors,Decathlon,Budget Shopper,Golden Hour Bargains,210515.63,80,2631.45,538.27,4977.76
Sports & Outdoors,Decathlon,Budget Shopper,Green Weekend Deals,204364.05,69,2961.80,574.87,4975.04
Sports & Outdoors,Decathlon,Budget Shopper,Happy Hour Discounts,191003.23,66,2893.99,500.42,4989.33
Sports & Outdoors,Decathlon,Budget Shopper,Holiday Shopping Rush,166489.54,57,2920.87,747.38,4930.37
Sports & Outdoors,Decathlon,Budget Shopper,Hot Picks Promo,196989.33,77,2558.30,505.64,4989.71
Sports & Outdoors,Decathlon,Budget Shopper,Instant Gratification Sale,170864.41,70,2440.92,560.25,4801.80
Sports & Outdoors,Decathlon,Budget Shopper,Limited Time Treasures,174219.61,61,2856.06,658.03,4957.95
Sports & Outdoors,Decathlon,Budget Shopper,Loyalty Rewards Blast,207369.83,76,2728.55,538.23,4963.63
Sports & Outdoors,Decathlon,Budget Shopper,Mega Weekend Bonanza,236644.74,81,2921.54,676.50,4995.42
Sports & Outdoors,Decathlon,Budget Shopper,Mid-Year Madness,171700.40,68,2525.01,601.18,4863.38
Sports & Outdoors,Decathlon,Budget Shopper,Midnight Madness,197292.16,73,2702.63,533.64,4972.15
Sports & Outdoors,Decathlon,Budget Shopper,Mystery Discount Days,189733.03,63,3011.64,709.98,4958.83
Sports & Outdoors,Decathlon,Budget Shopper,New Arrival Showcase,176590.86,69,2559.29,511.49,4923.13
Sports & Outdoors,Decathlon,Budget Shopper,New Product Launch Promo,142482.94,53,2688.36,512.46,4957.53
Sports & Outdoors,Decathlon,Budget Shopper,New Year Kickoff,186529.14,68,2743.08,567.43,4793.71
Sports & Outdoors,Decathlon,Budget Shopper,Price Drop Parade,178752.35,73,2448.66,546.69,4973.83
Sports & Outdoors,Decathlon,Budget Shopper,Red Tag Clearance,198331.79,72,2754.61,539.89,4958.76
Sports & Outdoors,Decathlon,Budget Shopper,Seasonal Surprise Box,182204.61,64,2846.95,566.38,4950.51
Sports & Outdoors,Decathlon,Budget Shopper,Shop & Save Spectacular,214199.24,74,2894.58,549.00,4971.93
Sports & Outdoors,Decathlon,Budget Shopper,Smart Shopper Week,184441.36,67,2752.86,539.99,4995.51
Sports & Outdoors,Decathlon,Budget Shopper,Spring Refresh Event,151968.25,58,2620.14,589.24,4992.08
Sports & Outdoors,Decathlon,Budget Shopper,Spring Splash Discounts,176670.86,65,2718.01,508.67,4991.41
Sports & Outdoors,Decathlon,Budget Shopper,Summer Sizzle Promo,201753.62,73,2763.75,530.85,4984.84
Sports & Outdoors,Decathlon,Budget Shopper,Super Savings Week,170496.23,62,2749.94,517.65,4984.03
Sports & Outdoors,Decathlon,Budget Shopper,Ultimate Value Event,158585.70,63,2517.23,586.02,4541.99
Sports & Outdoors,Decathlon,Budget Shopper,VIP Access Sale,144135.33,55,2620.64,500.51,4904.98
Sports & Outdoors,Decathlon,Budget Shopper,Weekend Warrior Specials,152872.75,60,2547.88,520.44,4869.82
Sports & Outdoors,Decathlon,Budget Shopper,Winter Clearance Carnival,194905.22,77,2531.24,506.66,4982.80
Sports & Outdoors,Decathlon,Budget Shopper,Winter Wonders Sale,152808.11,53,2883.17,543.94,4889.87
Sports & Outdoors,Decathlon,Churn Risk,12 Days of Deals,144440.68,51,2832.17,517.78,4879.29
Sports & Outdoors,Decathlon,Churn Risk,Autumn Deals Drive,201167.37,73,2755.72,564.53,4986.73
Sports & Outdoors,Decathlon,Churn Risk,BOGO Blitz,198562.23,69,2877.71,525.65,4954.33
Sports & Outdoors,Decathlon,Churn Risk,Back to School Boost,152683.41,56,2726.49,595.62,4984.46
Sports & Outdoors,Decathlon,Churn Risk,Birthday Bash Sale,155074.86,57,2720.61,543.51,4812.18
Sports & Outdoors,Decathlon,Churn Risk,Black Friday Blowout,189360.16,68,2784.71,503.63,4893.32
Sports & Outdoors,Decathlon,Churn Risk,Cart Crasher Campaign,150665.64,59,2553.65,606.58,4995.47
Sports & Outdoors,Decathlon,Churn Risk,Cashback Carnival,187378.44,73,2566.83,505.42,4950.43
Sports & Outdoors,Decathlon,Churn Risk,Clearance Countdown,204848.15,72,2845.11,505.32,4886.33
Sports & Outdoors,Decathlon,Churn Risk,Countdown to Savings,189207.60,66,2866.78,504.21,4925.49
Sports & Outdoors,Decathlon,Churn Risk,Customer Appreciation Week,168999.09,60,2816.65,566.78,4983.28
Sports & Outdoors,Decathlon,Churn Risk,Cyber Monday Mania,229268.25,84,2729.38,505.17,4883.25
Sports & Outdoors,Decathlon,Churn Risk,Deal of the Month,184513.48,65,2838.67,644.08,4889.72
Sports & Outdoors,Decathlon,Churn Risk,Double Points Bonanza,119849.44,43,2787.20,660.42,4927.22
Sports & Outdoors,Decathlon,Churn Risk,Early Bird Specials,196232.02,69,2843.94,550.01,4997.07
Sports & Outdoors,Decathlon,Churn Risk,End of Season Sale,185335.96,70,2647.66,600.00,4863.81
Sports & Outdoors,Decathlon,Churn Risk,Exclusive Insider Offers,162484.31,55,2954.26,636.87,4983.41
Sports & Outdoors,Decathlon,Churn Risk,Festive Fever Promo,199592.39,70,2851.32,514.87,4967.67
Sports & Outdoors,Decathlon,Churn Risk,Final Call Frenzy,196702.09,69,2850.75,601.56,4889.11
Sports & Outdoors,Decathlon,Churn Risk,Flash Frenzy Friday,160023.57,61,2623.34,511.58,4974.34
Sports & Outdoors,Decathlon,Churn Risk,"Gift More, Spend Less",235160.52,86,2734.42,567.40,4955.13
Sports & Outdoors,Decathlon,Churn Risk,Golden Hour Bargains,191254.05,68,2812.56,534.98,4905.56
Sports & Outdoors,Decathlon,Churn Risk,Green Weekend Deals,229879.64,76,3024.73,521.12,4946.21
Sports & Outdoors,Decathlon,Churn Risk,Happy Hour Discounts,183170.35,61,3002.79,549.22,4942.02
Sports & Outdoors,Decathlon,Churn Risk,Holiday Shopping Rush,159058.75,62,2565.46,534.43,4867.59
Sports & Outdoors,Decathlon,Churn Risk,Hot Picks Promo,150644.38,62,2429.75,549.19,4953.46
Sports & Outdoors,Decathlon,Churn Risk,Instant Gratification Sale,201088.51,71,2832.23,690.66,4896.24
Sports & Outdoors,Decathlon,Churn Risk,Limited Time Treasures,176901.74,71,2491.57,692.30,4925.67
Sports & Outdoors,Decathlon,Churn Risk,Loyalty Rewards Blast,166029.66,61,2721.80,555.42,4951.51
Sports & Outdoors,Decathlon,Churn Risk,Mega Weekend Bonanza,144465.37,52,2778.18,526.52,4707.10
Sports & Outdoors,Decathlon,Churn Risk,Mid-Year Madness,173827.02,65,2674.26,528.40,4897.36
Sports & Outdoors,Decathlon,Churn Risk,Midnight Madness,156235.99,59,2648.07,558.72,4858.48
Sports & Outdoors,Decathlon,Churn Risk,Mystery Discount Days,154623.79,55,2811.34,585.28,4950.33
Sports & Outdoors,Decathlon,Churn Risk,New Arrival Showcase,240115.27,78,3078.40,525.62,4974.64
Sports & Outdoors,Decathlon,Churn Risk,New Product Launch Promo,185322.17,68,2725.33,641.60,4865.96
Sports & Outdoors,Decathlon,Churn Risk,New Year Kickoff,172800.45,63,2742.86,610.61,4833.15
Sports & Outdoors,Decathlon,Churn Risk,Price Drop Parade,219117.28,74,2961.04,511.58,4938.70
Sports & Outdoors,Decathlon,Churn Risk,Red Tag Clearance,204508.11,69,2963.89,541.98,4949.27
Sports & Outdoors,Decathlon,Churn Risk,Seasonal Surprise Box,184434.23,66,2794.46,539.15,4945.68
Sports & Outdoors,Decathlon,Churn Risk,Shop & Save Spectacular,195426.09,73,2677.07,618.23,4966.99
Sports & Outdoors,Decathlon,Churn Risk,Smart Shopper Week,206905.94,74,2796.03,561.24,4863.69
Sports & Outdoors,Decathlon,Churn Risk,Spring Refresh Event,242543.27,84,2887.42,500.56,4967.33
Sports & Outdoors,Decathlon,Churn Risk,Spring Splash Discounts,186315.87,67,2780.83,583.03,4914.19
Sports & Outdoors,Decathlon,Churn Risk,Summer Sizzle Promo,186559.00,72,2591.10,546.24,4953.10
Sports & Outdoors,Decathlon,Churn Risk,Super Savings Week,170753.26,58,2944.02,795.15,4961.10
Sports & Outdoors,Decathlon,Churn Risk,Ultimate Value Event,190184.96,68,2796.84,531.19,4884.52
Sports & Outdoors,Decathlon,Churn Risk,VIP Access Sale,178638.92,65,2748.29,688.41,4934.67
Sports & Outdoors,Decathlon,Churn Risk,Weekend Warrior Specials,156429.76,62,2523.06,524.53,4971.83
Sports & Outdoors,Decathlon,Churn Risk,Winter Clearance Carnival,223618.63,82,2727.06,588.69,4945.69
Sports & Outdoors,Decathlon,Churn Risk,Winter Wonders Sale,185889.42,64,2904.52,535.39,4980.69
Sports & Outdoors,Decathlon,Deal Seeker,12 Days of Deals,209578.10,76,2757.61,519.31,4977.69
Sports & Outdoors,Decathlon,Deal Seeker,Autumn Deals Drive,228919.21,78,2934.86,528.92,4942.33
Sports & Outdoors,Decathlon,Deal Seeker,BOGO Blitz,159530.26,65,2454.31,604.66,4878.45
Sports & Outdoors,Decathlon,Deal Seeker,Back to School Boost,160941.16,65,2476.02,555.35,4742.57
Sports & Outdoors,Decathlon,Deal Seeker,Birthday Bash Sale,135313.09,50,2706.26,645.55,4826.35
Sports & Outdoors,Decathlon,Deal Seeker,Black Friday Blowout,197479.03,67,2947.45,515.63,4917.85
Sports & Outdoors,Decathlon,Deal Seeker,Cart Crasher Campaign,147309.43,51,2888.42,606.87,4927.50
Sports & Outdoors,Decathlon,Deal Seeker,Cashback Carnival,164771.78,62,2657.61,502.58,4943.05
Sports & Outdoors,Decathlon,Deal Seeker,Clearance Countdown,162960.92,58,2809.67,548.33,4945.34
Sports & Outdoors,Decathlon,Deal Seeker,Countdown to Savings,177006.94,65,2723.18,568.11,4974.88
Sports & Outdoors,Decathlon,Deal Seeker,Customer Appreciation Week,257875.11,86,2998.55,557.19,4990.46
Sports & Outdoors,Decathlon,Deal Seeker,Cyber Monday Mania,165524.44,59,2805.50,631.87,4962.39
Sports & Outdoors,Decathlon,Deal Seeker,Deal of the Month,212372.63,78,2722.73,516.25,4839.16
Sports & Outdoors,Decathlon,Deal Seeker,Double Points Bonanza,182570.73,68,2684.86,554.62,4897.28
Sports & Outdoors,Decathlon,Deal Seeker,Early Bird Specials,210039.05,75,2800.52,524.55,4766.54
Sports & Outdoors,Decathlon,Deal Seeker,End of Season Sale,197545.20,75,2633.94,515.47,4969.12
Sports & Outdoors,Decathlon,Deal Seeker,Exclusive Insider Offers,130087.47,51,2550.73,525.50,4833.57
Sports & Outdoors,Decathlon,Deal Seeker,Festive Fever Promo,169951.20,63,2697.64,517.42,4972.98
Sports & Outdoors,Decathlon,Deal Seeker,Final Call Frenzy,208926.37,78,2678.54,599.07,4977.47
Sports & Outdoors,Decathlon,Deal Seeker,Flash Frenzy Friday,207303.99,83,2497.64,501.01,4990.60
Sports & Outdoors,Decathlon,Deal Seeker,"Gift More, Spend Less",164759.85,66,2496.36,500.46,4995.74
Sports & Outdoors,Decathlon,Deal Seeker,Golden Hour Bargains,191264.18,74,2584.65,548.78,4958.69
Sports & Outdoors,Decathlon,Deal Seeker,Green Weekend Deals,183633.97,63,2914.82,772.00,4985.58
Sports & Outdoors,Decathlon,Deal Seeker,Happy Hour Discounts,192533.90,72,2674.08,505.31,4968.59
Sports & Outdoors,Decathlon,Deal Seeker,Holiday Shopping Rush,210574.88,74,2845.61,540.70,4994.86
Sports & Outdoors,Decathlon,Deal Seeker,Hot Picks Promo,167701.10,63,2661.92,504.54,4954.41
Sports & Outdoors,Decathlon,Deal Seeker,Instant Gratification Sale,193264.48,69,2800.93,581.58,4961.93
Sports & Outdoors,Decathlon,Deal Seeker,Limited Time Treasures,156921.76,56,2802.17,538.45,4942.51
Sports & Outdoors,Decathlon,Deal Seeker,Loyalty Rewards Blast,166852.15,55,3033.68,683.30,4904.28
Sports & Outdoors,Decathlon,Deal Seeker,Mega Weekend Bonanza,198435.16,68,2918.16,626.03,4971.18
Sports & Outdoors,Decathlon,Deal Seeker,Mid-Year Madness,165092.67,62,2662.78,528.05,4999.49
Sports & Outdoors,Decathlon,Deal Seeker,Midnight Madness,183065.84,68,2692.14,506.71,4953.17
Sports & Outdoors,Decathlon,Deal Seeker,Mystery Discount Days,172113.54,63,2731.96,567.72,4914.24
Sports & Outdoors,Decathlon,Deal Seeker,New Arrival Showcase,164412.64,60,2740.21,506.47,4934.65
Sports & Outdoors,Decathlon,Deal Seeker,New Product Launch Promo,162617.48,61,2665.86,559.17,4977.46
Sports & Outdoors,Decathlon,Deal Seeker,New Year Kickoff,165584.10,63,2628.32,514.31,4928.80
Sports & Outdoors,Decathlon,Deal Seeker,Price Drop Parade,131976.01,47,2808.00,540.15,4991.46
Sports & Outdoors,Decathlon,Deal Seeker,Red Tag Clearance,121726.08,53,2296.72,563.61,4825.75
Sports & Outdoors,Decathlon,Deal Seeker,Seasonal Surprise Box,175203.31,61,2872.19,573.57,4991.22
Sports & Outdoors,Decathlon,Deal Seeker,Shop & Save Spectacular,203207.17,68,2988.34,544.79,4943.74
Sports & Outdoors,Decathlon,Deal Seeker,Smart Shopper Week,186441.32,73,2553.99,578.79,4981.58
Sports & Outdoors,Decathlon,Deal Seeker,Spring Refresh Event,241476.64,85,2840.90,678.74,4967.84
Sports & Outdoors,Decathlon,Deal Seeker,Spring Splash Discounts,179113.37,68,2634.02,508.75,4960.00
Sports & Outdoors,Decathlon,Deal Seeker,Summer Sizzle Promo,159886.11,58,2756.66,543.65,4991.16
Sports & Outdoors,Decathlon,Deal Seeker,Super Savings Week,179586.28,59,3043.84,582.69,4985.14
Sports & Outdoors,Decathlon,Deal Seeker,Ultimate Value Event,180070.83,68,2648.10,614.66,4996.78
Sports & Outdoors,Decathlon,Deal Seeker,VIP Access Sale,174620.54,62,2816.46,514.26,4974.98
Sports & Outdoors,Decathlon,Deal Seeker,Weekend Warrior Specials,186989.27,70,2671.28,514.80,4773.80
Sports & Outdoors,Decathlon,Deal Seeker,Winter Clearance Carnival,153903.60,65,2367.75,653.82,4886.12
Sports & Outdoors,Decathlon,Deal Seeker,Winter Wonders Sale,112600.26,43,2618.61,503.85,4984.24
Sports & Outdoors,Decathlon,First-time Buyer,12 Days of Deals,176644.11,71,2487.95,510.07,4935.50
Sports & Outdoors,Decathlon,First-time Buyer,Autumn Deals Drive,156698.78,60,2611.65,529.51,4990.55
Sports & Outdoors,Decathlon,First-time Buyer,BOGO Blitz,169388.27,60,2823.14,719.55,4767.23
Sports & Outdoors,Decathlon,First-time Buyer,Back to School Boost,179855.87,64,2810.25,517.77,4938.10
Sports & Outdoors,Decathlon,First-time Buyer,Birthday Bash Sale,159869.00,57,2804.72,501.68,4901.69
Sports & Outdoors,Decathlon,First-time Buyer,Black Friday Blowout,117643.24,48,2450.90,586.43,4979.46
Sports & Outdoors,Decathlon,First-time Buyer,Cart Crasher Campaign,185486.02,72,2576.19,536.52,4892.78
Sports & Outdoors,Decathlon,First-time Buyer,Cashback Carnival,209419.89,73,2868.77,502.94,4986.97
Sports & Outdoors,Decathlon,First-time Buyer,Clearance Countdown,186195.43,65,2864.55,600.68,4965.75
Sports & Outdoors,Decathlon,First-time Buyer,Countdown to Savings,202821.67,78,2600.28,500.09,4933.77
Sports & Outdoors,Decathlon,First-time Buyer,Customer Appreciation Week,181474.81,65,2791.92,535.80,4879.47
Sports & Outdoors,Decathlon,First-time Buyer,Cyber Monday Mania,157852.08,57,2769.33,515.74,4903.90
Sports & Outdoors,Decathlon,First-time Buyer,Deal of the Month,141081.79,53,2661.92,606.84,4967.88
Sports & Outdoors,Decathlon,First-time Buyer,Double Points Bonanza,191248.50,68,2812.48,502.80,4968.72
Sports & Outdoors,Decathlon,First-time Buyer,Early Bird Specials,190444.23,68,2800.65,538.11,4912.04
Sports & Outdoors,Decathlon,First-time Buyer,End of Season Sale,185830.58,64,2903.60,509.18,4966.80
Sports & Outdoors,Decathlon,First-time Buyer,Exclusive Insider Offers,190951.68,65,2937.72,524.76,4916.69
Sports & Outdoors,Decathlon,First-time Buyer,Festive Fever Promo,177722.34,61,2913.48,586.44,4836.69
Sports & Outdoors,Decathlon,First-time Buyer,Final Call Frenzy,187062.03,64,2922.84,536.00,4990.97
Sports & Outdoors,Decathlon,First-time Buyer,Flash Frenzy Friday,141491.47,55,2572.57,505.25,4971.21
Sports & Outdoors,Decathlon,First-time Buyer,"Gift More, Spend Less",190996.19,69,2768.06,581.91,4887.39
Sports & Outdoors,Decathlon,First-time Buyer,Golden Hour Bargains,186064.86,63,2953.41,562.14,4928.25
Sports & Outdoors,Decathlon,First-time Buyer,Green Weekend Deals,168453.67,64,2632.09,570.64,4910.20
Sports & Outdoors,Decathlon,First-time Buyer,Happy Hour Discounts,251099.02,82,3062.18,527.31,4961.32
Sports & Outdoors,Decathlon,First-time Buyer,Holiday Shopping Rush,221120.00,79,2798.99,521.38,4997.18
Sports & Outdoors,Decathlon,First-time Buyer,Hot Picks Promo,138185.11,51,2709.51,540.33,4886.81
Sports & Outdoors,Decathlon,First-time Buyer,Instant Gratification Sale,152030.07,53,2868.49,540.53,4963.66
Sports & Outdoors,Decathlon,First-time Buyer,Limited Time Treasures,142044.91,59,2407.54,565.52,4720.95
Sports & Outdoors,Decathlon,First-time Buyer,Loyalty Rewards Blast,209086.81,75,2787.82,625.58,4971.05
Sports & Outdoors,Decathlon,First-time Buyer,Mega Weekend Bonanza,198482.58,73,2718.94,600.10,4936.86
Sports & Outdoors,Decathlon,First-time Buyer,Mid-Year Madness,215370.09,76,2833.82,729.88,4822.75
Sports & Outdoors,Decathlon,First-time Buyer,Midnight Madness,161929.42,55,2944.17,639.49,4953.64
Sports & Outdoors,Decathlon,First-time Buyer,Mystery Discount Days,165692.94,66,2510.50,781.24,4788.18
Sports & Outdoors,Decathlon,First-time Buyer,New Arrival Showcase,192002.29,70,2742.89,664.46,4924.99
Sports & Outdoors,Decathlon,First-time Buyer,New Product Launch Promo,200614.94,71,2825.56,503.51,4885.80
Sports & Outdoors,Decathlon,First-time Buyer,New Year Kickoff,191075.38,71,2691.20,513.25,4883.08
Sports & Outdoors,Decathlon,First-time Buyer,Price Drop Parade,204860.85,72,2845.29,508.99,4950.37
Sports & Outdoors,Decathlon,First-time Buyer,Red Tag Clearance,217008.78,74,2932.55,530.70,4981.94
Sports & Outdoors,Decathlon,First-time Buyer,Seasonal Surprise Box,222135.12,81,2742.41,629.91,4838.09
Sports & Outdoors,Decathlon,First-time Buyer,Shop & Save Spectacular,151531.52,59,2568.33,502.57,4996.23
Sports & Outdoors,Decathlon,First-time Buyer,Smart Shopper Week,202721.00,73,2777.00,508.58,4869.45
Sports & Outdoors,Decathlon,First-time Buyer,Spring Refresh Event,161950.67,57,2841.24,733.64,4976.54
Sports & Outdoors,Decathlon,First-time Buyer,Spring Splash Discounts,166315.68,58,2867.51,523.64,4912.16
Sports & Outdoors,Decathlon,First-time Buyer,Summer Sizzle Promo,180710.30,73,2475.48,502.21,4796.57
Sports & Outdoors,Decathlon,First-time Buyer,Super Savings Week,216297.65,82,2637.78,536.95,4999.25
Sports & Outdoors,Decathlon,First-time Buyer,Ultimate Value Event,170542.96,60,2842.38,737.47,4978.40
Sports & Outdoors,Decathlon,First-time Buyer,VIP Access Sale,144360.79,55,2624.74,629.87,4948.55
Sports & Outdoors,Decathlon,First-time Buyer,Weekend Warrior Specials,175896.43,64,2748.38,552.30,4854.59
Sports & Outdoors,Decathlon,First-time Buyer,Winter Clearance Carnival,180811.54,72,2511.27,511.88,4936.81
Sports & Outdoors,Decathlon,First-time Buyer,Winter Wonders Sale,188199.26,69,2727.53,555.26,4875.76
Sports & Outdoors,Decathlon,High Value,12 Days of Deals,182319.26,64,2848.74,516.40,4833.41
Sports & Outdoors,Decathlon,High Value,Autumn Deals Drive,180019.62,69,2608.98,524.93,4974.89
Sports & Outdoors,Decathlon,High Value,BOGO Blitz,172316.04,66,2610.85,519.56,4871.36
Sports & Outdoors,Decathlon,High Value,Back to School Boost,182190.92,64,2846.73,530.23,4987.53
Sports & Outdoors,Decathlon,High Value,Birthday Bash Sale,226747.58,80,2834.34,813.47,4977.57
Sports & Outdoors,Decathlon,High Value,Black Friday Blowout,215775.90,79,2731.34,640.09,4978.37
Sports & Outdoors,Decathlon,High Value,Cart Crasher Campaign,235629.71,88,2677.61,566.05,4972.39
Sports & Outdoors,Decathlon,High Value,Cashback Carnival,177083.58,62,2856.19,567.72,4960.01
Sports & Outdoors,Decathlon,High Value,Clearance Countdown,196388.31,70,2805.55,663.43,4937.75
Sports & Outdoors,Decathlon,High Value,Countdown to Savings,172671.23,64,2697.99,524.07,4949.50
Sports & Outdoors,Decathlon,High Value,Customer Appreciation Week,198541.78,72,2757.52,538.36,4968.78
Sports & Outdoors,Decathlon,High Value,Cyber Monday Mania,228767.40,86,2660.09,681.41,4995.64
Sports & Outdoors,Decathlon,High Value,Deal of the Month,186091.38,66,2819.57,732.34,4910.92
Sports & Outdoors,Decathlon,High Value,Double Points Bonanza,186296.38,68,2739.65,524.66,4947.16
Sports & Outdoors,Decathlon,High Value,Early Bird Specials,159148.96,59,2697.44,563.65,4985.56
Sports & Outdoors,Decathlon,High Value,End of Season Sale,173733.65,61,2848.09,764.60,4999.05
Sports & Outdoors,Decathlon,High Value,Exclusive Insider Offers,191795.48,66,2905.99,587.83,4937.65
Sports & Outdoors,Decathlon,High Value,Festive Fever Promo,173564.51,65,2670.22,525.70,4949.26
Sports & Outdoors,Decathlon,High Value,Final Call Frenzy,159649.84,58,2752.58,572.99,4998.08
Sports & Outdoors,Decathlon,High Value,Flash Frenzy Friday,213453.74,76,2808.60,639.76,4985.05
Sports & Outdoors,Decathlon,High Value,"Gift More, Spend Less",191469.79,68,2815.73,551.12,4990.32
Sports & Outdoors,Decathlon,High Value,Golden Hour Bargains,199130.89,71,2804.66,522.75,4960.45
Sports & Outdoors,Decathlon,High Value,Green Weekend Deals,183490.24,66,2780.16,546.77,4978.45
Sports & Outdoors,Decathlon,High Value,Happy Hour Discounts,164410.20,59,2786.61,611.54,4782.80
Sports & Outdoors,Decathlon,High Value,Holiday Shopping Rush,165714.78,64,2589.29,514.08,4976.16
Sports & Outdoors,Decathlon,High Value,Hot Picks Promo,169710.60,58,2926.04,634.08,4988.34
Sports & Outdoors,Decathlon,High Value,Instant Gratification Sale,210180.97,78,2694.63,526.84,4998.94
Sports & Outdoors,Decathlon,High Value,Limited Time Treasures,201318.89,69,2917.67,600.00,4958.15
Sports & Outdoors,Decathlon,High Value,Loyalty Rewards Blast,167807.63,66,2542.54,500.22,4844.71
Sports & Outdoors,Decathlon,High Value,Mega Weekend Bonanza,189248.36,71,2665.47,516.27,4814.69
Sports & Outdoors,Decathlon,High Value,Mid-Year Madness,235927.08,83,2842.49,547.47,4956.19
Sports & Outdoors,Decathlon,High Value,Midnight Madness,210192.67,74,2840.44,538.48,4983.38
Sports & Outdoors,Decathlon,High Value,Mystery Discount Days,161369.49,58,2782.23,613.96,4939.35
Sports & Outdoors,Decathlon,High Value,New Arrival Showcase,177744.29,61,2913.84,529.11,4991.35
Sports & Outdoors,Decathlon,High Value,New Product Launch Promo,163232.91,64,2550.51,535.53,4925.07
Sports & Outdoors,Decathlon,High Value,New Year Kickoff,204473.00,76,2690.43,501.31,4965.80
Sports & Outdoors,Decathlon,High Value,Price Drop Parade,149820.11,60,2497.00,533.84,4980.83
