brand,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Urban Ladder,Deal of the Month,2034272.66,735,2767.72,513.90,4999.11
Urban Ladder,Double Points Bonanza,1823608.51,653,2792.66,500.57,4993.12
Urban Ladder,Early Bird Specials,1709986.93,625,2735.98,503.43,4985.13
Urban Ladder,End of Season Sale,1902694.36,680,2798.08,509.93,4989.65
Urban Ladder,Exclusive Insider Offers,1820947.03,671,2713.78,511.93,4989.04
Urban Ladder,Festive Fever Promo,1717104.39,651,2637.64,500.07,4991.65
Urban Ladder,Final Call Frenzy,1851692.67,675,2743.25,501.06,4997.58
Urban Ladder,Flash Frenzy Friday,1867296.77,688,2714.09,502.44,4995.63
Urban Ladder,"Gift More, Spend Less",2025784.00,709,2857.24,507.61,4994.85
Urban Ladder,Golden Hour Bargains,1774579.06,626,2834.79,506.16,4999.31
Urban Ladder,Green Weekend Deals,1847235.24,682,2708.56,502.15,4996.26
Urban Ladder,Happy Hour Discounts,1792008.78,649,2761.18,511.43,4997.56
Urban Ladder,Holiday Shopping Rush,1796990.80,634,2834.37,502.02,4989.87
Urban Ladder,Hot Picks Promo,1888323.65,701,2693.76,502.87,4997.23
Urban Ladder,Instant Gratification Sale,1835004.23,660,2780.31,503.70,4995.76
Urban Ladder,Limited Time Treasures,1883125.05,660,2853.22,500.34,4999.59
Urban Ladder,Loyalty Rewards Blast,1767198.52,657,2689.80,519.34,4998.17
Urban Ladder,Mega Weekend Bonanza,1757625.36,653,2691.62,504.49,4972.66
Urban Ladder,Mid-Year Madness,1751745.23,659,2658.19,501.87,4997.34
Urban Ladder,Midnight Madness,2004246.22,711,2818.91,504.51,4992.67
Urban Ladder,Mystery Discount Days,1910551.78,673,2838.86,508.84,4995.72
Urban Ladder,New Arrival Showcase,1810039.44,647,2797.59,515.29,4993.66
Urban Ladder,New Product Launch Promo,1869931.37,690,2710.05,500.98,4999.22
Urban Ladder,New Year Kickoff,1837447.13,675,2722.14,502.12,4998.26
Urban Ladder,Price Drop Parade,1806403.71,654,2762.09,504.00,4989.67
Urban Ladder,Red Tag Clearance,1772639.86,655,2706.32,501.29,4999.64
Urban Ladder,Seasonal Surprise Box,1912932.52,686,2788.53,508.05,4996.98
Urban Ladder,Shop & Save Spectacular,1869403.29,687,2721.11,504.91,4990.61
Urban Ladder,Smart Shopper Week,1881537.48,657,2863.83,500.56,4996.17
Urban Ladder,Spring Refresh Event,1707092.58,632,2701.10,505.62,4999.58
Urban Ladder,Spring Splash Discounts,1943772.13,698,2784.77,502.65,4996.37
Urban Ladder,Summer Sizzle Promo,1886037.09,693,2721.55,517.24,4990.61
Urban Ladder,Super Savings Week,1942270.44,673,2885.99,500.70,4997.19
Urban Ladder,Ultimate Value Event,1770104.96,621,2850.41,501.69,4989.35
Urban Ladder,VIP Access Sale,1802687.56,645,2794.86,512.62,4995.75
Urban Ladder,Weekend Warrior Specials,1888026.89,670,2817.95,501.38,4997.30
Urban Ladder,Winter Clearance Carnival,1838839.76,663,2773.51,509.43,4998.82
Urban Ladder,Winter Wonders Sale,1874275.73,677,2768.50,500.29,4997.81
Whirlpool,12 Days of Deals,1850739.15,685,2701.81,512.21,4999.73
Whirlpool,Autumn Deals Drive,1841622.39,681,2704.29,506.90,4995.61
Whirlpool,BOGO Blitz,1872300.98,679,2757.44,509.26,4999.75
Whirlpool,Back to School Boost,1811845.09,665,2724.58,516.16,4990.79
Whirlpool,Birthday Bash Sale,1869240.88,679,2752.93,502.35,4999.93
Whirlpool,Black Friday Blowout,1877417.47,683,2748.78,505.48,4989.56
Whirlpool,Cart Crasher Campaign,1786476.08,645,2769.73,504.51,4998.46
Whirlpool,Cashback Carnival,1812803.16,667,2717.85,510.98,4999.12
Whirlpool,Clearance Countdown,1772469.39,648,2735.29,504.40,4994.45
Whirlpool,Countdown to Savings,1954216.62,709,2756.30,518.12,4987.28
Whirlpool,Customer Appreciation Week,1743027.82,650,2681.58,508.53,4997.60
Whirlpool,Cyber Monday Mania,1997394.79,734,2721.25,519.48,4966.57
Whirlpool,Deal of the Month,1658674.13,622,2666.68,502.82,4996.86
Whirlpool,Double Points Bonanza,1861296.54,676,2753.40,510.32,4996.53
Whirlpool,Early Bird Specials,1835380.55,658,2789.33,503.83,4997.74
Whirlpool,End of Season Sale,1785826.13,638,2799.10,500.69,4999.78
Whirlpool,Exclusive Insider Offers,1836745.34,658,2791.41,507.26,4999.29
Whirlpool,Festive Fever Promo,1842232.65,674,2733.28,512.10,4997.98
Whirlpool,Final Call Frenzy,1853738.60,679,2730.10,506.46,4974.86
Whirlpool,Flash Frenzy Friday,1879151.05,679,2767.53,510.70,4997.83
Whirlpool,"Gift More, Spend Less",1890831.54,702,2693.49,501.53,4999.74
Whirlpool,Golden Hour Bargains,1890097.85,680,2779.56,505.82,4992.88
Whirlpool,Green Weekend Deals,1927398.94,686,2809.62,500.21,4998.83
Whirlpool,Happy Hour Discounts,1823572.25,661,2758.81,510.66,4991.86
Whirlpool,Holiday Shopping Rush,1803373.32,679,2655.93,501.35,4996.07
Whirlpool,Hot Picks Promo,1890802.50,677,2792.91,502.22,4988.39
Whirlpool,Instant Gratification Sale,1779975.39,642,2772.55,501.38,4999.38
Whirlpool,Limited Time Treasures,1875621.46,684,2742.14,501.55,4997.90
Whirlpool,Loyalty Rewards Blast,1787214.36,649,2753.80,509.23,4998.50
Whirlpool,Mega Weekend Bonanza,1869380.36,666,2806.88,505.95,4988.39
Whirlpool,Mid-Year Madness,1817448.39,676,2688.53,506.56,4997.77
Whirlpool,Midnight Madness,1860291.28,684,2719.72,514.34,4996.41
Whirlpool,Mystery Discount Days,1813904.68,670,2707.32,502.03,4996.71
Whirlpool,New Arrival Showcase,1997047.52,718,2781.40,500.44,4995.63
Whirlpool,New Product Launch Promo,1691714.60,610,2773.30,504.31,4991.97
Whirlpool,New Year Kickoff,1827914.65,660,2769.57,516.98,4995.20
Whirlpool,Price Drop Parade,1924375.97,697,2760.94,510.58,4988.21
Whirlpool,Red Tag Clearance,1702377.43,618,2754.66,520.89,4992.06
Whirlpool,Seasonal Surprise Box,1865546.72,676,2759.68,501.18,4990.56
Whirlpool,Shop & Save Spectacular,1747739.50,633,2761.04,516.34,4974.57
Whirlpool,Smart Shopper Week,1881837.59,709,2654.21,512.44,4995.40
Whirlpool,Spring Refresh Event,1778207.68,641,2774.11,505.17,4995.53
Whirlpool,Spring Splash Discounts,1862639.00,665,2800.96,510.84,4992.50
Whirlpool,Summer Sizzle Promo,1756144.96,634,2769.94,501.49,4996.11
Whirlpool,Super Savings Week,1852646.45,663,2794.34,506.58,4998.47
Whirlpool,Ultimate Value Event,1717171.89,628,2734.35,509.71,4995.58
Whirlpool,VIP Access Sale,1834719.33,674,2722.14,500.61,4999.48
Whirlpool,Weekend Warrior Specials,1940739.80,707,2745.04,502.66,4998.33
Whirlpool,Winter Clearance Carnival,1893053.19,678,2792.11,503.94,4998.56
Whirlpool,Winter Wonders Sale,1923250.83,707,2720.30,504.46,4998.39
Zara,12 Days of Deals,1699255.33,637,2667.59,513.52,4958.04
Zara,Autumn Deals Drive,1863759.99,689,2705.02,501.28,4992.31
Zara,BOGO Blitz,1894983.21,686,2762.37,513.67,4999.45
Zara,Back to School Boost,1726613.21,622,2775.91,506.82,4986.50
Zara,Birthday Bash Sale,1721847.56,624,2759.37,506.06,4992.91
Zara,Black Friday Blowout,1841164.36,653,2819.55,502.21,4989.75
Zara,Cart Crasher Campaign,1777178.46,638,2785.55,512.62,4997.29
Zara,Cashback Carnival,1702504.69,623,2732.75,505.92,4968.31
Zara,Clearance Countdown,1887603.87,691,2731.70,500.46,4999.80
Zara,Countdown to Savings,1807150.21,649,2784.51,503.90,4990.06
Zara,Customer Appreciation Week,1902251.73,684,2781.07,505.57,4978.37
Zara,Cyber Monday Mania,1709986.14,632,2705.67,521.44,4995.44
Zara,Deal of the Month,1832402.71,667,2747.23,505.18,4994.87
Zara,Double Points Bonanza,1870991.26,675,2771.84,504.72,4999.44
Zara,Early Bird Specials,1898601.53,683,2779.80,506.63,4991.60
Zara,End of Season Sale,1680453.29,627,2680.15,504.46,4993.28
Zara,Exclusive Insider Offers,1879417.78,679,2767.92,500.32,4991.57
Zara,Festive Fever Promo,1787723.22,666,2684.27,513.89,4991.64
Zara,Final Call Frenzy,1683505.68,616,2732.96,501.00,4993.90
Zara,Flash Frenzy Friday,1856792.38,672,2763.08,506.08,4993.36
Zara,"Gift More, Spend Less",1901576.71,657,2894.33,503.15,4989.04
Zara,Golden Hour Bargains,1811216.95,653,2773.69,501.59,4994.31
Zara,Green Weekend Deals,1894396.92,692,2737.57,502.55,4992.17
Zara,Happy Hour Discounts,1935354.95,695,2784.68,517.05,4990.80
Zara,Holiday Shopping Rush,1645681.03,607,2711.17,503.29,4996.42
Zara,Hot Picks Promo,1782031.71,644,2767.13,502.01,4989.52
Zara,Instant Gratification Sale,1726377.75,637,2710.17,503.90,4997.44
Zara,Limited Time Treasures,1815075.11,647,2805.37,506.89,4999.81
Zara,Loyalty Rewards Blast,1929410.97,696,2772.14,525.22,4997.44
Zara,Mega Weekend Bonanza,1767252.31,647,2731.46,512.13,4995.03
Zara,Mid-Year Madness,1896387.12,692,2740.44,502.44,4997.54
Zara,Midnight Madness,1842336.84,674,2733.44,500.50,4988.44
Zara,Mystery Discount Days,1750471.21,645,2713.91,500.93,4998.98
Zara,New Arrival Showcase,1898706.32,688,2759.75,506.65,4996.20
Zara,New Product Launch Promo,1721145.70,659,2611.75,501.71,4992.60
Zara,New Year Kickoff,1676395.62,615,2725.85,522.02,4992.69
Zara,Price Drop Parade,1871057.41,681,2747.51,503.25,4995.75
Zara,Red Tag Clearance,1928239.68,676,2852.43,516.38,4999.45
Zara,Seasonal Surprise Box,1892635.60,691,2738.98,502.82,4988.87
Zara,Shop & Save Spectacular,1826761.36,652,2801.78,501.24,4999.91
Zara,Smart Shopper Week,1828121.71,648,2821.18,505.75,4999.73
Zara,Spring Refresh Event,1764123.89,636,2773.78,506.20,4995.99
Zara,Spring Splash Discounts,1729807.85,631,2741.38,505.77,4989.56
Zara,Summer Sizzle Promo,1841007.06,665,2768.43,510.41,4998.58
Zara,Super Savings Week,1627635.05,611,2663.89,505.22,4998.42
Zara,Ultimate Value Event,1824738.12,664,2748.10,504.23,4999.82
Zara,VIP Access Sale,1885633.76,667,2827.04,522.66,4999.71
Zara,Weekend Warrior Specials,1877139.87,690,2720.49,502.76,4991.98
Zara,Winter Clearance Carnival,1834317.66,648,2830.74,502.03,4994.24
Zara,Winter Wonders Sale,1832920.92,672,2727.56,502.39,4971.63
